total in seconds,datetime(utc),AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,AlviraTracksTrack_Reflection,AlviraTracksTrack_Score,AlviraTracksTrack_Alarm,AlviraSystemStatusSensorPosition_Latitude,AlviraSystemStatusSensorPosition_Longitude,AlviraSystemStatusSensorPosition_Altitude,AlviraSystemStatusSensorStatusBlankSector_Angle,AlviraSystemStatusSensorStatusBlankSector_Span,DRONE,NO_DRONE,SUSPECTED_DRONE
1601385518,2020-09-29 13:18:38,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385519,2020-09-29 13:18:39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385520,2020-09-29 13:18:40,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385521,2020-09-29 13:18:41,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,51.521264,5.858627,5.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385522,2020-09-29 13:18:42,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385523,2020-09-29 13:18:43,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385525,2020-09-29 13:18:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385531,2020-09-29 13:18:51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385531,2020-09-29 13:18:51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385531,2020-09-29 13:18:51,51.520203,5.860115,20.052356,63.756668,0.000000,12.248651,10.028485,0.666557,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385531,2020-09-29 13:18:51,51.520261,5.860315,20.515466,64.561218,0.000000,12.043908,9.989808,0.733245,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385531,2020-09-29 13:18:51,51.520326,5.860523,21.100898,63.780125,0.000000,12.313699,11.358128,0.786596,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385532,2020-09-29 13:18:52,51.520394,5.860736,21.816871,63.351322,0.000000,12.606603,13.039170,0.829277,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385534,2020-09-29 13:18:54,51.520452,5.860946,22.682542,65.146027,0.000000,12.544016,12.799527,0.863421,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385535,2020-09-29 13:18:55,51.520530,5.861166,23.601845,61.941658,0.000000,13.017014,13.044477,0.890734,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385536,2020-09-29 13:18:56,51.520592,5.861373,24.603858,63.145386,0.000000,12.633254,13.720705,0.912587,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385537,2020-09-29 13:18:57,51.520650,5.861578,25.671488,64.237206,0.000000,12.355934,14.237151,0.930069,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385539,2020-09-29 13:18:59,51.520724,5.861791,26.805051,62.789742,0.000000,12.699656,15.122594,0.944055,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385540,2020-09-29 13:19:00,51.520801,5.862008,28.002805,61.738953,0.000000,12.992266,15.357436,0.955243,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385541,2020-09-29 13:19:01,51.520863,5.862222,29.265252,63.232697,0.000000,12.878846,15.489061,0.964194,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385543,2020-09-29 13:19:03,51.520935,5.862440,30.550859,62.832596,0.000000,13.049065,15.946012,0.971355,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385544,2020-09-29 13:19:04,51.521031,5.862663,31.897024,59.872791,0.000000,13.527473,15.812041,0.977081,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385545,2020-09-29 13:19:05,51.521103,5.862885,33.284657,60.934612,0.000000,13.554792,16.040228,0.981664,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385547,2020-09-29 13:19:07,51.521174,5.863104,34.671480,61.401363,0.000000,13.324563,16.052318,0.985331,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601385548,2020-09-29 13:19:08,51.521236,5.863320,36.126603,62.843235,0.000000,13.012338,16.146588,0.988264,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385549,2020-09-29 13:19:09,51.521298,5.863539,37.611954,64.066483,0.000000,12.983079,16.076268,0.990611,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385550,2020-09-29 13:19:10,51.521414,5.863746,39.011726,57.045883,0.000000,13.380668,15.912066,0.992459,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385552,2020-09-29 13:19:12,51.521480,5.863965,40.462957,61.820625,0.000000,13.345663,15.879787,0.993914,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385553,2020-09-29 13:19:13,51.521536,5.864185,41.967364,64.577080,0.000000,13.003393,15.988505,0.995126,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385554,2020-09-29 13:19:14,51.521581,5.864404,43.451159,67.097908,0.000000,12.687693,15.853651,0.996099,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385556,2020-09-29 13:19:16,51.521629,5.864630,44.955251,68.831535,0.000000,12.882123,15.960643,0.996875,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385557,2020-09-29 13:19:17,51.521682,5.864855,46.469275,69.053131,0.000000,12.885679,16.551612,0.997500,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385558,2020-09-29 13:19:18,51.521739,5.865074,48.017985,68.187386,0.000000,12.713400,16.644399,0.998000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385560,2020-09-29 13:19:20,51.521807,5.865291,49.551586,66.538185,0.000000,12.763233,16.609476,0.998399,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385561,2020-09-29 13:19:21,51.521870,5.865512,51.065376,66.212433,0.000000,12.874543,16.580316,0.998719,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385562,2020-09-29 13:19:22,51.521936,5.865733,52.568508,65.588539,0.000000,12.951715,16.539311,0.998975,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385564,2020-09-29 13:19:24,51.522003,5.865959,54.112295,65.466370,0.000000,13.284815,16.514300,0.999178,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385565,2020-09-29 13:19:25,51.522061,5.866189,55.675675,66.411911,0.000000,13.251368,16.586802,0.999342,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385566,2020-09-29 13:19:26,51.522113,5.866415,57.230865,67.311638,0.000000,13.050005,16.777257,0.999472,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385567,2020-09-29 13:19:27,51.522171,5.866634,58.760031,67.165001,0.000000,12.792303,16.978793,0.999577,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385569,2020-09-29 13:19:29,51.522241,5.866843,60.266608,65.402412,0.000000,12.596178,16.992332,0.999659,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385570,2020-09-29 13:19:30,51.522352,5.867041,61.779070,59.912197,0.000000,12.898325,16.926539,0.999685,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385571,2020-09-29 13:19:31,51.522463,5.867238,63.299704,56.120872,0.000000,13.244163,16.887711,0.999682,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385573,2020-09-29 13:19:33,51.522558,5.867445,64.847586,55.454624,0.000000,13.427505,16.876539,0.999745,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385574,2020-09-29 13:19:34,51.522615,5.867665,66.397125,58.708065,0.000000,13.151639,16.929571,0.999770,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385575,2020-09-29 13:19:35,51.522649,5.867898,67.974051,63.552113,0.000000,13.022338,17.018109,0.999765,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385577,2020-09-29 13:19:37,51.522586,5.868167,69.556701,76.891945,0.000000,12.719747,16.995523,0.999503,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385578,2020-09-29 13:19:38,51.522607,5.868413,71.178415,78.559830,0.000000,13.132993,16.924054,0.999596,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385579,2020-09-29 13:19:39,51.522607,5.868413,71.178415,78.559830,0.000000,13.132993,16.924054,0.999596,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385580,2020-09-29 13:19:40,51.522742,5.868873,73.888831,70.733543,0.000000,13.306000,16.886726,0.984427,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385581,2020-09-29 13:19:41,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,51.521264,5.858627,5.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385582,2020-09-29 13:19:42,51.522823,5.869097,75.616772,67.652946,0.000000,13.433782,17.275007,0.987451,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385583,2020-09-29 13:19:43,51.522898,5.869302,77.168533,65.444496,0.000000,12.836979,17.522327,0.989932,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385584,2020-09-29 13:19:44,51.523131,5.869303,78.225437,40.502899,0.000000,11.038079,17.474175,0.990127,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385586,2020-09-29 13:19:46,51.523131,5.869303,78.225437,40.502899,0.000000,11.038079,17.474175,0.990127,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385587,2020-09-29 13:19:47,51.523131,5.869303,78.225437,40.502899,0.000000,11.038079,17.474175,0.990127,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385588,2020-09-29 13:19:48,51.523131,5.869303,78.225437,40.502899,0.000000,11.038079,17.474175,0.990127,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385590,2020-09-29 13:19:50,51.523131,5.869303,78.225437,40.502899,0.000000,11.038079,17.474175,0.990127,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385591,2020-09-29 13:19:51,51.523131,5.869303,78.225437,40.502899,0.000000,11.038079,17.474175,0.990127,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385592,2020-09-29 13:19:52,51.523131,5.869303,78.225437,40.502899,0.000000,11.038079,17.474175,0.990127,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385594,2020-09-29 13:19:54,51.523131,5.869303,78.225437,40.502899,0.000000,11.038079,17.474175,0.990127,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385595,2020-09-29 13:19:55,51.523131,5.869303,78.225437,40.502899,0.000000,11.038079,17.474175,0.990127,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1601385596,2020-09-29 13:19:56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385597,2020-09-29 13:19:57,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385599,2020-09-29 13:19:59,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385600,2020-09-29 13:20:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385601,2020-09-29 13:20:01,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385603,2020-09-29 13:20:03,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385604,2020-09-29 13:20:04,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385605,2020-09-29 13:20:05,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385607,2020-09-29 13:20:07,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385608,2020-09-29 13:20:08,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385609,2020-09-29 13:20:09,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385611,2020-09-29 13:20:11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385612,2020-09-29 13:20:12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385613,2020-09-29 13:20:13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385614,2020-09-29 13:20:14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385616,2020-09-29 13:20:16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385617,2020-09-29 13:20:17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385618,2020-09-29 13:20:18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385620,2020-09-29 13:20:20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385621,2020-09-29 13:20:21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385633,2020-09-29 13:20:33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,51.521264,5.858627,5.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385634,2020-09-29 13:20:34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385635,2020-09-29 13:20:35,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385637,2020-09-29 13:20:37,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385638,2020-09-29 13:20:38,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385639,2020-09-29 13:20:39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385641,2020-09-29 13:20:41,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,51.521264,5.858627,5.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385641,2020-09-29 13:20:41,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385642,2020-09-29 13:20:42,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385643,2020-09-29 13:20:43,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385644,2020-09-29 13:20:44,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385646,2020-09-29 13:20:46,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385647,2020-09-29 13:20:47,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385648,2020-09-29 13:20:48,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385650,2020-09-29 13:20:50,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385651,2020-09-29 13:20:51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385652,2020-09-29 13:20:52,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385654,2020-09-29 13:20:54,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385655,2020-09-29 13:20:55,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385656,2020-09-29 13:20:56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385657,2020-09-29 13:20:57,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385659,2020-09-29 13:20:59,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385660,2020-09-29 13:21:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385661,2020-09-29 13:21:01,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385663,2020-09-29 13:21:03,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385664,2020-09-29 13:21:04,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385665,2020-09-29 13:21:05,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385667,2020-09-29 13:21:07,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385668,2020-09-29 13:21:08,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385669,2020-09-29 13:21:09,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385671,2020-09-29 13:21:11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385672,2020-09-29 13:21:12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385673,2020-09-29 13:21:13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601385674,2020-09-29 13:21:14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
