,Unnamed: 0_x_x,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,DRONE,NO_DRONE,SUSPECTED_DRONE,AlviraTracksTrack_Score,AlviraTracksTrack_Reflection,LABEL,datetime(utc),Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0_y_x,total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,Arcus_OperationalState_NaN,Arcus_OperationalState_Idle,Arcus_OperationalState_Operational,Arcus_Classification_NaN,Arcus_Classification_UNKNOWN,Arcus_Classification_VEHICLE,Arcus_Classification_OTHER,Arcus_Classification_DRONE,Arcus_Classification_SUSPECTED_DRONE,Arcus_Classification_HELICOPTER,Arcus_Alarm_NaN,Arcus_Alarm_FALSE,Arcus_Alarm_TRUE,Unnamed: 0_x_y,total in seconds_x,Diana_time,DianaSensorPosition_latitude_deg,DianaSensorPosition_longitude_deg,DianaSensorPosition_altitude_m,DianaTargets_band,DianaTarget_ID,DianaTargetsTargetSignal_snr_dB,DianaTargetsTargetSignal_bearing_deg,DianaTargetsTargetSignal_range_m,DianaTargetsTargetClassification_score,channels_x,DianaTarget_Aircraft,DianaTarget_Controller,DianaTarget_None,DianaClasssification_Unknown,DianaClasssification_DJI-MAVIC-PRO-PLATINUM,DianaClasssification_Wifi-Bluetooth,DianaClasssification_DJI-MAVIC-2-PRO,DianaClasssification_DJI-Phantom-4F,DianaClasssification_Parrot-ANAFI,DianaClasssification_DJI-Phantom-4E,DianaClasssification_SPEKTRUM-DX5e,DianaClasssification_SYMA-X8HW,DianaClasssification_DJI-MAVIC-AIR,DianaClasssification_None,DianaClasssification_VISUO-Zen,Unnamed: 0_y_y,total in seconds_y,channels_y,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_RadioId,VenusTrigger_Frequency,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation,DJI OcuSync,DJI Mavic Mini,Cheerson Leopard 2,DJI Mavic Pro long,nan,DJI Mavic Pro short,Hubsan,Futaba FASST-7CH Var. 1,"AscTec Falcon 8 Downlink, DJI Mavic Mini",DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,"DJI Mavic Mini, MJX R/C Technic",Udi R/C 818A,MJX R/C Technic,TT Robotix Ghost,Udi R/C,"DJI Mini, DJI Phantom 4 Pro/Mavic Pro, DJI Phantom 4/Mavic Pro","DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",Spektrum DSMX downlink,Spektrum DSMX 12CH uplink,MJX X901,"DJI Mavic Pro long, DJI Phantom 4/Mavic Pro,DJI Phantom/Mavic Pro",AscTec Falcon 8 Downlink,VenusName NaN,ISM 2.4 GHz,ISM 5.8 GHz,FreqBand_Null,Unnamed: 0,latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:21:24,30.000000,10527.500000,10527.500000,1601382084.000000,0.000000,139.897059,-0.236194,2.508625,0.034733,-0.708965,0.000000,51.521948,5.867761,84.002345,149.285399,-4.372751,8.472806,-30.661147,0.512642,0.378834,0.043166,0.220588,-1.144247,0.000000,0.028875,0.017325,0.735294,0.992647,0.000000,0.007353,0.029412,0.551471,0.007353,0.411765,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,481.000000,1601382084.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.520970,10.636276,667.000000,0.150557,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6282,51.516272,5.849716,40.000000,0.000000,4.390000,676.990000,40.100000,40.100000,17.280000,991.140000,628276,2020-09-29 14:21:24.923,18,0,0,11.613000,51.519506,5.857977,-2.200000,-3.800000,0.000000,8.200000,5.600000,81.300000,0,1,0,62,100,-6874,2281,11613,3061.500000,8,WP,1,0,0,0,0,0,0,1601382084923,3809,3808,3795,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-82.000000,56.000000,813.000000,-87.000000,0.000000,816.000000,14,400.000000,43.910000,6769.860000,-22.000000,-38.000000,0.000000,0,0.000000,0.000000,75,75,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:19:42,7.000000,103.000000,103.000000,1601381982.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.520444,5.864869,6.803405,12.233667,0.510688,2.838366,1.003632,0.045217,10.304298,1.174118,6.000000,-31.123526,0.000000,0.785398,0.471239,3.600000,0.800000,0.000000,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,387.000000,1601381982.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.682715,61.100420,232.000000,0.185796,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,452.000000,1601381982.000000,0.000000,1.000000,FHSS,208.000000,2440000000.000000,1601391908790885.000000,1601392483656714.000000,229.700000,1.400000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5263,51.518395,5.855400,39.800000,0.000000,4.390000,217.470000,40.100000,40.100000,17.280000,991.140000,526274,2020-09-29 14:19:42.922,18,0,0,11.761000,51.519506,5.857977,-2.200000,-3.800000,0.000000,1.700000,11.600000,123.900000,0,1,0,67,100,-7606,2487,11761,3061.500000,8,WP,1,0,0,0,0,0,0,1601381982921,3859,3860,3848,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-17.000000,116.000000,1239.000000,-87.000000,0.000000,1247.000000,14,398.000000,43.910000,2174.700000,-22.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:20:28,18.000000,3055.500000,3055.500000,1601382028.000000,0.000000,264.063636,-0.922648,11.437484,0.034797,0.776250,0.000000,51.521706,5.868211,81.844108,158.377584,-0.972301,11.804456,-29.849693,0.490910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.036364,0.518182,0.000000,0.445455,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,428.000000,1601382028.000000,738063.600000,51.519137,5.857951,31.000000,2.000000,0.000000,27.476482,91.118734,75.000000,0.323670,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5723,51.517437,5.852835,39.900000,0.000000,4.300000,424.700000,40.100000,40.100000,17.280000,991.140000,572277,2020-09-29 14:20:28.925,18,0,0,11.656000,51.519506,5.857977,-2.200000,-3.700000,0.000000,5.300000,6.600000,104.200000,0,1,0,65,100,-6862,2401,11656,3061.500000,8,WP,1,0,0,0,0,0,0,1601382028924,3849,3849,3838,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-53.000000,66.000000,1042.000000,-87.000000,0.000000,1052.000000,14,399.000000,43.050000,4247.010000,-22.000000,-37.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
77,343.000000,51.520244,5.860580,21.998194,242.441940,0.000000,4.587578,1.000000,0.000000,0.000000,0.999888,24.382082,1.000000,2020-09-29 12:18:11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,324.000000,1601381891.000000,0.000000,1.000000,FHSS,209.000000,2440000000.000000,1601391908794885.000000,1601392392905504.000000,54.900000,1.700000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4353,51.520290,5.860468,39.900000,0.000000,4.440000,193.650000,40.100000,40.100000,17.280000,991.140000,435280,2020-09-29 14:18:11.928,18,0,0,11.888000,51.519506,5.857977,-2.300000,-3.800000,0.000000,-3.900000,5.500000,162.000000,0,1,0,72,100,-7200,2676,11888,3051.500000,8,WP,1,0,0,0,0,0,0,1601381891927,3898,3897,3886,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,39.000000,55.000000,1620.000000,-87.000000,0.000000,1637.000000,14,399.000000,44.420000,1936.530000,-23.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
130,357.000000,51.520021,5.859955,20.981287,245.530502,0.000000,4.079803,0.000000,1.000000,0.000000,0.979408,24.096163,1.000000,2020-09-29 12:18:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,325.000000,1601381910.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12000.000000,24.270094,10.360793,108.000000,0.399547,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,353.000000,1601381910.000000,0.000000,1.000000,FHSS,208.000000,2440000000.000000,1601391908790885.000000,1601392411591584.000000,56.600000,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4543,51.519895,5.859411,39.900000,0.000000,4.360000,108.460000,40.100000,40.100000,17.280000,991.140000,454288,2020-09-29 14:18:30.935,18,0,0,11.719000,51.519506,5.857977,-2.300000,-3.700000,0.000000,-2.500000,8.600000,154.100000,0,1,0,71,100,-7160,2639,11719,3051.500000,8,WP,1,0,0,0,0,0,0,1601381910935,3893,3892,3881,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,25.000000,86.000000,1541.000000,-87.000000,0.000000,1556.000000,14,399.000000,43.570000,1084.600000,-23.000000,-37.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:21:24,30.000000,10527.500000,10527.500000,1601382084.000000,0.000000,139.897059,-0.236194,2.508625,0.034733,-0.708965,0.000000,51.521948,5.867761,84.002345,149.285399,-4.372751,8.472806,-30.661147,0.512642,0.378834,0.043166,0.220588,-1.144247,0.000000,0.028875,0.017325,0.735294,0.992647,0.000000,0.007353,0.029412,0.551471,0.007353,0.411765,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,480.000000,1601382084.000000,738063.600000,51.519137,5.857951,31.000000,3.000000,1001.000000,18.220062,10.636276,218.000000,0.466667,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6282,51.516272,5.849716,40.000000,0.000000,4.390000,676.990000,40.100000,40.100000,17.280000,991.140000,628276,2020-09-29 14:21:24.923,18,0,0,11.613000,51.519506,5.857977,-2.200000,-3.800000,0.000000,8.200000,5.600000,81.300000,0,1,0,62,100,-6874,2281,11613,3061.500000,8,WP,1,0,0,0,0,0,0,1601382084923,3809,3808,3795,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-82.000000,56.000000,813.000000,-87.000000,0.000000,816.000000,14,400.000000,43.910000,6769.860000,-22.000000,-38.000000,0.000000,0,0.000000,0.000000,75,75,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:20:03,12.000000,699.000000,699.000000,1601382003.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.522219,5.867866,69.661879,160.126715,-5.024879,9.803127,-28.001817,0.374875,0.903886,0.102993,0.526316,-2.730134,0.000000,0.068895,0.041337,0.614035,0.982456,0.000000,0.017544,0.070175,0.754386,0.017544,0.157895,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,406.000000,1601382003.000000,738063.600000,51.519137,5.857951,31.000000,3.000000,1.000000,25.153800,10.959321,98.000000,0.400000,2.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,475.000000,1601382003.000000,0.000000,0.000000,FHSS,219.000000,2440000000.000000,1601392319042829.000000,1601392505241573.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,5473,51.517958,5.854230,40.000000,0.000000,4.360000,312.010000,40.100000,40.100000,17.280000,991.140000,547285,2020-09-29 14:20:03.933,18,0,0,11.550000,51.519506,5.857977,-2.300000,-3.700000,0.000000,4.500000,9.500000,115.400000,0,1,0,66,100,-7528,2449,11550,3061.500000,8,WP,1,0,0,0,0,0,0,1601382003932,3855,3855,3846,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-45.000000,95.000000,1154.000000,-87.000000,0.000000,1160.000000,14,400.000000,43.570000,3120.080000,-23.000000,-37.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:19:58,11.000000,446.500000,446.500000,1601381998.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.522084,5.867827,74.664156,146.464114,-7.861216,9.700106,-28.288757,0.327623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.045455,0.795455,0.022727,0.136364,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,400.000000,1601381998.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.963760,12.699244,356.000000,0.208763,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,472.000000,1601381998.000000,0.000000,1.000000,FHSS,209.000000,2440000000.000000,1601391908794885.000000,1601392500485551.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5423,51.518063,5.854507,39.900000,0.000000,4.360000,289.520000,40.100000,40.100000,17.280000,991.140000,542291,2020-09-29 14:19:58.938,18,0,0,11.656000,51.519506,5.857977,-2.300000,-3.700000,0.000000,3.200000,10.100000,116.800000,0,1,0,66,100,-7708,2458,11656,3061.500000,8,WP,1,0,0,0,0,0,0,1601381998938,3860,3860,3849,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-32.000000,101.000000,1168.000000,-87.000000,0.000000,1177.000000,14,399.000000,43.570000,2895.210000,-23.000000,-37.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
57,331.000000,51.520530,5.861467,25.496860,245.029587,0.000000,4.506143,1.000000,0.000000,0.000000,0.999997,25.012484,1.000000,2020-09-29 12:17:56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,313.000000,1601381876.000000,0.000000,1.000000,0,281474977710660.000000,2406500000.000000,1601392161270569.000000,1601392379504705.000000,55.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4203,51.520601,5.861305,39.900000,0.000000,4.440000,261.170000,40.100000,40.100000,17.280000,991.140000,420277,2020-09-29 14:17:56.924,18,0,0,11.782000,51.519506,5.857977,-2.300000,-3.800000,0.000000,-3.300000,7.700000,168.200000,0,1,0,73,100,-7696,2726,11782,3041.500000,8,WP,1,0,0,0,0,0,0,1601381876924,3907,3907,3898,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,33.000000,77.000000,1682.000000,-87.000000,0.000000,1700.000000,14,399.000000,44.420000,2611.670000,-23.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:19:37,6.000000,85.000000,85.000000,1601381977.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.520323,5.864869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,444.000000,1601381977.000000,0.000000,1.000000,0,281474977710660.000000,2449500000.000000,1601392161270569.000000,1601392481011942.000000,228.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5213,51.518501,5.855675,39.900000,0.000000,4.440000,195.090000,40.100000,40.100000,17.280000,991.140000,521287,2020-09-29 14:19:37.934,18,0,0,11.656000,51.519506,5.857977,-2.300000,-3.800000,0.000000,-1.500000,10.900000,125.900000,0,1,0,67,100,-7062,2495,11656,3061.500000,8,WP,1,0,0,0,0,0,0,1601381977934,3859,3860,3848,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,15.000000,109.000000,1259.000000,-87.000000,0.000000,1274.000000,14,399.000000,44.420000,1950.890000,-23.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
161,386.000000,51.519264,5.857172,28.468903,262.686523,0.000000,5.682627,0.000000,1.000000,0.000000,0.931266,2.569253,1.000000,2020-09-29 12:19:06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,355.000000,1601381946.000000,738063.600000,51.519137,5.857951,31.000000,2.000000,1001.000000,36.410666,38.087005,26.000000,0.466667,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4903,51.519145,5.857405,40.100000,0.000000,4.310000,56.510000,40.100000,40.100000,17.280000,991.140000,490273,2020-09-29 14:19:06.920,18,0,0,11.740000,51.519506,5.857977,-2.200000,-3.700000,0.100000,-1.600000,11.000000,138.900000,0,1,0,69,100,-7166,2564,11740,3061.500000,8,WP,1,0,0,0,0,0,0,1601381946920,3870,3870,3858,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,16.000000,110.000000,1389.000000,-87.000000,0.000000,1404.000000,14,401.000000,43.060000,565.140000,-22.000000,-37.000000,1.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
