,Unnamed: 0_x_x,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,DRONE,NO_DRONE,SUSPECTED_DRONE,AlviraTracksTrack_Score,AlviraTracksTrack_Reflection,LABEL,datetime(utc),Unnamed: 0_y_x,Unnamed: 0.1_x,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,Arcus_OperationalState_NaN,Arcus_OperationalState_Idle,Arcus_OperationalState_Operational,Arcus_Classification_NaN,Arcus_Classification_UNKNOWN,Arcus_Classification_VEHICLE,Arcus_Classification_OTHER,Arcus_Classification_DRONE,Arcus_Classification_SUSPECTED_DRONE,Arcus_Classification_HELICOPTER,Arcus_Alarm_NaN,Arcus_Alarm_FALSE,Arcus_Alarm_TRUE,Unnamed: 0_x_y,total in seconds_x,Diana_time,DianaSensorPosition_latitude_deg,DianaSensorPosition_longitude_deg,DianaSensorPosition_altitude_m,DianaTargets_band,DianaTarget_ID,DianaTargetsTargetSignal_snr_dB,DianaTargetsTargetSignal_bearing_deg,DianaTargetsTargetSignal_range_m,DianaTargetsTargetClassification_score,channels_x,DianaTarget_Aircraft,DianaTarget_Controller,DianaTarget_None,DianaClasssification_Unknown,DianaClasssification_DJI-MAVIC-PRO-PLATINUM,DianaClasssification_Wifi-Bluetooth,DianaClasssification_DJI-MAVIC-2-PRO,DianaClasssification_DJI-Phantom-4F,DianaClasssification_Parrot-ANAFI,DianaClasssification_DJI-Phantom-4E,DianaClasssification_SPEKTRUM-DX5e,DianaClasssification_SYMA-X8HW,DianaClasssification_DJI-MAVIC-AIR,DianaClasssification_None,DianaClasssification_VISUO-Zen,Unnamed: 0_y_y,total in seconds_y,channels_y,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_RadioId,VenusTrigger_Frequency,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation,DJI OcuSync,DJI Mavic Mini,Cheerson Leopard 2,DJI Mavic Pro long,nan,DJI Mavic Pro short,Hubsan,Futaba FASST-7CH Var. 1,"AscTec Falcon 8 Downlink, DJI Mavic Mini",DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,"DJI Mavic Mini, MJX R/C Technic",Udi R/C 818A,MJX R/C Technic,TT Robotix Ghost,Udi R/C,"DJI Mini, DJI Phantom 4 Pro/Mavic Pro, DJI Phantom 4/Mavic Pro","DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",Spektrum DSMX downlink,Spektrum DSMX 12CH uplink,MJX X901,"DJI Mavic Pro long, DJI Phantom 4/Mavic Pro,DJI Phantom/Mavic Pro",AscTec Falcon 8 Downlink,VenusName NaN,ISM 2.4 GHz,ISM 5.8 GHz,FreqBand_Null,Unnamed: 0,Unnamed: 0.1_y,time(millisecond),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,datetime(local),altitude(m)
92,446.000000,51.520296,5.858829,15.365921,231.806702,0.000000,8.842321,0.000000,1.000000,0.000000,0.968113,17.780678,0.000000,2020-09-29 12:08:44,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,315.000000,1601381324.000000,738063.600000,51.519137,5.857951,31.000000,2.000000,11001.000000,17.457705,24.797257,238.000000,0.866667,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,136.000000,1601381324.000000,0.000000,1.000000,FHSS,191.000000,2440000000.000000,1601370481734079.000000,1601391825756476.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4121,4127,613284,51.520233,5.858664,-15.436352,-21.079397,88.057746,83.105811,0,6.943932,201.885505,15,0,0,279.444400,180.902237,46.547142,4866.765248,-0.447388,-0.447388,0.000000,193.500000,1.300000,2.300000,0,0,1024,1024,1024,1024,0,0,14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,83.105811,-15.436352,6,P-GPS,0.000000,2020-09-29 14:08:44,25.330651
60,194.000000,51.517464,5.853218,59.060707,242.062866,0.000000,8.995836,0.000000,1.000000,0.000000,0.997531,22.913460,0.000000,2020-09-29 12:03:33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,160.000000,1601381013.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.036496,-1.914867,629.000000,0.288424,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2005,2005,302376,51.517257,5.853226,167.116147,156.158141,93.372706,265.658310,0,21.125639,1488.428525,17,0,0,279.444400,180.902237,35.248806,3788.517182,-1.118470,-1.789552,0.000000,246.700000,1.400000,1.900000,0,0,1024,1024,1024,1024,0,0,63,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,265.658310,167.116147,6,P-GPS,0.000000,2020-09-29 14:03:33,80.972653
124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:01:36,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,26820.500000,26820.500000,1601380896.000000,0.000000,2207.864130,-0.076638,1.633345,0.057769,-0.433930,0.000000,51.522128,5.868512,86.917186,143.748308,-3.169205,9.366652,-29.870728,0.510247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.010870,0.532609,0.000000,0.451087,0.005435,0.000000,0.000000,0.994565,0.000000,0.000000,85.000000,1601380896.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.572492,80.436788,527.000000,0.167162,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.000000,1601380896.000000,0.000000,1.000000,FHSS,185.000000,2440000000.000000,1601370481734079.000000,1601391395528087.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1230,1227,185069,51.521942,5.866360,169.094494,159.940950,91.568244,267.636657,0,19.726232,1966.919354,16,0,0,275.313822,176.771659,35.248806,3788.517182,-1.118470,-1.789552,0.000000,242.600000,0.500000,5.100000,0,0,1024,1024,1024,1024,0,0,78,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,267.636657,169.094494,6,P-GPS,0.000000,2020-09-29 14:01:36,81.575653
93,447.000000,51.522717,5.863132,39.150615,266.083527,0.000000,26.458508,1.000000,0.000000,0.000000,0.991401,46.195410,0.000000,2020-09-29 12:08:44,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,315.000000,1601381324.000000,738063.600000,51.519137,5.857951,31.000000,2.000000,11001.000000,17.457705,24.797257,238.000000,0.866667,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,136.000000,1601381324.000000,0.000000,1.000000,FHSS,191.000000,2440000000.000000,1601370481734079.000000,1601391825756476.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4121,4127,613284,51.520233,5.858664,-15.436352,-21.079397,88.057746,83.105811,0,6.943932,201.885505,15,0,0,279.444400,180.902237,46.547142,4866.765248,-0.447388,-0.447388,0.000000,193.500000,1.300000,2.300000,0,0,1024,1024,1024,1024,0,0,14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,83.105811,-15.436352,6,P-GPS,0.000000,2020-09-29 14:08:44,25.330651
56,191.000000,51.517610,5.853662,56.028635,243.308060,0.000000,8.750514,1.000000,0.000000,0.000000,0.995180,22.779358,0.000000,2020-09-29 12:03:29,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,158.000000,1601381009.000000,738063.600000,51.519137,5.857951,31.000000,2.000000,11001.000000,22.282234,-12.021651,136.000000,0.933333,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.000000,1601381009.000000,0.000000,1.000000,FHSS,185.000000,2440000000.000000,1601370481734079.000000,1601391510638525.000000,95.000000,0.100000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1978,1974,297920,51.517462,5.853805,168.490819,167.309717,83.595803,267.032982,0,20.159818,1338.507261,17,0,0,279.444400,180.902237,35.248806,3788.517182,-0.894776,-1.789552,0.000000,243.900000,0.500000,0.600000,0,0,1024,1024,1024,1024,0,0,63,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,267.032982,168.490819,6,P-GPS,0.000000,2020-09-29 14:03:29,81.391653
164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:05:47,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,71576.500000,71576.500000,1601381147.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.522128,5.868631,83.988353,141.504181,-5.505369,9.647812,-30.151239,0.477243,0.306676,0.034944,0.178571,-0.926295,0.000000,0.023375,0.014025,0.595238,0.994048,0.000000,0.005952,0.023810,0.553571,0.000000,0.422619,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,224.000000,1601381147.000000,738063.600000,51.519137,5.857951,31.000000,3.000000,1.000000,14.100911,80.573078,351.000000,0.241113,2.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2896,2903,436306,51.514441,5.843608,166.538719,163.618772,85.334648,265.080882,0,34.578842,3883.595925,15,0,0,279.444400,180.902237,35.474737,4866.765248,2.013246,2.908022,0.000000,63.000000,0.500000,-5.400000,0,0,1024,1024,1024,1024,0,0,52,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,265.080882,166.538719,6,P-GPS,0.000000,2020-09-29 14:05:47,80.796653
96,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 11:58:33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,446.000000,446.000000,1601380713.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.522128,5.868345,83.598430,140.804896,-3.692309,9.536805,-30.305356,0.492763,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.011173,0.536313,0.016760,0.435754,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,1601380713.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.804951,81.145512,724.000000,0.233333,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22,18,2092,51.519706,5.858483,2.250656,2.447507,82.217850,100.792819,0,1.880361,5.809515,14,0,0,100.792819,2.250656,2.585679,5.809515,0.000000,-0.223694,0.000000,39.200000,-1.400000,-15.100000,0,0,1024,1024,1024,1024,0,0,93,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,100.792819,2.250656,6,P-GPS,0.000000,2020-09-29 13:58:33,30.721651
110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 11:59:49,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,16.000000,15291.000000,15291.000000,1601380789.000000,0.000000,1744.046083,-0.099158,1.906651,0.036020,-0.358742,0.000000,51.522128,5.868387,95.890284,139.997228,-3.357169,10.454244,-29.858050,0.474347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.009217,0.576037,0.000000,0.410138,0.000000,0.004608,0.000000,0.995392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.000000,1601380789.000000,0.000000,0.000000,FHSS,186.000000,2440000000.000000,1601390540422472.000000,1601391291118946.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,534,531,77984,51.522324,5.865019,169.694887,157.424546,94.685042,268.237050,0,33.282535,1766.857012,16,0,0,271.419465,172.877302,35.248806,1766.857012,1.565858,2.908022,0.223694,62.900000,1.000000,7.000000,0,0,1024,1024,1024,1024,0,0,81,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,268.237050,169.694887,6,P-GPS,0.000000,2020-09-29 13:59:49,81.758653
18,126.000000,51.520598,5.863204,36.427345,243.289871,0.000000,9.195743,1.000000,0.000000,0.000000,0.999967,25.863979,0.000000,2020-09-29 12:02:06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,105.000000,1601380926.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.473517,26.303763,533.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1432,1429,215038,51.520735,5.862968,171.617460,156.558404,97.473756,270.159622,0,20.885571,1086.059746,16,0,0,275.313822,176.771659,35.248806,3788.517182,-1.118470,-1.789552,0.000000,245.000000,-0.600000,3.900000,0,0,1024,1024,1024,1024,0,0,72,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,270.159622,171.617460,6,P-GPS,0.000000,2020-09-29 14:02:06,82.344653
52,189.000000,51.517706,5.853950,54.092518,244.777298,0.000000,8.858617,1.000000,0.000000,0.000000,0.992469,22.919211,0.000000,2020-09-29 12:03:27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.000000,1601381007.000000,0.000000,0.000000,FHSS,186.000000,2440000000.000000,1601390540422472.000000,1601391508514059.000000,140.800000,0.100000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1965,1958,295538,51.517540,5.854028,167.467197,167.401580,82.480318,266.009360,0,19.558864,1280.787443,17,0,0,279.444400,180.902237,35.248806,3788.517182,-0.894776,-1.789552,0.000000,245.200000,0.800000,2.800000,0,0,1024,1024,1024,1024,0,0,63,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,266.009360,167.467197,6,P-GPS,0.000000,2020-09-29 14:03:27,81.079653
132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:02:18,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,34669.500000,34669.500000,1601380938.000000,0.000000,2470.964286,-0.042797,22.361364,-0.031209,-0.082545,0.000000,51.522128,5.868353,86.225934,136.118540,-4.925528,10.543600,-29.872312,0.501474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.011905,0.535714,0.000000,0.446429,0.005952,0.000000,0.000000,0.994048,0.000000,0.000000,114.000000,1601380938.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.812410,27.199119,645.000000,0.300000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1510,1510,227477,51.520223,5.861519,180.902237,170.797250,92.519688,279.444400,0,19.389080,715.000023,16,0,0,279.444400,180.902237,35.248806,3788.517182,-0.894776,-1.565858,0.000000,243.200000,-4.900000,3.800000,0,0,1024,1024,1024,1024,0,0,68,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,279.444400,180.902237,6,P-GPS,0.000000,2020-09-29 14:02:18,85.174653
