,latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
10,51.519486,5.858142,0.8,0.9,0.5,0.09,0.8,0.8,0.5,0.11,997,2020-09-29 13:43:49,2020-09-29 15:43:49.521,18,0,0,16.904,51.519486,5.85814,0.0,0.0,-0.5,-0.1,0.9,112.6,0,1,0,91,100,-4239,3192,16904,3031.5,11,TakeOff,1,0,0,0,0,0,0,1601387029521,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,1.0,9.0,1126.0,1.0,0.0,1137.0,11,8.0,5.0,0.91,0.0,0.0,-5.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
11,51.519486,5.858142,0.9,0.9,0.5,0.1,0.9,0.9,0.5,0.11,1146,2020-09-29 13:43:49,2020-09-29 15:43:49.671,18,0,0,16.904,51.519486,5.85814,0.0,0.0,-0.5,-0.1,1.1,112.6,0,1,0,91,100,-4239,3192,16904,3031.5,11,TakeOff,1,0,0,0,0,0,0,1601387029670,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,1.0,11.0,1126.0,1.0,0.0,1137.0,11,9.0,5.0,0.96,0.0,0.0,-5.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
12,51.519486,5.858142,0.9,1.0,0.4,0.1,0.9,0.9,0.5,0.11,1196,2020-09-29 13:43:49,2020-09-29 15:43:49.721,18,0,0,16.904,51.519486,5.85814,0.0,0.0,-0.4,-0.1,1.4,112.7,0,1,0,91,100,-4239,3192,16904,3031.5,11,TakeOff,1,0,0,0,0,0,0,1601387029720,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,1.0,14.0,1127.0,1.0,0.0,1137.0,11,9.0,4.0,1.01,0.0,0.0,-4.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
13,51.519486,5.858142,0.9,1.0,0.4,0.11,0.9,0.9,0.5,0.11,1299,2020-09-29 13:43:49,2020-09-29 15:43:49.823,18,0,0,16.904,51.519486,5.85814,0.0,0.0,-0.4,-0.4,1.4,112.8,0,1,0,91,100,-4239,3192,16904,3031.5,11,TakeOff,1,0,0,0,0,0,0,1601387029823,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,4.0,14.0,1128.0,1.0,0.0,1137.0,11,9.0,4.0,1.12,0.0,0.0,-4.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
14,51.519486,5.858142,1.0,1.1,0.4,0.12,1.0,1.0,0.5,0.12,1396,2020-09-29 13:43:49,2020-09-29 15:43:49.920,18,0,0,16.904,51.519486,5.85814,0.0,0.0,-0.4,0.0,1.4,112.7,0,1,0,91,100,-4239,3192,16904,3031.5,11,GPS,1,0,0,0,0,0,0,1601387029920,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-0.0,14.0,1127.0,1.0,0.0,1137.0,6,10.0,4.0,1.18,0.0,0.0,-4.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
15,51.519486,5.858142,1.0,1.1,0.4,0.12,1.0,1.0,0.5,0.12,1494,2020-09-29 13:43:50,2020-09-29 15:43:50.019,18,0,0,16.904,51.519486,5.85814,0.0,0.0,-0.4,0.1,0.6,112.7,0,1,0,91,100,-4239,3192,16904,3031.5,11,WP,1,0,0,0,0,0,0,1601387030018,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-1.0,6.0,1127.0,1.0,0.0,1137.0,14,10.0,4.0,1.18,0.0,0.0,-4.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
16,51.519486,5.858142,1.1,1.2,0.4,0.12,1.1,1.1,0.5,0.12,1613,2020-09-29 13:43:50,2020-09-29 15:43:50.138,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-0.4,-0.1,0.5,112.6,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387030137,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,1.0,5.0,1126.0,1.0,0.0,1136.0,14,11.0,4.0,1.23,0.0,0.0,-4.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
17,51.519486,5.858142,1.1,1.2,0.4,0.13,1.1,1.1,0.5,0.13,1698,2020-09-29 13:43:50,2020-09-29 15:43:50.223,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-0.4,-0.3,1.0,112.4,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387030222,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,3.0,10.0,1124.0,1.0,0.0,1136.0,14,11.0,4.0,1.3,0.0,0.0,-4.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
18,51.519486,5.858142,1.2,1.3,0.4,0.14,1.2,1.2,0.5,0.14,1849,2020-09-29 13:43:50,2020-09-29 15:43:50.373,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-0.4,-0.3,1.7,112.4,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387030373,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,3.0,17.0,1124.0,1.0,0.0,1136.0,14,12.0,4.0,1.39,0.0,0.0,-4.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
19,51.519486,5.858142,1.2,1.3,0.4,0.15,1.2,1.2,0.5,0.15,1949,2020-09-29 13:43:50,2020-09-29 15:43:50.473,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-0.4,0.0,1.6,112.3,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387030473,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-0.0,16.0,1123.0,1.0,0.0,1136.0,14,12.0,4.0,1.49,0.0,0.0,-4.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
20,51.519486,5.858142,1.3,1.4,0.4,0.16,1.3,1.3,0.5,0.16,1998,2020-09-29 13:43:50,2020-09-29 15:43:50.523,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-0.4,0.0,2.3,112.2,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387030522,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-0.0,23.0,1122.0,1.0,0.0,1136.0,14,13.0,4.0,1.58,0.0,0.0,-4.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
21,51.519486,5.858142,1.3,1.4,0.5,0.17,1.3,1.3,0.5,0.17,2098,2020-09-29 13:43:50,2020-09-29 15:43:50.622,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-0.5,0.0,1.8,112.2,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387030622,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-0.0,18.0,1122.0,1.0,0.0,1136.0,14,13.0,5.0,1.7,0.0,0.0,-5.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
22,51.519487,5.858143,1.4,1.5,0.7,0.18,1.4,1.4,0.7,0.18,2199,2020-09-29 13:43:50,2020-09-29 15:43:50.723,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-0.7,0.0,1.6,112.3,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387030723,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-0.0,16.0,1123.0,1.0,0.0,1136.0,14,14.0,7.0,1.81,0.0,0.0,-7.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
23,51.519487,5.858143,1.5,1.6,1.0,0.19,1.5,1.5,1.0,0.19,2296,2020-09-29 13:43:50,2020-09-29 15:43:50.820,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-1.0,0.0,1.7,112.5,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387030820,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-0.0,17.0,1125.0,1.0,0.0,1135.0,14,15.0,10.0,1.87,0.0,0.0,-10.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
24,51.519487,5.858143,1.6,1.7,1.4,0.2,1.6,1.6,1.4,0.2,2398,2020-09-29 13:43:50,2020-09-29 15:43:50.923,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-1.4,0.5,1.4,112.5,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387030922,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-5.0,14.0,1125.0,1.0,0.0,1135.0,14,16.0,14.0,1.97,0.0,0.0,-14.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
25,51.519487,5.858143,1.7,1.9,1.7,0.2,1.7,1.7,1.7,0.2,2497,2020-09-29 13:43:51,2020-09-29 15:43:51.022,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-1.7,0.3,1.6,112.6,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387031021,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-3.0,16.0,1126.0,1.0,0.0,1135.0,14,17.0,17.0,1.96,0.0,0.0,-17.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
26,51.519487,5.858143,1.9,2.1,2.1,0.21,1.9,1.9,2.1,0.21,2613,2020-09-29 13:43:51,2020-09-29 15:43:51.138,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-2.1,0.1,2.0,112.7,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387031137,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-1.0,20.0,1127.0,1.0,0.0,1135.0,14,19.0,21.0,2.06,0.0,0.0,-21.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
27,51.519487,5.858143,2.2,2.3,2.4,0.23,2.2,2.2,2.4,0.23,2698,2020-09-29 13:43:51,2020-09-29 15:43:51.223,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-2.4,0.5,2.7,112.6,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387031222,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-5.0,27.0,1126.0,1.0,0.0,1134.0,14,22.0,24.0,2.25,0.0,0.0,-24.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
28,51.519487,5.858143,2.4,2.6,2.7,0.24,2.4,2.4,2.7,0.24,2800,2020-09-29 13:43:51,2020-09-29 15:43:51.324,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-2.7,0.4,2.7,112.5,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387031324,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-4.0,27.0,1125.0,1.0,0.0,1134.0,14,24.0,27.0,2.35,0.0,0.0,-27.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
29,51.519487,5.858143,2.7,2.9,3.0,0.23,2.7,2.7,3.0,0.24,2901,2020-09-29 13:43:51,2020-09-29 15:43:51.426,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-3.0,0.5,2.9,112.6,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387031425,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-5.0,29.0,1126.0,1.0,0.0,1134.0,14,27.0,30.0,2.31,0.0,0.0,-30.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
30,51.519487,5.858143,3.0,3.2,3.1,0.24,3.0,3.0,3.1,0.24,2997,2020-09-29 13:43:51,2020-09-29 15:43:51.522,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-3.1,0.1,3.0,112.4,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387031521,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-1.0,30.0,1124.0,1.0,0.0,1134.0,14,30.0,31.0,2.38,0.0,0.0,-31.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
31,51.519488,5.858143,3.3,3.5,3.2,0.27,3.3,3.3,3.2,0.27,3097,2020-09-29 13:43:51,2020-09-29 15:43:51.621,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-3.2,0.4,3.1,112.6,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387031621,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-4.0,31.0,1126.0,1.0,0.0,1134.0,14,33.0,32.0,2.67,0.0,0.0,-32.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
32,51.519488,5.858143,3.7,3.8,3.2,0.27,3.7,3.7,3.2,0.27,3263,2020-09-29 13:43:51,2020-09-29 15:43:51.788,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-3.2,0.4,3.0,112.5,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387031787,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-4.0,30.0,1125.0,1.0,0.0,1134.0,14,37.0,32.0,2.74,0.0,0.0,-32.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
33,51.519488,5.858143,4.0,4.1,3.2,0.29,4.0,4.0,3.2,0.29,3296,2020-09-29 13:43:51,2020-09-29 15:43:51.821,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-3.2,0.4,2.9,112.6,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387031820,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-4.0,29.0,1126.0,1.0,0.0,1133.0,14,40.0,32.0,2.89,0.0,0.0,-32.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
34,51.519488,5.858143,4.3,4.4,3.2,0.29,4.3,4.3,3.2,0.29,3433,2020-09-29 13:43:51,2020-09-29 15:43:51.958,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-3.2,0.5,2.4,112.6,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387031957,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-5.0,24.0,1126.0,1.0,0.0,1133.0,14,43.0,32.0,2.94,0.0,0.0,-32.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
35,51.519488,5.858142,4.6,4.7,3.1,0.29,4.6,4.6,3.2,0.29,3500,2020-09-29 13:43:52,2020-09-29 15:43:52.025,18,0,0,16.586,51.519486,5.85814,0.0,0.0,-3.1,0.5,2.2,112.5,0,1,0,91,100,-7248,3189,16586,3031.5,11,WP,1,0,0,0,0,0,0,1601387032024,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-5.0,22.0,1125.0,1.0,0.0,1133.0,14,46.0,31.0,2.89,0.0,0.0,-31.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
36,51.519488,5.858142,4.9,5.1,3.1,0.29,4.9,4.9,3.2,0.29,3597,2020-09-29 13:43:52,2020-09-29 15:43:52.121,18,0,0,16.3,51.519486,5.85814,0.0,0.0,-3.1,0.4,2.2,112.5,0,1,0,91,100,-9484,3185,16300,3031.5,11,WP,1,0,0,0,0,0,0,1601387032121,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-4.0,22.0,1125.0,1.0,0.0,1133.0,14,49.0,31.0,2.93,0.0,0.0,-31.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
37,51.519488,5.858143,5.3,5.4,3.1,0.27,5.3,5.3,3.2,0.29,3695,2020-09-29 13:43:52,2020-09-29 15:43:52.219,17,0,0,16.3,51.519486,5.85814,0.0,0.0,-3.1,0.7,2.1,112.5,0,1,0,91,100,-9484,3185,16300,3031.5,11,WP,1,0,0,0,0,0,0,1601387032219,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-7.0,21.0,1125.0,1.0,0.0,1133.0,14,53.0,31.0,2.72,0.0,0.0,-31.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
38,51.519488,5.858143,5.6,5.7,3.1,0.27,5.6,5.6,3.2,0.29,3792,2020-09-29 13:43:52,2020-09-29 15:43:52.317,17,0,0,16.3,51.519486,5.85814,0.0,0.0,-3.1,1.0,2.2,112.4,0,1,0,91,100,-9484,3185,16300,3031.5,11,WP,1,0,0,0,0,0,0,1601387032316,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-10.0,22.0,1124.0,1.0,0.0,1133.0,14,56.0,31.0,2.74,0.0,0.0,-31.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
39,51.519488,5.858143,5.9,6.0,3.1,0.28,5.9,5.9,3.2,0.29,3900,2020-09-29 13:43:52,2020-09-29 15:43:52.425,18,0,0,16.3,51.519486,5.85814,0.0,0.0,-3.1,1.2,2.1,112.5,0,1,0,91,100,-9484,3185,16300,3031.5,11,WP,1,0,0,0,0,0,0,1601387032424,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-12.0,21.0,1125.0,1.0,0.0,1133.0,14,59.0,31.0,2.8,0.0,0.0,-31.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
40,51.519488,5.858143,6.2,6.3,3.1,0.28,6.2,6.2,3.2,0.29,3997,2020-09-29 13:43:52,2020-09-29 15:43:52.522,18,0,0,16.3,51.519486,5.85814,0.0,0.0,-3.1,1.0,2.1,112.5,0,1,0,91,100,-9484,3185,16300,3031.5,11,WP,1,0,0,0,0,0,0,1601387032521,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-10.0,21.0,1125.0,1.0,0.0,1133.0,14,62.0,31.0,2.83,0.0,0.0,-31.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
41,51.519488,5.858142,6.5,6.6,3.0,0.27,6.5,6.5,3.2,0.29,4096,2020-09-29 13:43:52,2020-09-29 15:43:52.621,18,0,0,16.3,51.519486,5.85814,0.0,0.0,-3.0,0.9,2.2,112.5,0,1,0,91,100,-9484,3185,16300,3031.5,11,WP,1,0,0,0,0,0,0,1601387032620,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-9.0,22.0,1125.0,1.0,0.0,1133.0,14,65.0,30.0,2.7,0.0,0.0,-30.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
