,total in seconds,datetime(utc),Diana_time,DianaSensorPosition_latitude_deg,DianaSensorPosition_longitude_deg,DianaSensorPosition_altitude_m,DianaTargets_band,DianaTarget_ID,DianaTargetsTargetSignal_snr_dB,DianaTargetsTargetSignal_bearing_deg,DianaTargetsTargetSignal_range_m,DianaTargetsTargetClassification_score,channels,DianaTarget_Aircraft,DianaTarget_Controller,DianaTarget_None,DianaClasssification_Unknown,DianaClasssification_DJI-MAVIC-PRO-PLATINUM,DianaClasssification_Wifi-Bluetooth,DianaClasssification_DJI-MAVIC-2-PRO,DianaClasssification_DJI-Phantom-4F,DianaClasssification_Parrot-ANAFI,DianaClasssification_DJI-Phantom-4E,DianaClasssification_SPEKTRUM-DX5e,DianaClasssification_SYMA-X8HW,DianaClasssification_DJI-MAVIC-AIR,DianaClasssification_None,DianaClasssification_VISUO-Zen
42,1601380782,2020-09-29 11:59:42,0.0,0.0,0.0,0.0,0.0,0.0,9.354717,26.465478000000004,606.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,1601380785,2020-09-29 11:59:45,0.0,0.0,0.0,0.0,0.0,0.0,7.909539,82.042334,716.0,0.333333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
44,1601380785,2020-09-29 11:59:45,738063.6,51.519137,5.857951,31.0,2.0,1.0,12.946141,82.042334,401.0,0.2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,1601380785,2020-09-29 11:59:45,0.0,0.0,0.0,0.0,0.0,0.0,9.029916,82.042334,629.0,0.2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
46,1601380787,2020-09-29 11:59:47,738063.6,51.519137,5.857951,31.0,3.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1601380791,2020-09-29 11:59:51,738063.6,51.519137,5.857951,31.0,1.0,11001.0,14.873778,-0.4269199999999999,321.0,0.666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,1601380791,2020-09-29 11:59:51,0.0,0.0,0.0,0.0,0.0,0.0,14.010391,-0.4269199999999999,354.0,0.193877,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49,1601380794,2020-09-29 11:59:54,738063.6,51.519137,5.857951,31.0,2.0,1.0,12.866608,82.71804499999998,404.0,0.3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,1601380794,2020-09-29 11:59:54,0.0,0.0,0.0,0.0,0.0,0.0,13.547981,82.71804499999998,374.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51,1601380794,2020-09-29 11:59:54,0.0,0.0,0.0,0.0,0.0,0.0,19.616378,82.71804499999998,186.0,0.4333329999999999,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,1601380797,2020-09-29 11:59:57,738063.6,51.519137,5.857951,31.0,3.0,0.0,14.883507,32.714155,320.0,0.366667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,1601380797,2020-09-29 11:59:57,0.0,0.0,0.0,0.0,0.0,0.0,14.771664,32.714155,325.0,0.199762,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54,1601380797,2020-09-29 11:59:57,0.0,0.0,0.0,0.0,0.0,0.0,14.657343,32.714155,329.0,0.266667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
55,1601380800,2020-09-29 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,15.647198,15.741668,293.0,0.145645,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
56,1601380800,2020-09-29 12:00:00,738063.6,51.519137,5.857951,31.0,1.0,0.0,21.529553,15.741668,149.0,0.466667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
57,1601380803,2020-09-29 12:00:03,738063.6,51.519137,5.857951,31.0,2.0,0.0,14.333144,82.282137,341.0,0.148635,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
58,1601380803,2020-09-29 12:00:03,0.0,0.0,0.0,0.0,0.0,1.0,10.615257,82.282137,524.0,0.266667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59,1601380803,2020-09-29 12:00:03,0.0,0.0,0.0,0.0,0.0,0.0,8.664277,82.282137,656.0,0.126995,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
60,1601380806,2020-09-29 12:00:06,738063.6,51.519137,5.857951,31.0,3.0,1.0,20.517248,103.410717,167.0,0.3200429999999999,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,1601380806,2020-09-29 12:00:06,0.0,0.0,0.0,0.0,0.0,0.0,13.094337,103.410717,394.0,0.191965,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
62,1601380806,2020-09-29 12:00:06,0.0,0.0,0.0,0.0,0.0,0.0,7.451932000000001,103.410717,754.0,0.143741,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
63,1601380863,2020-09-29 12:01:03,0.0,0.0,0.0,0.0,0.0,20000.0,11.01221,17.622173,501.0,0.533333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
64,1601380863,2020-09-29 12:01:03,738063.6,51.519137,5.857951,31.0,1.0,0.0,22.873342,17.622173,127.0,0.208697,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
65,1601380866,2020-09-29 12:01:06,0.0,0.0,0.0,0.0,0.0,0.0,8.47229,81.271816,671.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
66,1601380866,2020-09-29 12:01:06,0.0,0.0,0.0,0.0,0.0,0.0,7.53073,81.271816,748.0,0.266667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
67,1601380866,2020-09-29 12:01:06,738063.6,51.519137,5.857951,31.0,2.0,1.0,13.599784,81.271816,371.0,0.366667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,1601380868,2020-09-29 12:01:08,738063.6,51.519137,5.857951,31.0,3.0,0.0,11.554633,32.838394,470.0,0.15036,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
69,1601380871,2020-09-29 12:01:11,738063.6,51.519137,5.857951,31.0,1.0,0.0,24.136482,17.976156,110.0,0.366667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
70,1601380875,2020-09-29 12:01:15,738063.6,51.519137,5.857951,31.0,2.0,0.0,15.451745,80.95995400000002,300.0,0.333333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
71,1601380875,2020-09-29 12:01:15,0.0,0.0,0.0,0.0,0.0,11001.0,10.636501,80.95995400000002,523.0,0.533333,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72,1601380875,2020-09-29 12:01:15,0.0,0.0,0.0,0.0,0.0,0.0,7.964349,80.95995400000002,711.0,0.2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
73,1601380877,2020-09-29 12:01:17,738063.6,51.519137,5.857951,31.0,3.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1601380880,2020-09-29 12:01:20,738063.6,51.519137,5.857951,31.0,1.0,0.0,16.355585,11.230362,270.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
75,1601380884,2020-09-29 12:01:24,0.0,0.0,0.0,0.0,0.0,11000.0,7.714078,79.558322,732.0,0.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
76,1601380884,2020-09-29 12:01:24,0.0,0.0,0.0,0.0,0.0,0.0,8.684648,79.558322,655.0,0.333333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
77,1601380884,2020-09-29 12:01:24,738063.6,51.519137,5.857951,31.0,2.0,1.0,16.711989000000006,79.558322,259.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78,1601380886,2020-09-29 12:01:26,738063.6,51.519137,5.857951,31.0,3.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1601380890,2020-09-29 12:01:30,738063.6,51.519137,5.857951,31.0,1.0,0.0,24.577778,21.404711,105.0,0.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
80,1601380890,2020-09-29 12:01:30,0.0,0.0,0.0,0.0,0.0,0.0,11.189093,21.404711,490.0,0.1620049999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
81,1601380890,2020-09-29 12:01:30,0.0,0.0,0.0,0.0,0.0,0.0,7.360275,21.404711,762.0,0.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
82,1601380893,2020-09-29 12:01:33,738063.6,51.519137,5.857951,31.0,2.0,0.0,12.918552,79.933548,402.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
83,1601380893,2020-09-29 12:01:33,0.0,0.0,0.0,0.0,0.0,11001.0,8.503692,79.933548,668.0,0.533333,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84,1601380893,2020-09-29 12:01:33,0.0,0.0,0.0,0.0,0.0,0.0,7.062873,79.933548,789.0,0.333333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
85,1601380896,2020-09-29 12:01:36,0.0,0.0,0.0,0.0,0.0,0.0,10.572492,80.436788,527.0,0.1671619999999999,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
86,1601380896,2020-09-29 12:01:36,0.0,0.0,0.0,0.0,0.0,0.0,10.075779,80.436788,558.0,0.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
87,1601380896,2020-09-29 12:01:36,738063.6,51.519137,5.857951,31.0,3.0,1.0,14.503872,80.436788,335.0,0.23625,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88,1601380898,2020-09-29 12:01:38,738063.6,51.519137,5.857951,31.0,1.0,0.0,23.126266,24.920424,124.0,0.333333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
89,1601380902,2020-09-29 12:01:42,738063.6,51.519137,5.857951,31.0,2.0,1.0,10.703452,64.232457,519.0,0.4333329999999999,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90,1601380902,2020-09-29 12:01:42,0.0,0.0,0.0,0.0,0.0,0.0,9.021927,64.232457,630.0,0.4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
91,1601380902,2020-09-29 12:01:42,0.0,0.0,0.0,0.0,0.0,0.0,7.710866,64.232457,732.0,0.266667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
92,1601380904,2020-09-29 12:01:44,738063.6,51.519137,5.857951,31.0,3.0,0.0,15.192085999999998,80.982313,309.0,0.3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
93,1601380907,2020-09-29 12:01:47,738063.6,51.519137,5.857951,31.0,1.0,0.0,9.499646,33.272432,596.0,0.172129,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
94,1601380911,2020-09-29 12:01:51,0.0,0.0,0.0,0.0,0.0,0.0,8.403107,31.606023,676.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
95,1601380911,2020-09-29 12:01:51,0.0,0.0,0.0,0.0,0.0,0.0,7.683225,31.606023,735.0,0.4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
96,1601380911,2020-09-29 12:01:51,738063.6,51.519137,5.857951,31.0,2.0,0.0,8.065414,31.606023,703.0,0.466667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
97,1601380914,2020-09-29 12:01:54,738063.6,51.519137,5.857951,31.0,3.0,1.0,15.803192,136.985281,288.0,0.2846579999999999,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,1601380914,2020-09-29 12:01:54,0.0,0.0,0.0,0.0,0.0,0.0,20.346512,136.985281,171.0,0.159399,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
99,1601380914,2020-09-29 12:01:54,0.0,0.0,0.0,0.0,0.0,0.0,20.123456,136.985281,175.0,0.197817,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100,1601380916,2020-09-29 12:01:56,738063.6,51.519137,5.857951,31.0,1.0,11000.0,7.15007,30.949288,781.0,0.566667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
101,1601380920,2020-09-29 12:02:00,738063.6,51.519137,5.857951,31.0,2.0,0.0,18.05821700000001,18.194629,222.0,0.466667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
102,1601380920,2020-09-29 12:02:00,0.0,0.0,0.0,0.0,0.0,0.0,7.866719,18.194629,719.0,0.3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
103,1601380920,2020-09-29 12:02:00,0.0,0.0,0.0,0.0,0.0,0.0,10.280934,18.194629,545.0,0.150256,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
104,1601380922,2020-09-29 12:02:02,738063.6,51.519137,5.857951,31.0,3.0,0.0,15.078425,35.356547,313.0,0.185799,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
105,1601380926,2020-09-29 12:02:06,0.0,0.0,0.0,0.0,0.0,0.0,10.473517,26.303763,533.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
106,1601380926,2020-09-29 12:02:06,738063.6,51.519137,5.857951,31.0,1.0,20000.0,22.653451,26.303763,131.0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
107,1601380926,2020-09-29 12:02:06,0.0,0.0,0.0,0.0,0.0,0.0,12.930924,26.303763,401.0,0.179828,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
108,1601380929,2020-09-29 12:02:09,738063.6,51.519137,5.857951,31.0,2.0,11001.0,13.283473999999998,34.896429,385.0,0.566667,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109,1601380929,2020-09-29 12:02:09,0.0,0.0,0.0,0.0,0.0,0.0,12.016613,34.896429,446.0,0.163446,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
110,1601380929,2020-09-29 12:02:09,0.0,0.0,0.0,0.0,0.0,0.0,12.914577,34.896429,402.0,0.185835,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
111,1601380931,2020-09-29 12:02:11,738063.6,51.519137,5.857951,31.0,3.0,0.0,11.700159,33.343077,462.0,0.191965,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
112,1601380935,2020-09-29 12:02:15,738063.6,51.519137,5.857951,31.0,1.0,0.0,16.877710999999998,26.78658900000001,255.0,0.366667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
113,1601380935,2020-09-29 12:02:15,0.0,0.0,0.0,0.0,0.0,0.0,13.31986,26.78658900000001,384.0,0.204567,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
114,1601380938,2020-09-29 12:02:18,0.0,0.0,0.0,0.0,0.0,0.0,8.81241,27.199119,645.0,0.3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
115,1601380938,2020-09-29 12:02:18,738063.6,51.519137,5.857951,31.0,2.0,0.0,16.791905,27.199119,257.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
116,1601380938,2020-09-29 12:02:18,0.0,0.0,0.0,0.0,0.0,0.0,7.380487,27.199119,761.0,0.333333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
117,1601380941,2020-09-29 12:02:21,738063.6,51.519137,5.857951,31.0,3.0,0.0,19.830825,32.481614,181.0,0.366667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
118,1601380941,2020-09-29 12:02:21,0.0,0.0,0.0,0.0,0.0,0.0,15.307851,32.481614,305.0,0.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
119,1601380941,2020-09-29 12:02:21,0.0,0.0,0.0,0.0,0.0,0.0,16.877254999999998,32.481614,255.0,0.466667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
120,1601380944,2020-09-29 12:02:24,738063.6,51.519137,5.857951,31.0,1.0,0.0,24.489739,23.15123,106.0,0.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
121,1601380944,2020-09-29 12:02:24,0.0,0.0,0.0,0.0,0.0,1.0,14.650562,23.15123,329.0,0.204029,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,1601380944,2020-09-29 12:02:24,0.0,0.0,0.0,0.0,0.0,0.0,18.245569,23.15123,217.0,0.4333329999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123,1601380949,2020-09-29 12:02:29,738063.6,51.519137,5.857951,31.0,3.0,0.0,9.38255,24.637616,604.0,0.1847329999999999,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
124,1601380953,2020-09-29 12:02:33,0.0,0.0,0.0,0.0,0.0,0.0,18.993895,40.79667,199.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
125,1601380953,2020-09-29 12:02:33,0.0,0.0,0.0,0.0,0.0,0.0,15.852035999999998,40.79667,287.0,0.179924,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
126,1601380953,2020-09-29 12:02:33,738063.6,51.519137,5.857951,31.0,1.0,0.0,30.653327,40.79667,52.0,0.266667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
127,1601380959,2020-09-29 12:02:39,738063.6,51.519137,5.857951,31.0,3.0,0.0,13.552353,35.020637,374.0,0.150231,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
128,1601380959,2020-09-29 12:02:39,0.0,0.0,0.0,0.0,0.0,0.0,11.31051,35.020637,484.0,0.266667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
129,1601380962,2020-09-29 12:02:42,738063.6,51.519137,5.857951,31.0,1.0,0.0,14.781325,26.792555,324.0,0.208805,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
130,1601380962,2020-09-29 12:02:42,0.0,0.0,0.0,0.0,0.0,0.0,11.174322,26.792555,491.0,0.193715,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
131,1601380962,2020-09-29 12:02:42,0.0,0.0,0.0,0.0,0.0,0.0,9.549518,26.792555,592.0,0.163249,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
132,1601380968,2020-09-29 12:02:48,738063.6,51.519137,5.857951,31.0,3.0,0.0,10.330671,23.524423,541.0,0.181977,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
133,1601380968,2020-09-29 12:02:48,0.0,0.0,0.0,0.0,0.0,0.0,11.725478,23.524423,461.0,0.167257,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
134,1601380968,2020-09-29 12:02:48,0.0,0.0,0.0,0.0,0.0,0.0,9.355824,23.524423,606.0,0.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
