,datetime(utc),total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity
40,2020-09-29 13:56:14,1601387774.0,,2234.0,12.80540466,141.89245605,0.03269712,67.6961823,,51.52173850839286,5.869181110357142,86.86765256875,138.3778864519643,-1.2832131737499997,10.395897281785713,-29.263755593928572,0.38988014499999996,,,,,,,,
41,2020-09-29 13:56:15,1601387775.0,,,,,,,,51.52173499714286,5.869243645535714,85.61850659464287,143.51358060321428,0.84608068625,10.253363566428572,-29.222049985714285,0.41343550482142855,,,,,,,,
42,2020-09-29 13:56:16,1601387776.0,,2542.0,15.137146,112.71456146,-0.01971032,58.00345856,,51.52174455403509,5.869325727368421,85.65370359192981,129.7780553668421,1.3395937798245616,10.700533431578947,-29.302971354561404,0.4433569584210526,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,32.0
43,2020-09-29 13:56:17,1601387777.0,,2382.0,7.42634583,102.82063293,-1.19279137,51.09679145,,51.52175705616666,5.8692508813333335,86.05611129016667,135.70511142833334,-1.600938943333333,11.146060549833333,-29.228552500833334,0.4503902281666667,,,,,,,,
44,2020-09-29 13:56:18,1601387778.0,,,,,,,,51.521782384153845,5.869257023692308,84.11423354707692,127.51576932615384,-0.8189254993846155,10.877639543230769,-29.64081274153846,0.44584574584615383,,,,,,,,
45,2020-09-29 13:56:19,1601387779.0,,,,,,,,51.521831598714286,5.869380772714286,87.38142463914285,120.01323817442858,-0.9734505872857142,10.694180529714286,-29.31048638528571,0.4397740804285714,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,35.0
46,2020-09-29 13:56:20,1601387780.0,,3329.6363636363635,-6.657104491818182,3066.9977805400003,-5.238451344545455,143.47330518,,51.52176788320988,5.869418909382716,85.96509361271605,126.8224234082716,1.5485625483950618,10.578565841851852,-29.705656028395065,0.4094373211111111,,,,,,,,
47,2020-09-29 13:56:21,1601387781.0,,3155.0,-9.4345798475,1764.21284485,-3.1618003575,33.2776751825,,51.52177328249999,5.869491332619047,81.96258397190476,127.6944140904762,0.36725818476190486,10.38788553357143,-29.932713735714287,0.4190470485714286,,,,,,,,
48,2020-09-29 13:56:22,1601387782.0,,3829.0,-37.25988007,57.0170784,-5.14773215,116.47330443,,51.52172810785714,5.869579614761905,81.91595987,114.47257664333334,-1.2051072380952381,10.623740735,-29.648465338690478,0.4210521513095238,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,37.0
49,2020-09-29 13:56:23,1601387783.0,,4087.5,-31.095287325,82.863358615,4.561885215,0.9155828699999999,,51.52170534243902,5.869640943536585,82.22241095963415,134.76972555268293,-1.1970718326829268,10.910828575487804,-29.17221255463415,0.44971760073170736,,,,,,,,
50,2020-09-29 13:56:24,1601387784.0,,4047.5,-3.622383115,1814.346343995,-1.74532679,70.513334165,,51.52173213411765,5.869828006823529,84.0165195842353,139.84335617964706,0.5086329832941178,11.085098187647057,-29.169762555647058,0.44496892400000004,,,,,,,,
51,2020-09-29 13:56:25,1601387785.0,,,,,,,,51.521753321149426,5.869900258390805,86.62011654448276,136.57224519850573,2.9880545777011496,11.18830971275862,-29.137853994942528,0.4597297943678161,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,39.0
52,2020-09-29 13:56:26,1601387786.0,,4153.5,-12.04198456,234.194602965,3.456887665,-30.063185615000002,,51.5217500011236,5.869896870000001,85.80358496853933,138.2554373019101,1.8254373053932589,11.80937197494382,-29.306080079101122,0.4799488461797753,,,,,,,,
53,2020-09-29 13:56:27,1601387787.0,,,,,,,,51.521826869896906,5.869813044845361,87.54210540226804,140.07377373865978,1.4873361689690723,11.640828295051545,-29.85658087185567,0.4510914122680412,,,,,,,,
54,2020-09-29 13:56:28,1601387788.0,,4583.0,15.0386734,256.12420654,-0.18000467,-11.04883943,,51.521929394807685,5.869747994230769,89.75052680798078,148.56422313903846,0.768506182403846,11.81269477653846,-29.813123849807692,0.4447030930769231,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,42.0
55,2020-09-29 13:56:29,1601387789.0,,5330.0,4.87501526,274.84259033,0.5110140999999999,-12.51576792,,51.521921523913036,5.869602993391305,89.52890843843478,148.3433942177391,0.31162088469565236,11.429399637217392,-30.020397716869564,0.4213675479130435,,,,,,,,
56,2020-09-29 13:56:30,1601387790.0,,,,,,,,51.52191935470588,5.869582270168067,90.47491818546219,142.98333522495798,0.2329809410924371,11.277922355714285,-30.099442970336135,0.4200525075630252,,,,,,,,
57,2020-09-29 13:56:31,1601387791.0,,5827.0,5.7438736,310.59555054,0.40647534,-13.47984529,,51.52189317740157,5.869591554566929,92.08579994055118,151.2242258031496,0.36100588141732265,11.495387944724408,-29.92414162102362,0.4162334654330709,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,45.0
58,2020-09-29 13:56:32,1601387792.0,,5292.0,19.08161926,326.27981567,0.42786669,-17.54419549,,51.521893203153844,5.869539401230769,93.08235403692308,151.78189915207693,-0.04426441415384619,11.926968170615384,-29.386278299,0.4259251494615385,,,,,,,,
59,2020-09-29 13:56:33,1601387793.0,,,,,,,,51.521937188345326,5.869498431151079,94.63745748330935,149.89412603546762,0.9187795494964028,12.282559288561151,-29.64089427913669,0.4292433809352518,,,,,,,,
60,2020-09-29 13:56:34,1601387794.0,,,,,,,,51.52196770661972,5.869467436408451,94.4644009078169,149.50712054725352,-0.23705269802816917,12.126778288521127,-29.696004437676056,0.44296004,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,47.0
61,2020-09-29 13:56:35,1601387795.0,,,,,,,,51.5219596471223,5.869452728057555,93.99953382820144,149.57455828402877,-1.3442226817985614,12.27749911352518,-29.668060659496405,0.4678057715827338,,,,,,,,
62,2020-09-29 13:56:36,1601387796.0,,6026.0,17.80763245,392.57336426,-0.03983011,-15.64314257,,51.52196006606897,5.869381000965517,96.03029490751723,155.46912841675862,-1.6950964125517243,11.67414192662069,-29.818138990413793,0.4670355695862069,,,,,,,,
63,2020-09-29 13:56:37,1601387797.0,,6320.3125,-3.31615257125,3584.68077850375,-4.966909830625,97.937475356875,,51.521944354829934,5.869352979795918,94.6283858162585,148.25137553000002,-1.9218319648299322,11.48005825340136,-29.8326013785034,0.4596108200680272,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,50.0
64,2020-09-29 13:56:38,1601387798.0,,7032.0,-9.5422325125,2431.9453125,-2.3393681525,134.47330493,,51.521919395616436,5.8693194452054795,96.28193044780822,149.3717608291781,-1.4339390552739728,11.31354442369863,-29.958127191575343,0.4724593460958904,,,,,,,,
65,2020-09-29 13:56:39,1601387799.0,,,,,,,,51.52193374591836,5.8692813210204084,98.01112091387755,150.66497205714285,-0.629843996054422,11.346342648095238,-29.90326236578231,0.4862199751020408,,,,,,,,
66,2020-09-29 13:56:40,1601387800.0,,,,,,,,51.5219509986014,5.869362455174826,99.29737680706293,151.23324337377622,0.6178066386713287,11.381603516153845,-29.580862592447552,0.5074295537062937,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,52.0
67,2020-09-29 13:56:41,1601387801.0,,,,,,,,51.52193607702703,5.869300242297297,100.4265513597973,148.77834180263514,-0.2641089983108108,10.934333709391893,-29.698581850405407,0.5005543612837837,,,,,,,,
68,2020-09-29 13:56:42,1601387802.0,,,,,,,,51.52195363232877,5.869302809931507,98.20207077342465,146.92508515917808,0.14806048554794507,10.806587701232877,-29.961787158698634,0.5133169141780821,,,,,,,,
69,2020-09-29 13:56:43,1601387803.0,,,,,,,,51.52193417682119,5.86921434384106,97.76175851516557,150.8739640523841,-1.0015403985430464,10.192693429668873,-30.293439498807945,0.5040238979470198,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,55.0
70,2020-09-29 13:56:44,1601387804.0,,,,,,,,51.5219669847619,5.8692192221088435,96.62750960482992,150.83590071068028,-0.9312992691836732,10.053019376530612,-30.57419007503401,0.5165816008843538,,,,,,,,
71,2020-09-29 13:56:45,1601387805.0,,,,,,,,51.52198180095238,5.8692922901360545,96.5026780232653,151.29972946571428,-0.16507332210884385,9.693745845782313,-30.508568432925166,0.5248120244217688,,,,,,,,
72,2020-09-29 13:56:46,1601387806.0,,,,,,,,51.52199752362416,5.869322528657718,96.5911517132886,151.90674100046982,0.1099115402684563,9.435969052348993,-30.725596511342278,0.5177044100671141,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,57.0
73,2020-09-29 13:56:47,1601387807.0,,,,,,,,51.52199443233334,5.8692966736,96.13520695060001,151.14982905620002,-1.2613184258,9.324560188066666,-30.976142782,0.5081102118,,,,,,,,
74,2020-09-29 13:56:48,1601387808.0,,,,,,,,51.52200768572414,5.869343382,93.9175809422069,151.01289059668966,-1.0572499619310345,9.25967137613793,-30.902919796,0.517435818551724,,,,,,,,
75,2020-09-29 13:56:49,1601387809.0,,,,,,,,51.522009175102035,5.869283628639456,97.72850069081633,139.20213779387757,0.3809900221088435,9.099077246258503,-31.26530391653061,0.5008570830612245,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,60.0
76,2020-09-29 13:56:50,1601387810.0,,,,,,,,51.522018450281685,5.869439016690142,96.16302958267605,132.4258483883803,-0.04950129943661999,9.175878121126761,-31.080542766408453,0.5178109454929577,,,,,,,,
77,2020-09-29 13:56:51,1601387811.0,,8603.0,-3.2859242766666665,3544.82861328,-5.39168772,111.97330931,,51.52201542659574,5.86935352858156,96.78594906971632,135.54964512070922,0.07124659737588654,9.014179707304965,-31.213310593758862,0.5070410814184397,,,,,,,,
78,2020-09-29 13:56:52,1601387812.0,,,,,,,,51.52203264859259,5.869370542074074,98.76211801955556,135.62100118237038,-0.1655253971851852,9.156149463851852,-31.125778961481483,0.500281851037037,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,62.0
79,2020-09-29 13:56:53,1601387813.0,,,,,,,,51.522055110888886,5.8693524338518515,96.65382682140742,141.2898193159259,0.4198938134074071,9.233808134592593,-30.825411902814814,0.49848185629629627,,,,,,,,
80,2020-09-29 13:56:54,1601387814.0,,10165.0,-18.00417328,2920.01080962,0.6266414500000002,122.473305435,,51.52210167511111,5.869426564814815,101.2819942,137.8198441011111,1.6120871147407405,9.102316311037038,-30.611044876814816,0.49648307518518514,,,,,,,,
81,2020-09-29 13:56:55,1601387815.0,,9905.533333333333,-6.618164063333333,2774.114320882667,-3.4157664893333335,84.34434493733333,,51.522066252198584,5.86937536787234,100.22592810255318,139.80511611595745,0.5541342365957447,9.05076399432624,-30.50376353716312,0.4748184364539007,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,65.0
82,2020-09-29 13:56:56,1601387816.0,,,,,,,,51.52200588322981,5.869505677453416,96.18055915490683,151.2775177968323,-1.6158020765217393,9.254829431552794,-29.00509797590062,0.43121906695652173,,,,,,,,
83,2020-09-29 13:56:57,1601387817.0,,10494.25,-6.1191444399999995,3932.7096557625,-0.16686979000000002,147.97331032,,51.52195282305882,5.869493082117647,92.849640722,147.4752304315294,-3.330063536588235,9.30279574317647,-28.78053041364706,0.43494207941176466,,,,,,,,
84,2020-09-29 13:56:58,1601387818.0,,,,,,,,51.521947461827956,5.869537619623657,94.58190925177419,138.7761227544086,-3.7207911526344084,9.399179261774194,-28.597142537580645,0.4361167812365591,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,66.0
85,2020-09-29 13:56:59,1601387819.0,,,,,,,,51.52196265447916,5.8695219553125,93.50573146921874,142.70635383416666,-5.397239720520833,8.9688814603125,-28.698204259322917,0.44958223994791663,,,,,,,,
86,2020-09-29 13:57:00,1601387820.0,,,,,,,,51.52191341980769,5.8694635462499996,95.46808790605769,145.3191161073077,-5.192633632307693,9.044759887596154,-28.426741838557692,0.448866400625,,,,,,,,
87,2020-09-29 13:57:01,1601387821.0,,11916.0,-20.815114022499998,1784.82796669,2.22645182625,125.47330968874999,,51.521926308590906,5.869468661363636,95.5491928645909,153.81698349495454,-6.343391020136363,9.120558900818182,-28.50601822259091,0.4607919147272727,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,69.0
88,2020-09-29 13:57:02,1601387822.0,,12807.57142857143,-36.327950612857144,128.25553131142857,0.7691984242857143,75.9733033,,51.52185890977064,5.869487998027522,93.93861413256882,154.75295198908256,-4.765312992844036,9.522200614036697,-28.109670761376147,0.48540142678899084,,,,,,,,
89,2020-09-29 13:57:03,1601387823.0,,12630.5,-40.695585252499995,97.8950767525,1.0892165374999998,88.348308655,,51.521840537723214,5.869464144598214,90.89055888857142,149.95817667776785,-5.373500358035714,10.049772662857142,-28.154467207857145,0.5003292155357143,,,,,,,,
90,2020-09-29 13:57:04,1601387824.0,,13511.0,-35.914394375,126.35487746999999,1.09148717,75.9733033,,51.52182312603375,5.869497543248945,90.7615383092827,151.94645325265824,-4.974283457257384,11.035378749029535,-28.084123024008438,0.4955948412236287,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,72.0
91,2020-09-29 13:57:05,1601387825.0,,13317.0,-14.30480957,343.22851563,-0.8268,73.89310152,,51.5217768263713,5.869501771223629,87.01267295,153.4082115423207,-5.710001360843882,11.062962760084389,-27.98556215949367,0.5094767540506329,,,,,,,,
92,2020-09-29 13:57:06,1601387826.0,,14333.5,-40.6604499825,96.646879195,3.031452625,72.42419504,,51.521751171572575,5.869512070564516,86.65192703350806,155.6345891489113,-4.548981181975806,11.408533122741934,-27.873585208991933,0.5047730989919355,,,,,,,,
93,2020-09-29 13:57:07,1601387827.0,,13974.0,-42.833229065,101.9511528,3.1731132549999996,73.05032206499999,,51.521795600984845,5.869534231098484,89.55028168708333,158.91195591833332,-4.120403941325757,11.512215222348486,-27.84447392560606,0.5015468545075757,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,75.0
94,2020-09-29 13:57:08,1601387828.0,,14949.5,-35.83487129,159.5047683725,3.8931951275000003,71.4821124475,,51.521780768387096,5.869610127060932,87.58178757788531,158.6849405514337,-3.3016533601792117,11.788908724121864,-27.288060068817202,0.4960747868100358,,,,,,,,
95,2020-09-29 13:57:09,1601387829.0,,,,,,,,51.521792631789474,5.869676813754386,85.22088086133333,160.4384689535088,-3.631541457964912,11.9695743797193,-27.365361464526316,0.5111993012982456,,,,,,,,
96,2020-09-29 13:57:10,1601387830.0,,15695.0,-15.55751038,2272.7512207,4.9009540000000005,125.47330468,,51.521794331188815,5.869624388531469,83.82503615839161,158.81698203793707,-3.995329033321678,12.51805937874126,-27.271062531013985,0.5324391252797204,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,76.0
97,2020-09-29 13:57:11,1601387831.0,,,,,,,,51.52179166453608,5.8696331823024055,82.46155146591065,156.5102300809622,-4.523737086391752,12.842792853642612,-27.368035595017183,0.5444414509621993,,,,,,,,
98,2020-09-29 13:57:12,1601387832.0,,16510.464285714286,-6.450859069285714,2576.0301513675,2.7744684460714284,125.47330468,,51.5217889810101,5.869649312592593,82.65370425602693,160.24184859444443,-3.7907141874074073,13.112621714814814,-27.50657242794613,0.5561980874747475,,,,,,,,
99,2020-09-29 13:57:13,1601387833.0,,16020.0,-12.132881163333336,230.35907999666665,-0.8084166899999999,67.05841925333333,,51.52179667534884,5.869589608504983,82.66213630046512,159.65026726481727,-2.971723749601329,13.27509723641196,-27.454190060963455,0.5623622905980067,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,79.0
100,2020-09-29 13:57:14,1601387834.0,,,,,,,,51.52178948063333,5.8696256635,82.14743173193334,156.2248549241,-2.2968061338333334,12.988057937766666,-27.298346837266667,0.5735238086,,,,,,,,
101,2020-09-29 13:57:15,1601387835.0,,,,,,,,51.521793047322035,5.869679182610169,81.71257408440677,160.12514318247457,-3.7929966944745765,13.440613336237288,-27.12065405098305,0.5826817878983052,,,,,,,,
102,2020-09-29 13:57:16,1601387836.0,,17946.333333333332,-22.562179566666668,197.27613830666667,1.7331556666666668,53.473302679999996,,51.52177410393333,5.869678645433333,81.35173804873334,161.8218188604,-3.7110967470999996,13.635199212366667,-27.059760398933335,0.5898866634666666,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,81.0
103,2020-09-29 13:57:17,1601387837.0,,17409.666666666668,-11.279012043333333,200.62103271333334,-0.4282540166666666,48.97330756,,51.52175741086093,5.86966787115894,80.08250246195364,164.1938862368543,-4.837564189569536,13.931829443509935,-27.0185012439404,0.5992507082450331,,,,,,,,
104,2020-09-29 13:57:18,1601387838.0,,18781.5,-20.493914285,206.08933766666667,9.171703796666668,51.16441652666666,,51.5217362007317,5.869592087874564,77.64698460236933,163.04688123407666,-4.815483075714285,14.179992730731708,-26.9072259512892,0.60531301,,,,,,,,
105,2020-09-29 13:57:19,1601387839.0,,18201.166666666668,-18.71097183166667,179.52723463333334,2.2856534483333335,44.473307440000006,,51.52177441397959,5.86958415404762,80.93201156078231,161.32177681132654,-5.4941001509863945,13.591668582210884,-27.14348132612245,0.590813015952381,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,84.0
106,2020-09-29 13:57:20,1601387840.0,,19329.0,-24.027959186666664,235.68202209666666,5.981432166666668,42.97330238666666,,51.52178197423077,5.869597668671329,81.18269320867132,159.310061680979,-6.166274170734266,13.848567034265734,-27.158662689265732,0.5856972679370629,,,,,,,,
107,2020-09-29 13:57:21,1601387841.0,,18704.0,-7.04811859,307.09466553,-0.88218526,35.07824736,,51.521796233321425,5.869632542785714,81.87849625503571,152.93320937471427,-5.752400343071429,13.806498529107143,-27.281277289035714,0.5883185089285714,,,,,,,,
108,2020-09-29 13:57:22,1601387842.0,,19856.7,-24.915106964,235.307052612,1.397034564,30.377124929,,51.52181326970909,5.869771647745455,81.1624563692,152.49682126545457,-4.625008742690909,13.913184540581817,-27.25132811149091,0.579155336690909,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,86.0
109,2020-09-29 13:57:23,1601387843.0,,,,,,,,51.5217923155303,5.86976927064394,77.22252968359848,155.83235262193182,-3.9218925785606062,13.452193340113636,-27.443923170037877,0.5829308739015152,,,,,,,,
110,2020-09-29 13:57:24,1601387844.0,,,,,,,,51.52178124197674,5.869697509341085,76.89620324930233,151.31275813127905,-3.9800802049999997,13.086979405891473,-27.661585830271317,0.5835306501162791,,,,,,,,
