,total in seconds,datetime(utc),Diana_time,DianaSensorPosition_latitude_deg,DianaSensorPosition_longitude_deg,DianaSensorPosition_altitude_m,DianaTargets_band,DianaTarget_ID,DianaTargetsTargetSignal_snr_dB,DianaTargetsTargetSignal_bearing_deg,DianaTargetsTargetSignal_range_m,DianaTargetsTargetClassification_score,channels,DianaTarget_Aircraft,DianaTarget_Controller,DianaTarget_None,DianaClasssification_Unknown,DianaClasssification_DJI-MAVIC-PRO-PLATINUM,DianaClasssification_Wifi-Bluetooth,DianaClasssification_DJI-MAVIC-2-PRO,DianaClasssification_DJI-Phantom-4F,DianaClasssification_Parrot-ANAFI,DianaClasssification_DJI-Phantom-4E,DianaClasssification_SPEKTRUM-DX5e,DianaClasssification_SYMA-X8HW,DianaClasssification_DJI-MAVIC-AIR,DianaClasssification_None,DianaClasssification_VISUO-Zen
11,1601387735,2020-09-29 13:55:35,738063.7,51.519137,5.857951,31.0,3.0,0.0,32.853159999999995,8.180860000000001,40.0,0.333333,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12,1601387735,2020-09-29 13:55:35,0.0,0.0,0.0,0.0,0.0,0.0,22.8622,8.180860000000001,128.0,0.333333,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13,1601387738,2020-09-29 13:55:38,0.0,0.0,0.0,0.0,0.0,1000.0,8.981042,14.377962,633.0,0.533333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14,1601387738,2020-09-29 13:55:38,738063.7,51.519137,5.857951,31.0,1.0,0.0,13.351817,14.377962,382.0,0.3613429999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15,1601387742,2020-09-29 13:55:42,0.0,0.0,0.0,0.0,0.0,0.0,23.203513,7.70972,123.0,0.266667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16,1601387742,2020-09-29 13:55:42,738063.7,51.519137,5.857951,31.0,2.0,1001.0,33.714363,7.70972,36.0,0.733333,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,1601387744,2020-09-29 13:55:44,738063.7,51.519137,5.857951,31.0,3.0,1001.0,27.563598,91.016983,74.0,0.5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,1601387744,2020-09-29 13:55:44,0.0,0.0,0.0,0.0,0.0,0.0,20.427747,91.016983,169.0,0.4333329999999999,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19,1601387747,2020-09-29 13:55:47,738063.7,51.519137,5.857951,31.0,1.0,0.0,24.688758,141.893867,103.0,0.353799,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20,1601387747,2020-09-29 13:55:47,0.0,0.0,0.0,0.0,0.0,0.0,23.537664000000003,141.893867,118.0,0.2907659999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
21,1601387747,2020-09-29 13:55:47,0.0,0.0,0.0,0.0,0.0,0.0,21.529327,141.893867,149.0,0.185089,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22,1601387750,2020-09-29 13:55:50,738063.7,51.519137,5.857951,31.0,2.0,1001.0,30.391027,39.700146,53.0,0.4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,1601387750,2020-09-29 13:55:50,0.0,0.0,0.0,0.0,0.0,0.0,28.191867,39.700146,69.0,0.246415,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24,1601387750,2020-09-29 13:55:50,0.0,0.0,0.0,0.0,0.0,0.0,29.533146,39.700146,59.0,0.357432,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25,1601387753,2020-09-29 13:55:53,0.0,0.0,0.0,0.0,0.0,0.0,12.596581,31.080369,417.0,0.3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26,1601387753,2020-09-29 13:55:53,738063.7,51.519137,5.857951,31.0,3.0,0.0,23.603207,31.080369,117.0,0.366667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
27,1601387753,2020-09-29 13:55:53,0.0,0.0,0.0,0.0,0.0,0.0,24.178151,31.080369,110.0,0.334372,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
28,1601387756,2020-09-29 13:55:56,738063.7,51.519137,5.857951,31.0,1.0,0.0,18.703098,115.44372,206.0,0.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
29,1601387756,2020-09-29 13:55:56,0.0,0.0,0.0,0.0,0.0,0.0,7.731147,115.44372,731.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
30,1601387759,2020-09-29 13:55:59,738063.7,51.519137,5.857951,31.0,2.0,16001.0,28.680185,45.944181,65.0,0.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,1601387759,2020-09-29 13:55:59,0.0,0.0,0.0,0.0,0.0,1000.0,20.926785,45.944181,160.0,0.4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
32,1601387762,2020-09-29 13:56:02,0.0,0.0,0.0,0.0,0.0,0.0,22.379924,55.52244,135.0,0.4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
33,1601387762,2020-09-29 13:56:02,738063.7,51.519137,5.857951,31.0,3.0,1001.0,27.217472,55.52244,77.0,0.466667,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,1601387762,2020-09-29 13:56:02,0.0,0.0,0.0,0.0,0.0,0.0,17.864154,55.52244,227.0,0.4333329999999999,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35,1601387764,2020-09-29 13:56:04,738063.7,51.519137,5.857951,31.0,1.0,0.0,11.220507,13.074002,489.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
36,1601387768,2020-09-29 13:56:08,0.0,0.0,0.0,0.0,0.0,0.0,19.790188,60.218175,182.0,0.308496,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
37,1601387768,2020-09-29 13:56:08,738063.7,51.519137,5.857951,31.0,2.0,1001.0,20.735606,60.218175,163.0,0.566667,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,1601387768,2020-09-29 13:56:08,0.0,0.0,0.0,0.0,0.0,1000.0,22.426065,60.218175,134.0,0.457236,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
39,1601387771,2020-09-29 13:56:11,738063.7,51.519137,5.857951,31.0,3.0,0.0,21.185729,28.745324,155.0,0.466667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
40,1601387771,2020-09-29 13:56:11,0.0,0.0,0.0,0.0,0.0,0.0,12.793594,28.745324,408.0,0.420676,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
41,1601387774,2020-09-29 13:56:14,738063.7,51.519137,5.857951,31.0,1.0,20000.0,17.622697,30.346502,234.0,0.566667,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
42,1601387774,2020-09-29 13:56:14,0.0,0.0,0.0,0.0,0.0,0.0,10.685417,30.346502,520.0,0.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,1601387778,2020-09-29 13:56:18,738063.7,51.519137,5.857951,31.0,2.0,1001.0,17.399033,67.399524,240.0,0.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,1601387778,2020-09-29 13:56:18,0.0,0.0,0.0,0.0,0.0,0.0,15.135996,67.399524,311.0,0.4333329999999999,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
45,1601387778,2020-09-29 13:56:18,0.0,0.0,0.0,0.0,0.0,0.0,11.706212,67.399524,462.0,0.345856,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
46,1601387779,2020-09-29 13:56:19,738063.7,51.519137,5.857951,31.0,3.0,20000.0,16.94888,79.191517,252.0,0.5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
47,1601387783,2020-09-29 13:56:23,0.0,0.0,0.0,0.0,0.0,0.0,13.124923999999998,22.285059,392.0,0.216286,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
48,1601387783,2020-09-29 13:56:23,738063.7,51.519137,5.857951,31.0,1.0,0.0,16.52766,22.285059,265.0,0.4333329999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49,1601387783,2020-09-29 13:56:23,0.0,0.0,0.0,0.0,0.0,0.0,11.947121,22.285059,449.0,0.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50,1601387786,2020-09-29 13:56:26,738063.7,51.519137,5.857951,31.0,2.0,1.0,12.403902,66.207498,426.0,0.243025,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,1601387786,2020-09-29 13:56:26,0.0,0.0,0.0,0.0,0.0,0.0,9.123115,66.207498,622.0,0.244909,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,1601387786,2020-09-29 13:56:26,0.0,0.0,0.0,0.0,0.0,0.0,8.872281,66.207498,641.0,0.279381,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,1601387788,2020-09-29 13:56:28,738063.7,51.519137,5.857951,31.0,3.0,0.0,14.551576,67.43837099999999,333.0,0.366667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54,1601387792,2020-09-29 13:56:32,0.0,0.0,0.0,0.0,0.0,0.0,14.286786,140.001246,343.0,0.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
55,1601387792,2020-09-29 13:56:32,738063.7,51.519137,5.857951,31.0,1.0,0.0,16.512968,140.001246,265.0,0.366667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
56,1601387792,2020-09-29 13:56:32,0.0,0.0,0.0,0.0,0.0,16000.0,14.80539,140.001246,323.0,0.666667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
57,1601387795,2020-09-29 13:56:35,0.0,0.0,0.0,0.0,0.0,0.0,7.4119350000000015,69.199251,758.0,0.230061,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
58,1601387795,2020-09-29 13:56:35,738063.7,51.519137,5.857951,31.0,2.0,1001.0,14.174437,69.199251,348.0,0.7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59,1601387795,2020-09-29 13:56:35,0.0,0.0,0.0,0.0,0.0,0.0,10.785581,69.199251,514.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
60,1601387798,2020-09-29 13:56:38,738063.7,51.519137,5.857951,31.0,3.0,0.0,17.589678,67.573515,234.0,0.3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
61,1601387798,2020-09-29 13:56:38,0.0,0.0,0.0,0.0,0.0,0.0,8.951503,67.573515,635.0,0.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
62,1601387801,2020-09-29 13:56:41,738063.7,51.519137,5.857951,31.0,1.0,0.0,13.971426,129.54775700000002,356.0,0.266667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
63,1601387801,2020-09-29 13:56:41,0.0,0.0,0.0,0.0,0.0,0.0,6.2065480000000015,129.54775700000002,871.0,0.166667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
64,1601387804,2020-09-29 13:56:44,738063.7,51.519137,5.857951,31.0,2.0,1001.0,16.740933,68.791426,259.0,0.833333,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,1601387804,2020-09-29 13:56:44,0.0,0.0,0.0,0.0,0.0,0.0,10.475381,68.791426,533.0,0.257936,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
66,1601387804,2020-09-29 13:56:44,0.0,0.0,0.0,0.0,0.0,0.0,8.535453,68.791426,666.0,0.4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
67,1601387806,2020-09-29 13:56:46,738063.7,51.519137,5.857951,31.0,3.0,0.0,7.765331,74.18959,728.0,0.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
68,1601387810,2020-09-29 13:56:50,738063.7,51.519137,5.857951,31.0,1.0,20000.0,14.629867,-23.541402,330.0,0.633333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
69,1601387810,2020-09-29 13:56:50,0.0,0.0,0.0,0.0,0.0,16000.0,13.912647,-23.541402,358.0,0.666667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
70,1601387810,2020-09-29 13:56:50,0.0,0.0,0.0,0.0,0.0,16000.0,12.64937,-23.541402,415.0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
71,1601387813,2020-09-29 13:56:53,738063.7,51.519137,5.857951,31.0,2.0,1.0,17.409817,75.282392,239.0,0.266667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72,1601387813,2020-09-29 13:56:53,0.0,0.0,0.0,0.0,0.0,0.0,11.644996,75.282392,465.0,0.2333329999999999,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
73,1601387815,2020-09-29 13:56:55,738063.7,51.519137,5.857951,31.0,3.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1601387819,2020-09-29 13:56:59,0.0,0.0,0.0,0.0,0.0,0.0,11.013615,-25.674724,501.0,0.339681,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
75,1601387819,2020-09-29 13:56:59,0.0,0.0,0.0,0.0,0.0,0.0,10.873884,-25.674724,509.0,0.366667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
76,1601387819,2020-09-29 13:56:59,738063.7,51.519137,5.857951,31.0,1.0,0.0,11.164223,-25.674724,492.0,0.305504,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
77,1601387822,2020-09-29 13:57:02,0.0,0.0,0.0,0.0,0.0,0.0,11.131916,73.12930300000002,494.0,0.3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
78,1601387822,2020-09-29 13:57:02,738063.7,51.519137,5.857951,31.0,2.0,1001.0,18.283332,73.12930300000002,216.0,0.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79,1601387825,2020-09-29 13:57:05,738063.7,51.519137,5.857951,31.0,3.0,1000.0,13.75856,68.59937,365.0,0.466667,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
80,1601387828,2020-09-29 13:57:08,738063.7,51.519137,5.857951,31.0,1.0,0.0,11.255097,137.98743000000002,487.0,0.266667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
81,1601387828,2020-09-29 13:57:08,0.0,0.0,0.0,0.0,0.0,1000.0,11.197215,137.98743000000002,490.0,0.666667,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
82,1601387828,2020-09-29 13:57:08,0.0,0.0,0.0,0.0,0.0,16000.0,10.853065,137.98743000000002,510.0,0.633333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
83,1601387831,2020-09-29 13:57:11,738063.7,51.519137,5.857951,31.0,2.0,1.0,15.722067,80.95649399999998,291.0,0.236051,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,1601387831,2020-09-29 13:57:11,0.0,0.0,0.0,0.0,0.0,0.0,11.433762,80.95649399999998,477.0,0.133153,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
85,1601387833,2020-09-29 13:57:13,738063.7,51.519137,5.857951,31.0,3.0,1000.0,13.75856,68.59937,365.0,0.466667,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
86,1601387837,2020-09-29 13:57:17,0.0,0.0,0.0,0.0,0.0,0.0,9.185753,24.329647,618.0,0.333333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
87,1601387837,2020-09-29 13:57:17,738063.7,51.519137,5.857951,31.0,1.0,20000.0,19.02101,24.329647,199.0,0.533333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
88,1601387839,2020-09-29 13:57:19,738063.7,51.519137,5.857951,31.0,2.0,1001.0,14.930545,70.189988,319.0,0.633333,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,1601387843,2020-09-29 13:57:23,738063.7,51.519137,5.857951,31.0,3.0,1.0,15.803791,81.319129,288.0,0.199147,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90,1601387843,2020-09-29 13:57:23,0.0,0.0,0.0,0.0,0.0,0.0,11.56751,81.319129,470.0,0.266667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
91,1601387846,2020-09-29 13:57:26,738063.7,51.519137,5.857951,31.0,1.0,20000.0,20.107338,22.618648,175.0,0.733333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
92,1601387846,2020-09-29 13:57:26,0.0,0.0,0.0,0.0,0.0,0.0,12.019785,22.618648,446.0,0.266667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
93,1601387846,2020-09-29 13:57:26,0.0,0.0,0.0,0.0,0.0,0.0,9.486594,22.618648,597.0,0.355618,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
94,1601387849,2020-09-29 13:57:29,738063.7,51.519137,5.857951,31.0,2.0,1.0,9.448049,70.565033,599.0,0.195095,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,1601387849,2020-09-29 13:57:29,0.0,0.0,0.0,0.0,0.0,0.0,10.736058,70.565033,517.0,0.296936,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
96,1601387851,2020-09-29 13:57:31,738063.7,51.519137,5.857951,31.0,3.0,1.0,16.522225,80.369398,265.0,0.4333329999999999,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,1601387855,2020-09-29 13:57:35,738063.7,51.519137,5.857951,31.0,1.0,0.0,18.783146,23.294937,204.0,0.166986,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
98,1601387855,2020-09-29 13:57:35,0.0,0.0,0.0,0.0,0.0,0.0,13.194627,23.294937,389.0,0.174843,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
99,1601387855,2020-09-29 13:57:35,0.0,0.0,0.0,0.0,0.0,0.0,8.736555000000001,23.294937,651.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100,1601387857,2020-09-29 13:57:37,738063.7,51.519137,5.857951,31.0,2.0,1001.0,12.949748,70.280057,400.0,0.566667,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101,1601387860,2020-09-29 13:57:40,738063.7,51.519137,5.857951,31.0,3.0,1.0,16.522225,80.369398,265.0,0.4333329999999999,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,1601387863,2020-09-29 13:57:43,738063.7,51.519137,5.857951,31.0,1.0,0.0,19.366079,24.805549,191.0,0.177489,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
103,1601387867,2020-09-29 13:57:47,0.0,0.0,0.0,0.0,0.0,0.0,9.70764,70.37185600000002,582.0,0.318245,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
104,1601387867,2020-09-29 13:57:47,0.0,0.0,0.0,0.0,0.0,0.0,9.20777,70.37185600000002,616.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
105,1601387867,2020-09-29 13:57:47,738063.7,51.519137,5.857951,31.0,2.0,1.0,10.255106,70.37185600000002,546.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106,1601387870,2020-09-29 13:57:50,738063.7,51.519137,5.857951,31.0,3.0,0.0,7.154111,70.29531800000001,781.0,0.2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
107,1601387870,2020-09-29 13:57:50,0.0,0.0,0.0,0.0,0.0,0.0,6.3589660000000015,70.29531800000001,856.0,0.311741,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
108,1601387870,2020-09-29 13:57:50,0.0,0.0,0.0,0.0,0.0,0.0,6.739859,70.29531800000001,819.0,0.2333329999999999,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
109,1601387873,2020-09-29 13:57:53,738063.7,51.519137,5.857951,31.0,1.0,1.0,12.827011,108.930944,406.0,0.319029,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,1601387873,2020-09-29 13:57:53,0.0,0.0,0.0,0.0,0.0,0.0,20.149233,108.930944,175.0,0.2107139999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
111,1601387873,2020-09-29 13:57:53,0.0,0.0,0.0,0.0,0.0,0.0,11.857842,108.930944,454.0,0.196668,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
112,1601387875,2020-09-29 13:57:55,738063.7,51.519137,5.857951,31.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1601387878,2020-09-29 13:57:58,738063.7,51.519137,5.857951,31.0,3.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1601387882,2020-09-29 13:58:02,0.0,0.0,0.0,0.0,0.0,0.0,20.476956,11.706905,168.0,0.333333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
115,1601387882,2020-09-29 13:58:02,0.0,0.0,0.0,0.0,0.0,16000.0,10.96809,11.706905,503.0,0.766667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
116,1601387882,2020-09-29 13:58:02,738063.7,51.519137,5.857951,31.0,1.0,11001.0,23.574468,11.706905,117.0,0.533333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
117,1601387885,2020-09-29 13:58:05,0.0,0.0,0.0,0.0,0.0,16000.0,7.1404570000000005,74.712867,782.0,0.4333329999999999,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
118,1601387885,2020-09-29 13:58:05,738063.7,51.519137,5.857951,31.0,2.0,1000.0,7.597947,74.712867,742.0,0.501313,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
119,1601387887,2020-09-29 13:58:07,738063.7,51.519137,5.857951,31.0,3.0,0.0,11.035151,-10.12359,499.0,0.23828,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
120,1601387891,2020-09-29 13:58:11,738063.7,51.519137,5.857951,31.0,1.0,0.0,11.743681,143.78691,460.0,0.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
121,1601387891,2020-09-29 13:58:11,0.0,0.0,0.0,0.0,0.0,0.0,10.531998,143.78691,529.0,0.333333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
122,1601387891,2020-09-29 13:58:11,0.0,0.0,0.0,0.0,0.0,0.0,10.129542,143.78691,554.0,0.419476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123,1601387894,2020-09-29 13:58:14,738063.7,51.519137,5.857951,31.0,2.0,1.0,15.223363,82.656384,308.0,0.4333329999999999,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,1601387894,2020-09-29 13:58:14,0.0,0.0,0.0,0.0,0.0,0.0,10.579648,82.656384,526.0,0.269353,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
125,1601387894,2020-09-29 13:58:14,0.0,0.0,0.0,0.0,0.0,0.0,10.414398,82.656384,536.0,0.133153,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
126,1601387896,2020-09-29 13:58:16,738063.7,51.519137,5.857951,31.0,3.0,0.0,13.980291,9.65439,356.0,0.2333329999999999,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
127,1601387900,2020-09-29 13:58:20,0.0,0.0,0.0,0.0,0.0,0.0,8.824411,40.265258,644.0,0.314207,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
128,1601387900,2020-09-29 13:58:20,0.0,0.0,0.0,0.0,0.0,0.0,20.054735,40.265258,176.0,0.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
129,1601387900,2020-09-29 13:58:20,738063.7,51.519137,5.857951,31.0,1.0,1.0,29.038715000000003,40.265258,62.0,0.163099,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130,1601387903,2020-09-29 13:58:23,738063.7,51.519137,5.857951,31.0,2.0,1.0,14.901232,82.24329399999998,320.0,0.333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,1601387903,2020-09-29 13:58:23,0.0,0.0,0.0,0.0,0.0,1000.0,11.203401,82.24329399999998,490.0,0.507606,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
132,1601387903,2020-09-29 13:58:23,0.0,0.0,0.0,0.0,0.0,1000.0,11.29855,82.24329399999998,484.0,0.475426,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
133,1601387905,2020-09-29 13:58:25,738063.7,51.519137,5.857951,31.0,3.0,0.0,11.097707000000002,69.936752,496.0,0.266667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
