,total in seconds,datetime(utc),channels,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_RadioId,VenusTrigger_Frequency,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation,DJI OcuSync,DJI Mavic Mini,Cheerson Leopard 2,DJI Mavic Pro long,nan,DJI Mavic Pro short,Hubsan,Futaba FASST-7CH Var. 1,"AscTec Falcon 8 Downlink, DJI Mavic Mini",DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,"DJI Mavic Mini, MJX R/C Technic",Udi R/C 818A,MJX R/C Technic,TT Robotix Ghost,Udi R/C,"DJI Mini, DJI Phantom 4 Pro/Mavic Pro, DJI Phantom 4/Mavic Pro","DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",Spektrum DSMX downlink,Spektrum DSMX 12CH uplink,MJX X901,"DJI Mavic Pro long, DJI Phantom 4/Mavic Pro,DJI Phantom/Mavic Pro",AscTec Falcon 8 Downlink,VenusName NaN,ISM 2.4 GHz,ISM 5.8 GHz,FreqBand_Null
13,1601387732,2020-09-29 13:55:32,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601398233929134.0,115.5,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
14,1601387734,2020-09-29 13:55:34,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398238374892.0,118.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
15,1601387737,2020-09-29 13:55:37,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601398238329139.0,117.5,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
16,1601387737,2020-09-29 13:55:37,0.0,0.0,FHSS,349,2440000000.0,1601395362446135.0,1601398239135142.0,118.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
17,1601387739,2020-09-29 13:55:39,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398243218676.0,119.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
18,1601387741,2020-09-29 13:55:41,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601398243179139.0,128.7,11.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
19,1601387743,2020-09-29 13:55:43,0.0,0.0,FHSS,363,2440000000.0,1601395891057011.0,1601398245099905.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
20,1601387744,2020-09-29 13:55:44,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398247591548.0,125.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
21,1601387746,2020-09-29 13:55:46,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398247535908.0,126.9,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
22,1601387749,2020-09-29 13:55:49,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398252662139.0,125.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
23,1601387751,2020-09-29 13:55:51,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398253005912.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
24,1601387751,2020-09-29 13:55:51,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601398252639151.0,133.6,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
25,1601387753,2020-09-29 13:55:53,0.0,0.0,FHSS,374,2440000000.0,1601395664868329.0,1601398254707832.0,104.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
26,1601387753,2020-09-29 13:55:53,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398257215247.0,149.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
27,1601387754,2020-09-29 13:55:54,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398255729913.0,99.8,2.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
28,1601387754,2020-09-29 13:55:54,0.0,0.0,FHSS,374,2440000000.0,1601395664868329.0,1601398255742418.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
29,1601387754,2020-09-29 13:55:54,0.0,0.0,FHSS,378,2440000000.0,1601397930345102.0,1601398255404833.0,102.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
30,1601387755,2020-09-29 13:55:55,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398256725914.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
31,1601387755,2020-09-29 13:55:55,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398257179915.0,157.5,2.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
32,1601387755,2020-09-29 13:55:55,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398257485915.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
33,1601387758,2020-09-29 13:55:58,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398261811061.0,149.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
34,1601387763,2020-09-29 13:56:03,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398267190204.0,149.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
35,1601387764,2020-09-29 13:56:04,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601398261778154.0,228.6,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
36,1601387765,2020-09-29 13:56:05,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601398267089163.0,223.8,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
37,1601387768,2020-09-29 13:56:08,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398271775218.0,225.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
38,1601387770,2020-09-29 13:56:10,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398271585928.0,231.0,5.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
39,1601387770,2020-09-29 13:56:10,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398271845928.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
40,1601387772,2020-09-29 13:56:12,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398276332921.0,225.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
41,1601387777,2020-09-29 13:56:17,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398280823738.0,225.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
42,1601387778,2020-09-29 13:56:18,0.0,0.0,FHSS,368,2440000000.0,1601397198023582.0,1601398280232506.0,198.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
43,1601387778,2020-09-29 13:56:18,0.0,0.0,FHSS,363,2440000000.0,1601395891057011.0,1601398280312463.0,198.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
44,1601387781,2020-09-29 13:56:21,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398285408243.0,75.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
45,1601387786,2020-09-29 13:56:26,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398289648670.0,327.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
46,1601387796,2020-09-29 13:56:36,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398299588627.0,327.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
47,1601387797,2020-09-29 13:56:37,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398299495952.0,223.5,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
48,1601387798,2020-09-29 13:56:38,0.0,0.0,FHSS,349,2440000000.0,1601395362446135.0,1601398300455193.0,228.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
49,1601387798,2020-09-29 13:56:38,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601398300449192.0,228.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
50,1601387800,2020-09-29 13:56:40,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398302464595.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
51,1601387800,2020-09-29 13:56:40,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601398301469192.0,226.3,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
52,1601387800,2020-09-29 13:56:40,0.0,0.0,FHSS,349,2440000000.0,1601395362446135.0,1601398301465194.0,224.5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
53,1601387800,2020-09-29 13:56:40,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398301449954.0,231.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
54,1601387800,2020-09-29 13:56:40,0.0,1.0,FHSS,348,2440000000.0,1601395367313144.0,1601398301992833.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
55,1601387800,2020-09-29 13:56:40,0.0,0.0,FHSS,378,2440000000.0,1601397930345102.0,1601398301253498.0,278.9,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
56,1601387800,2020-09-29 13:56:40,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398304072384.0,223.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
57,1601387800,2020-09-29 13:56:40,0.0,0.0,FHSS,373,2440000000.0,1601397819505420.0,1601398301459193.0,225.9,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
58,1601387800,2020-09-29 13:56:40,0.0,0.0,FHSS,362,2440000000.0,1601397204971812.0,1601398300741463.0,228.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
59,1601387800,2020-09-29 13:56:40,0.0,0.0,FHSS,351,2440000000.0,1601395748658065.0,1601398301075191.0,227.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
60,1601387800,2020-09-29 13:56:40,0.0,0.0,FHSS,349,2440000000.0,1601395362446135.0,1601398301889834.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
61,1601387800,2020-09-29 13:56:40,0.0,0.0,FHSS,373,2440000000.0,1601397819505420.0,1601398301883833.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
62,1601387807,2020-09-29 13:56:47,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398310827760.0,75.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
63,1601387807,2020-09-29 13:56:47,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601398308976693.0,144.1,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
64,1601387807,2020-09-29 13:56:47,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601398309289884.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
65,1601387811,2020-09-29 13:56:51,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398315147441.0,228.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
66,1601387815,2020-09-29 13:56:55,0.0,0.0,FHSS,378,2440000000.0,1601397930345102.0,1601398316922349.0,78.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
67,1601387816,2020-09-29 13:56:56,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398319731507.0,329.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
68,1601387816,2020-09-29 13:56:56,0.0,0.0,FHSS,362,2440000000.0,1601397204971812.0,1601398317926631.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
69,1601387816,2020-09-29 13:56:56,0.0,0.0,FHSS,378,2440000000.0,1601397930345102.0,1601398317968254.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
70,1601387817,2020-09-29 13:56:57,0.0,0.0,FHSS,381,2440000000.0,1601398035282848.0,1601398318861283.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
71,1601387817,2020-09-29 13:56:57,0.0,0.0,FHSS,382,2440000000.0,1601398293982675.0,1601398319175178.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
72,1601387820,2020-09-29 13:57:00,0.0,1.0,0,281474977710675,2446500000.0,1601398154006930.0,1601398324234908.0,329.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
73,1601387823,2020-09-29 13:57:03,0.0,0.0,FHSS,368,2440000000.0,1601397198023582.0,1601398324196140.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
74,1601387824,2020-09-29 13:57:04,0.0,1.0,0,281474977710675,2449500000.0,1601398154006930.0,1601398327067419.0,329.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
75,1601387824,2020-09-29 13:57:04,0.0,0.0,FHSS,352,2440000000.0,1601396356038447.0,1601398325329206.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
76,1601387827,2020-09-29 13:57:07,0.0,0.0,FHSS,378,2440000000.0,1601397930345102.0,1601398329054260.0,151.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
77,1601387828,2020-09-29 13:57:08,0.0,1.0,0,281474977710675,2449500000.0,1601398154006930.0,1601398331531595.0,324.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
78,1601387828,2020-09-29 13:57:08,0.0,0.0,FHSS,362,2440000000.0,1601397204971812.0,1601398329672434.0,151.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
79,1601387828,2020-09-29 13:57:08,0.0,0.0,FHSS,368,2440000000.0,1601397198023582.0,1601398329986726.0,73.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
80,1601387832,2020-09-29 13:57:12,0.0,1.0,0,281474977710675,2449500000.0,1601398154006930.0,1601398336184885.0,232.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
81,1601387838,2020-09-29 13:57:18,0.0,0.0,FHSS,363,2440000000.0,1601395891057011.0,1601398340036398.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
82,1601387839,2020-09-29 13:57:19,0.0,0.0,FHSS,362,2440000000.0,1601397204971812.0,1601398340651711.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
83,1601387846,2020-09-29 13:57:26,0.0,1.0,0,281474977710675,2449500000.0,1601398154006930.0,1601398350041429.0,72.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
84,1601387848,2020-09-29 13:57:28,0.0,0.0,FHSS,378,2440000000.0,1601397930345102.0,1601398349500634.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
85,1601387851,2020-09-29 13:57:31,0.0,1.0,0,281474977710675,2449500000.0,1601398154006930.0,1601398354281499.0,72.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
86,1601387855,2020-09-29 13:57:35,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601398354619279.0,149.5,1.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
87,1601387856,2020-09-29 13:57:36,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601398354957473.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
88,1601387858,2020-09-29 13:57:38,0.0,0.0,FHSS,374,2440000000.0,1601395664868329.0,1601398359986457.0,149.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
89,1601387858,2020-09-29 13:57:38,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601398360013686.0,149.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
90,1601387860,2020-09-29 13:57:40,0.0,0.0,FHSS,374,2440000000.0,1601395664868329.0,1601398362001987.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
91,1601387860,2020-09-29 13:57:40,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601398362052124.0,151.2,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
92,1601387861,2020-09-29 13:57:41,0.0,0.0,FHSS,383,2440000000.0,1601398360143745.0,1601398362954038.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
93,1601387861,2020-09-29 13:57:41,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601398363186111.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
94,1601387862,2020-09-29 13:57:42,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398363600008.0,77.4,3.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
95,1601387865,2020-09-29 13:57:45,0.0,1.0,0,281474977710675,2449500000.0,1601398154006930.0,1601398368393230.0,332.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
96,1601387866,2020-09-29 13:57:46,0.0,1.0,FHSS,347,2440000000.0,1601396627478868.0,1601398368356012.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
97,1601387869,2020-09-29 13:57:49,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601398370607014.0,140.0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
98,1601387869,2020-09-29 13:57:49,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601398370607014.0,143.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
99,1601387869,2020-09-29 13:57:49,0.0,1.0,0,281474977710675,2449500000.0,1601398154006930.0,1601398373142870.0,329.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
100,1601387869,2020-09-29 13:57:49,0.0,0.0,FHSS,362,2440000000.0,1601397204971812.0,1601398370593957.0,141.5,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
101,1601387870,2020-09-29 13:57:50,0.0,0.0,FHSS,374,2440000000.0,1601395664868329.0,1601398371590223.0,136.4,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
102,1601387870,2020-09-29 13:57:50,0.0,1.0,FHSS,346,2440000000.0,1601370481734079.0,1601398371605651.0,146.9,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0
103,1601387871,2020-09-29 13:57:51,0.0,0.0,FHSS,368,2440000000.0,1601397198023582.0,1601398372604632.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
104,1601387871,2020-09-29 13:57:51,0.0,0.0,FHSS,374,2440000000.0,1601395664868329.0,1601398372525508.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0
