,datetime(utc),Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,Arcus_OperationalState_NaN,Arcus_OperationalState_Idle,Arcus_OperationalState_Operational,Arcus_Classification_NaN,Arcus_Classification_UNKNOWN,Arcus_Classification_VEHICLE,Arcus_Classification_OTHER,Arcus_Classification_DRONE,Arcus_Classification_SUSPECTED_DRONE,Arcus_Classification_HELICOPTER,Arcus_Alarm_NaN,Arcus_Alarm_FALSE,Arcus_Alarm_TRUE
10,2020-09-29 13:56:24,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1279.0,1279.0,1601387784.0,0.0,93.04597701149426,-0.0832731750574712,41.7091113562069,-0.0401224549425287,1.6209961877011494,0.0,51.52163901922414,5.869593257011494,82.08510534091954,136.6285663824138,0.4969402710344828,10.830268344252874,-28.49919330149425,0.4347397533333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0229885057471264,0.5977011494252874,0.0229885057471264,0.3448275862068966,0.0,0.0114942528735632,0.0,0.9885057471264368,0.0,0.0
11,2020-09-29 13:56:28,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1658.5,1658.5,1601387788.0,0.0,42.43518518518518,0.1392469759259259,2.371520430925926,-0.0016667099074074,-0.1023040687962962,0.0,51.521678432102725,5.869453236481481,86.4264332225,143.06184450425926,0.740042990462963,11.375187562592592,-28.70893407759259,0.4282326081481482,0.4770506481481482,0.0543571141666666,0.287037037037037,-1.4423768785185185,0.0,0.0307048672222222,0.0,0.3888888888888889,0.9907407407407408,0.0,0.0092592592592592,0.037037037037037,0.6388888888888888,0.0277777777777777,0.287037037037037,0.0,0.0092592592592592,0.0,0.9814814814814816,0.0,0.0
12,2020-09-29 13:56:32,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2147.5,2147.5,1601387792.0,0.0,40.09090909090909,0.1445577216666666,2.471816785378788,0.0032414143181818,-0.1329105718939394,0.0,51.521678432102725,5.869324343030303,91.67201533939394,149.48217340734848,-0.0435937412121212,11.746256531666663,-28.94103165810606,0.4194717381060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0151515151515151,0.6742424242424242,0.0151515151515151,0.2878787878787879,0.0,0.0075757575757575,0.0,0.9848484848484848,0.0,0.0
13,2020-09-29 13:56:37,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2871.0,2871.0,1601387797.0,0.0,612.8787878787879,-0.3215663099393939,347.60540882460606,-0.4816397411515151,9.496967307333334,0.0,51.52165280171213,5.869292970351111,84.30528918175757,132.07849819945454,-1.712177568666667,10.22768826212121,-26.57813577357576,0.4094714578787879,0.3122513333333333,0.035579202,0.1878787878787878,-0.9441012295757576,0.0,0.0200977312727272,0.0,0.303030303030303,0.993939393939394,0.0,0.006060606060606,0.109090909090909,0.5878787878787879,0.0121212121212121,0.2848484848484848,0.0,0.006060606060606,0.0,0.987878787878788,0.0,0.0
14,2020-09-29 13:56:41,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,3475.5,3475.5,1601387801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.521678432102725,5.869292970351111,99.087530675,146.7946305786,-0.260587545,10.788542593266667,-29.30260075906667,0.4938803031333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0133333333333333,0.5933333333333334,0.0266666666666666,0.36,0.0,0.0066666666666666,0.0,0.9866666666666668,0.0,0.0
15,2020-09-29 13:56:45,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,4077.0,4077.0,1601387805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.521678432102725,5.869292970351111,95.20734006322148,149.2688606138255,-0.1628575728187922,9.563628451879197,-30.09905744724832,0.5177675677181208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0134228187919463,0.5167785234899329,0.0201342281879194,0.4429530201342282,0.0,0.0067114093959731,0.0,0.9865771812080536,0.0,0.0
16,2020-09-29 13:56:49,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,4679.0,4679.0,1601387809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.521678432102725,5.869292970351111,95.13966623543048,135.5146639450331,0.3708975711920529,8.858042087417218,-30.437083945231784,0.4875893457615893,0.3412017880794702,0.0388779359602649,0.2052980132450331,-1.0316337939072846,0.0,0.0219610970860927,0.0,0.3973509933774834,0.9933774834437086,0.0,0.0066225165562913,0.0264900662251655,0.5298013245033113,0.0198675496688741,0.4172185430463576,0.0,0.0066225165562913,0.0,0.9867549668874172,0.0,0.0
17,2020-09-29 13:56:54,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,5389.0,5389.0,1601387814.0,0.0,432.5531914893617,-0.7661350331914895,124.25577913276597,0.0266655936170212,5.211630018510639,0.0,51.521678432102725,5.869292970351111,96.97212210638298,131.95516988404256,1.5434876630496452,8.714983702056738,-29.308447222482272,0.4753561358156028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0425531914893617,0.524822695035461,0.0212765957446808,0.4042553191489361,0.0,0.0070921985815602,0.0,0.9858156028368794,0.0,0.0
18,2020-09-29 13:56:58,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,6050.5,6050.5,1601387818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.521678432102725,5.869292970351111,92.59071116226316,135.85452017010525,-3.642458707315789,9.20130180363158,-27.995097431526315,0.4269353753157894,0.2711656315789473,0.0308977280526315,0.1631578947368421,-0.8198773835789473,0.0,0.0174532929473684,0.0,0.3473684210526316,0.9947368421052633,0.0,0.0052631578947368,0.0210526315789473,0.6578947368421053,0.0105263157894736,0.3052631578947368,0.0,0.0052631578947368,0.0,0.9894736842105264,0.0,0.0
19,2020-09-29 13:57:01,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,6665.0,6665.0,1601387821.0,0.0,412.6753246753247,-0.7208697496969696,61.81222395463204,0.0771065567532467,4.345396006536796,0.0,51.521678432102725,5.869292970351111,90.9992312996104,146.49236523329006,-6.041324781082251,8.686246572207791,-27.14858878341992,0.4388494425974026,0.2230366666666666,0.0254137157142857,0.1341991341991342,-0.6743580211255411,0.0,0.0143555223376623,0.0,0.2987012987012987,0.9956709956709956,0.0,0.0043290043290043,0.0476190476190476,0.5757575757575758,0.0129870129870129,0.3593073593073593,0.0,0.0043290043290043,0.0,0.9913419913419912,0.0,0.0
20,2020-09-29 13:57:02,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,6893.5,6893.5,1601387822.0,0.0,396.6946902654867,-1.1252020101327431,3.972516456548673,0.0238247299557522,2.3531554119469025,0.0,51.521678432102725,5.869292970351111,90.61335345530972,149.2749713876991,-4.596629347079646,9.185131565752211,-27.11463816805309,0.4682190753982301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0353982300884955,0.5486725663716814,0.0132743362831858,0.3982300884955752,0.0,0.0044247787610619,0.0,0.991150442477876,0.0,0.0
21,2020-09-29 13:57:03,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,7121.0,7121.0,1601387823.0,0.0,220.62008733624447,-0.7108399170742358,1.7099576725327512,0.0190256163755458,1.54320189790393,0.0,51.521678432102725,5.869292970351111,88.9060488691703,146.6839806804367,-5.256175022707423,9.830345312139738,-27.53974084960699,0.4894049968558951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0218340611353711,0.5240174672489083,0.0131004366812227,0.4366812227074236,0.0,0.0043668122270742,0.0,0.9912663755458516,0.0,0.0
22,2020-09-29 13:57:04,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,7356.5,7356.5,1601387824.0,0.0,111.66115702479338,-0.2968131766528926,1.044255185702479,0.0090205551239669,0.6278785396694214,0.0,51.521678432102725,5.869292970351111,88.88629991446281,148.80706372264464,-4.871509005661157,10.807375055867768,-27.503872548305782,0.4853552783884297,0.2128986363636363,0.0242585468181818,0.128099173553719,-0.6437053838016529,0.0,0.0137029985950413,0.0,0.2975206611570248,0.9958677685950412,0.0,0.0041322314049586,0.0206611570247933,0.5247933884297521,0.012396694214876,0.4380165289256198,0.0,0.0041322314049586,0.0,0.9917355371900828,0.0,0.0
23,2020-09-29 13:57:05,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,7597.0,7597.0,1601387825.0,0.0,55.71966527196653,-0.0598527597071129,1.4361025758577406,-0.0034594142259414,0.3091761569874477,0.0,51.52167171337866,5.869292970351111,86.28453342740586,152.12446081811717,-5.662218922677824,10.97038566585774,-27.751373354811715,0.5052133502510461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00836820083682,0.5146443514644351,0.0125523012552301,0.4602510460251046,0.0,0.00418410041841,0.0,0.99163179916318,0.0,0.0
24,2020-09-29 13:57:06,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,7843.0,7843.0,1601387826.0,0.0,226.61660079051384,-0.6428529641501975,1.5280139003162054,0.047928104743083,1.1450465618972332,0.0,51.52162129746048,5.869292970351111,84.93943835695652,152.55880675466403,-4.459080368102766,11.18306804126482,-27.322723841225294,0.4947973460474308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0197628458498023,0.5098814229249012,0.0118577075098814,0.4545454545454545,0.0,0.0039525691699604,0.0,0.9920948616600792,0.0,0.0
25,2020-09-29 13:57:11,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,9246.0,9246.0,1601387831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.521678432102725,5.869391090136519,81.8986739815017,155.44190086539248,-4.492858334948806,12.755128738600684,-27.181223065358363,0.5407251270648464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0068259385665529,0.5051194539249146,0.0102389078498293,0.4709897610921502,0.0,0.0068259385665529,0.0,0.9897610921501706,0.0,0.0
26,2020-09-29 13:57:15,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,10476.0,10476.0,1601387835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.521678432102725,5.869445182323232,81.16232106026935,159.04685939,-3.7674546291919193,13.350104155521883,-26.938023383973064,0.5787580048148149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0067340067340067,0.4309764309764309,0.0101010101010101,0.5454545454545454,0.0,0.0067340067340067,0.0,0.98989898989899,0.0,0.0
27,2020-09-29 13:57:19,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,11682.0,11682.0,1601387839.0,0.0,360.4191419141914,-0.3705142936963697,3.5549947452145214,0.0452604643234323,0.8806595532673268,0.0,51.52162995410066,5.869292970351111,78.52809042531354,156.53004086643566,-5.33090905739274,13.187955654026402,-26.337239306534656,0.5732641144884488,0.1700378547854785,0.019374812970297,0.1023102310231023,-0.5141145309570957,0.0,0.0109443091089108,0.0,0.2772277227722772,0.9966996699669968,0.0,0.0033003300330033,0.0297029702970297,0.3795379537953795,0.0165016501650165,0.5643564356435643,0.0033003300330033,0.0066006600660066,0.0,0.99009900990099,0.0,0.0
28,2020-09-29 13:57:24,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,13089.5,13089.5,1601387844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.521678432102725,5.869484886730769,76.30469399353846,150.14881383796154,-3.949464203423077,12.986310333538462,-27.44880440080769,0.5790419528076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0076923076923076,0.4,0.0192307692307692,0.5653846153846154,0.0038461538461538,0.0038461538461538,0.0,0.9884615384615384,0.0,0.0
29,2020-09-29 13:57:28,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,14126.0,14126.0,1601387848.0,0.0,1279.072796934866,-0.1175057129885057,183.9407654978161,-0.2879128610727969,7.56943872348659,0.0,51.52153308258621,5.869292970351111,71.98502363383142,141.15369089666666,-6.088008265977011,11.663849706551725,-25.67691322153257,0.5436771946360153,0.1974002681992337,0.0224925989655172,0.1187739463601532,-0.5968456049042146,0.0,0.0127054622988505,0.0,0.3524904214559387,0.9961685823754788,0.0,0.003831417624521,0.0689655172413793,0.3831417624521073,0.0229885057471264,0.5172413793103449,0.003831417624521,0.003831417624521,0.0,0.9885057471264368,0.0,0.0
30,2020-09-29 13:57:32,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,15077.5,15077.5,1601387852.0,0.0,93.12916666666666,-0.26647488275,0.0124131838333333,0.1682147242083333,-0.0209445580833333,0.0,51.52162731129167,5.869397042833333,78.40547941325,156.71065032270832,-5.019524717583334,12.190745994375,-27.704156001541666,0.5691062204166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0083333333333333,0.425,0.0291666666666666,0.5291666666666667,0.0041666666666666,0.0041666666666666,0.0,0.9875,0.0,0.0
