,datetime(utc),Unnamed: 0.1,Unnamed: 0,total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,Arcus_OperationalState_NaN,Arcus_OperationalState_Idle,Arcus_OperationalState_Operational,Arcus_Classification_NaN,Arcus_Classification_UNKNOWN,Arcus_Classification_VEHICLE,Arcus_Classification_OTHER,Arcus_Classification_DRONE,Arcus_Classification_SUSPECTED_DRONE,Arcus_Classification_HELICOPTER,Arcus_Alarm_NaN,Arcus_Alarm_FALSE,Arcus_Alarm_TRUE
11,2020-09-29 12:19:58,446.5,446.5,1601381998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52208412522727,5.867826555909091,74.66415596954545,146.46411442204547,-7.861215813636363,9.700106089545455,-28.288756716363636,0.32762272886363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.045454545454545456,0.7954545454545454,0.022727272727272728,0.13636363636363635,0.0,0.0,0.0,1.0,0.0,0.0
12,2020-09-29 12:20:03,699.0,699.0,1601382003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5222186354386,5.86786599631579,69.66187942842106,160.1267146731579,-5.024879314561403,9.803127179473684,-28.001817267894737,0.3748754521052632,0.9038857894736843,0.10299283631578947,0.5263157894736842,-2.7301338596491225,0.0,0.06889457771929824,0.04133674561403509,0.6140350877192983,0.9824561403508771,0.0,0.017543859649122806,0.07017543859649122,0.7543859649122807,0.017543859649122806,0.15789473684210525,0.0,0.0,0.0,1.0,0.0,0.0
13,2020-09-29 12:20:07,983.0,983.0,1601382007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.521880880266664,5.868117064000001,75.59147937453334,163.76023041306667,-1.9880255511999996,10.249678109333335,-30.299300690133332,0.37530386986666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02666666666666667,0.72,0.013333333333333334,0.24,0.0,0.0,0.0,1.0,0.0,0.0
14,2020-09-29 12:20:11,1314.0,1314.0,1601382011.0,0.0,99.50617283950618,-0.3348382077777778,8.980749436296295,0.008774371851851853,-1.6735790249382714,0.0,51.52168359432098,5.868197749012346,75.11922092098766,174.81936265209876,-1.4115687000000001,10.356656339753087,-30.14338194333333,0.40052969506172836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.037037037037037035,0.6419753086419753,0.0,0.32098765432098764,0.0,0.0,0.0,1.0,0.0,0.0
15,2020-09-29 12:20:16,1758.0,1758.0,1601382016.0,0.0,54.17894736842105,0.199514128,3.7593563682105264,-0.002654073894736842,-0.5832092745263158,0.0,51.52171317378948,5.868136573894737,81.26070571189474,170.1278893294737,-6.164019100736843,11.779302363368421,-30.67633747294737,0.44160286347368427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.021052631578947368,0.6105263157894737,0.0,0.3684210526315789,0.0,0.0,0.0,1.0,0.0,0.0
16,2020-09-29 12:20:20,2159.0,2159.0,1601382020.0,0.0,55.679611650485434,0.16929782019417475,3.2331382973786407,0.0018338958252427184,-0.4464258084466019,0.0,51.521637236213586,5.86811727854369,81.45665608291262,152.54473580893205,-4.765255688446602,12.010173676990291,-30.625816160097088,0.4543984921359223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.019417475728155338,0.5922330097087378,0.0,0.3883495145631068,0.0,0.0,0.0,1.0,0.0,0.0
17,2020-09-29 12:20:24,2597.5,2597.5,1601382024.0,0.0,320.7049180327869,-0.5190826790983606,138.46909619950821,-0.006515490573770491,3.3721418140163935,0.0,51.52163098336066,5.868084965819673,82.33278007934426,148.60831039065573,-4.406796303114754,10.888557331229508,-28.982729708442623,0.44329365024590167,0.42230729508196724,0.04811960385245901,0.2459016393442623,-1.275554344262295,0.0,0.03218845024590164,0.019313069672131148,0.4180327868852459,0.9918032786885246,0.0,0.00819672131147541,0.06557377049180328,0.5409836065573771,0.0,0.39344262295081966,0.0,0.0,0.0,1.0,0.0,0.0
18,2020-09-29 12:20:28,3055.5,3055.5,1601382028.0,0.0,264.06363636363636,-0.9226477189090909,11.437484186363637,0.034796780454545456,0.7762495412727273,0.0,51.52170643163637,5.868211210909092,81.84410824072728,158.3775835561818,-0.9723006752727271,11.804456063727272,-29.849693021181817,0.49090980427272723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03636363636363636,0.5181818181818182,0.0,0.44545454545454544,0.0,0.0,0.0,1.0,0.0,0.0
19,2020-09-29 12:20:33,3612.5,3612.5,1601382033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.521853138035716,5.868114251160714,82.60099092607142,151.18330738883927,-2.520661331607143,10.303817712589288,-29.377274513214285,0.4823750311607143,0.46001330357142856,0.052415997053571424,0.26785714285714285,-1.389443125,0.0,0.035062419017857144,0.02103745089285714,0.5357142857142857,0.9910714285714286,0.0,0.008928571428571428,0.03571428571428571,0.5178571428571429,0.008928571428571428,0.4375,0.0,0.0,0.0,1.0,0.0,0.0
20,2020-09-29 12:20:37,4060.5,4060.5,1601382037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52180659350877,5.868164435877193,83.72152172526316,156.16415291482454,-3.120219898245614,11.333788302631579,-29.22790423614035,0.49174156956140347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017543859649122806,0.5087719298245614,0.017543859649122806,0.45614035087719296,0.0,0.0,0.0,1.0,0.0,0.0
21,2020-09-29 12:20:45,5247.5,5247.5,1601382045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52186455147059,5.867891810147059,85.19453307977942,167.9029777747794,-1.312632418602941,9.806771164558823,-28.940926720367646,0.5028285045588234,0.3788344852941177,0.04316611522058823,0.22058823529411764,-1.1442472794117646,0.0,0.02887493330882353,0.01732495955882353,0.5073529411764706,0.9926470588235294,0.0,0.007352941176470588,0.029411764705882353,0.5220588235294118,0.014705882352941176,0.4338235294117647,0.0,0.0,0.0,1.0,0.0,0.0
22,2020-09-29 12:20:50,5927.5,5927.5,1601382050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52194149110294,5.867836927205882,85.75698860463235,169.91011610970588,-3.5381245304411766,9.576276681911764,-30.047768985441177,0.5103017813970588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.014705882352941176,0.5367647058823529,0.007352941176470588,0.4411764705882353,0.0,0.0,0.0,1.0,0.0,0.0
23,2020-09-29 12:20:54,6474.5,6474.5,1601382054.0,0.0,94.22222222222223,-0.47589556375,0.028278446875,0.005508390833333333,-0.03380296868055556,0.0,51.52187585743056,5.86798816076389,80.64354338659722,155.44224673222223,-4.760995270347222,9.921844704166666,-30.013671451250005,0.4908757995833333,0.357788125,0.04076799770833333,0.20833333333333334,-1.080677986111111,0.0,0.027270770347222223,0.016362461805555555,0.5277777777777778,0.9930555555555556,0.0,0.006944444444444444,0.027777777777777776,0.5,0.006944444444444444,0.4652777777777778,0.0,0.0,0.0,1.0,0.0,0.0
24,2020-09-29 12:20:58,7029.5,7029.5,1601382058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52191905825758,5.8681645199242425,77.56807559537879,147.53541641522727,-3.2059515800757574,10.963236743636365,-30.562615770757574,0.5124202643939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015151515151515152,0.5,0.007575757575757576,0.4772727272727273,0.0,0.0,0.0,1.0,0.0,0.0
25,2020-09-29 12:21:02,7558.5,7558.5,1601382062.0,0.0,547.5588235294117,0.0064798243382352865,80.83775060316177,1.6389460779411764,-3.818662876470588,0.0,51.52189129727941,5.868206130955882,72.94015084742648,139.6730217892647,1.4786962680147058,10.095446305661765,-29.962322095,0.48572593154411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04411764705882353,0.5,0.007352941176470588,0.4485294117647059,0.0,0.0,0.0,1.0,0.0,0.0
26,2020-09-29 12:21:07,8337.0,8337.0,1601382067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52196634495576,5.867934741858408,85.97983986327434,148.22774841920355,-1.0084425923893805,8.930017979911504,-31.325295878584072,0.4981646485840708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017699115044247787,0.5309734513274337,0.008849557522123894,0.4424778761061947,0.0,0.0,0.0,1.0,0.0,0.0
27,2020-09-29 12:21:11,8808.5,8808.5,1601382071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52201731025424,5.8678892802542375,87.05292380305085,160.50340570635595,-2.98699236,9.099240349237288,-31.089866572966102,0.48652913220338984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01694915254237288,0.5084745762711864,0.00847457627118644,0.4661016949152542,0.0,0.0,0.0,1.0,0.0,0.0
28,2020-09-29 12:21:15,9310.5,9310.5,1601382075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52195010153846,5.867688438076923,81.22320735653847,155.81115875846154,-4.538506230923077,9.228037933153846,-30.618365947923074,0.46915248800000003,0.39631915384615385,0.045158397461538456,0.23076923076923078,-1.1970586923076922,0.0,0.03020762253846154,0.018124573076923077,0.7307692307692307,0.9923076923076923,0.0,0.007692307692307693,0.03076923076923077,0.5615384615384615,0.007692307692307693,0.4,0.0,0.0,0.0,1.0,0.0,0.0
29,2020-09-29 12:21:20,9979.0,9979.0,1601382080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52192220350365,5.867831585620438,86.4561248941606,148.23982406620436,-4.553452165620437,8.271019944671533,-31.338129364160583,0.47603657970802926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.014598540145985401,0.5620437956204379,0.0072992700729927005,0.41605839416058393,0.0,0.0,0.0,1.0,0.0,0.0
30,2020-09-29 12:21:24,10527.5,10527.5,1601382084.0,0.0,139.89705882352942,-0.23619360080882354,2.5086250305147058,0.03473270786764706,-0.708964777132353,0.0,51.521947770367646,5.867761083308824,84.00234485014707,149.28539940889706,-4.3727511994117645,8.47280577904412,-30.661146809264704,0.51264192625,0.3788344852941177,0.04316611522058823,0.22058823529411764,-1.1442472794117646,0.0,0.02887493330882353,0.01732495955882353,0.7352941176470589,0.9926470588235294,0.0,0.007352941176470588,0.029411764705882353,0.5514705882352942,0.007352941176470588,0.4117647058823529,0.0,0.0,0.0,1.0,0.0,0.0
31,2020-09-29 12:21:28,11051.5,11051.5,1601382088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.521930821287874,5.867831035606061,86.34167753037877,134.98065230310607,-0.7253650683333331,9.358116411969696,-31.19787904,0.4968336514393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015151515151515152,0.5303030303030303,0.0,0.45454545454545453,0.0,0.0,0.0,1.0,0.0,0.0
32,2020-09-29 12:21:32,11584.5,11584.5,1601382092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5219743581746,5.8677975500793655,83.56444611547619,132.9368336911111,-1.9093696948412697,9.61293591936508,-31.121332350079367,0.5091708526984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015873015873015872,0.5,0.0,0.48412698412698413,0.0,0.0,0.0,1.0,0.0,0.0
33,2020-09-29 12:21:37,12230.5,12230.5,1601382097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.521920055,5.867766721461539,86.64725164892307,132.49650517261537,-5.400904528923077,10.313692454153847,-31.83816302407692,0.5333970267692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015384615384615385,0.46923076923076923,0.0,0.5153846153846153,0.0,0.0,0.0,1.0,0.0,0.0
34,2020-09-29 12:21:45,13315.5,13315.5,1601382105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52198409894737,5.867744315328947,90.25018514631579,136.2690438331579,-2.2112804586184214,10.01275541993421,-31.11409661618421,0.4413846977631579,0.33895717105263157,0.03862231361842105,0.19736842105263158,-1.023800197368421,0.0,0.02583546664473684,0.015501279605263157,0.6578947368421053,0.993421052631579,0.0,0.006578947368421052,0.02631578947368421,0.618421052631579,0.0,0.35526315789473684,0.0,0.0,0.0,1.0,0.0,0.0
35,2020-09-29 12:21:49,13922.5,13922.5,1601382109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52217974993056,5.867678319583334,96.43510071701388,158.37893501409724,0.30264633208333325,9.964040955347222,-31.207667642291668,0.475705945625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013888888888888888,0.5972222222222222,0.0,0.3888888888888889,0.0,0.0,0.0,1.0,0.0,0.0
36,2020-09-29 12:21:54,14664.0,14664.0,1601382114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52214744529802,5.867836923774835,94.03563395516557,144.44022186874173,-2.3863666582119203,9.104299023973509,-30.985075237019867,0.44870229251655624,0.3412019205298013,0.038878090529801325,0.1986754966887417,-1.0305803311258277,0.0,0.026006562450331127,0.015603937086092715,0.6622516556291391,0.9933774834437086,0.0,0.006622516556291391,0.026490066225165563,0.5827814569536424,0.0,0.39072847682119205,0.0,0.0,0.0,1.0,0.0,0.0
37,2020-09-29 12:21:58,15228.5,15228.5,1601382118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.522229997835815,5.86802373880597,91.87578257828359,152.7789323864179,-3.9608461928358207,9.453186209253731,-31.702140295820897,0.4611062369402985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.014925373134328358,0.5895522388059702,0.0,0.39552238805970147,0.0,0.0,0.0,1.0,0.0,0.0
38,2020-09-29 12:22:02,15780.0,15780.0,1601382122.0,0.0,362.36690647482015,-0.3681803092805755,12.18634889446043,0.49653678043165467,-2.271476715683453,0.0,51.5222007894964,5.868238498417266,89.60720152050361,148.79888509115108,-4.398655122014388,9.817296238561152,-31.663854310647483,0.46585406992805756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02158273381294964,0.5611510791366906,0.0,0.4172661870503597,0.0,0.0,0.0,1.0,0.0,0.0
39,2020-09-29 12:22:06,16363.5,16363.5,1601382126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.522218558970586,5.86826837375,84.05692967926471,152.6630476247794,-6.633139659999999,10.306706962941176,-31.264006671029414,0.47064573411764704,0.3788344852941177,0.04316611522058823,0.22058823529411764,-1.1442472794117646,0.0,0.02887493330882353,0.01732495955882353,0.7352941176470589,0.9926470588235294,0.0,0.007352941176470588,0.029411764705882353,0.5514705882352942,0.0,0.41911764705882354,0.0,0.0,0.0,1.0,0.0,0.0
40,2020-09-29 12:22:11,17048.5,17048.5,1601382131.0,0.0,193.78571428571428,0.05075323921428572,1.3643381391428573,-0.004059361357142857,-0.027618804357142857,0.0,51.522298484785715,5.868083639142857,85.79956341014285,161.03314680014284,-3.3727885745,10.367664326714285,-31.482833726285715,0.4599065297857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.014285714285714285,0.5857142857142857,0.007142857142857143,0.39285714285714285,0.0,0.0,0.0,1.0,0.0,0.0
41,2020-09-29 12:22:15,17622.0,17622.0,1601382135.0,0.0,192.4,0.09959480020689655,1.817196339586207,-0.001873058275862069,-0.07711476662068965,0.0,51.52212069627586,5.867896639103448,87.51874078172413,163.5147117726207,3.4300916345517245,10.018729431103448,-30.37880591075862,0.4621444754482759,0.3553206206896552,0.040486839103448274,0.20689655172413793,-1.0732250344827585,0.0,0.027082696068965517,0.01624961724137931,0.6896551724137931,0.993103448275862,0.0,0.006896551724137931,0.027586206896551724,0.5517241379310345,0.006896551724137931,0.41379310344827586,0.0,0.0,0.0,1.0,0.0,0.0
42,2020-09-29 12:23:02,18059.5,18059.5,1601382182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52032302,5.86486932,0.0,0.0,0.0,0.0,0.0,0.0,25.760745,2.935295835,15.0,-77.808815,0.0,1.963495465,1.17809725,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,2020-09-29 12:23:23,18073.5,18073.5,1601382203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52032302,5.86486932,0.0,0.0,0.0,0.0,0.0,0.0,25.760745,2.935295835,15.0,-77.808815,0.0,1.963495465,1.17809725,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,2020-09-29 12:23:32,18079.5,18079.5,1601382212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52032302,5.86486932,0.0,0.0,0.0,0.0,0.0,0.0,25.760745,2.935295835,15.0,-77.808815,0.0,1.963495465,1.17809725,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45,2020-09-29 12:23:44,18087.5,18087.5,1601382224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52032302,5.86486932,0.0,0.0,0.0,0.0,0.0,0.0,25.760745,2.935295835,15.0,-77.808815,0.0,1.963495465,1.17809725,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,2020-09-29 12:23:53,18093.5,18093.5,1601382233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52032302,5.86486932,0.0,0.0,0.0,0.0,0.0,0.0,25.760745,2.935295835,15.0,-77.808815,0.0,1.963495465,1.17809725,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,2020-09-29 12:24:14,18107.5,18107.5,1601382254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52032302,5.86486932,0.0,0.0,0.0,0.0,0.0,0.0,25.760745,2.935295835,15.0,-77.808815,0.0,1.963495465,1.17809725,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
