,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,DRONE,NO_DRONE,SUSPECTED_DRONE,AlviraTracksTrack_Score,AlviraTracksTrack_Reflection,LABEL,datetime(utc)
190,51.517661,5.853800,55.066383,244.607239,0.000000,8.866646,1.000000,0.000000,0.000000,0.993976,22.810791,0,2020-09-29 12:03:28
191,51.517610,5.853662,56.028635,243.308060,0.000000,8.750514,1.000000,0.000000,0.000000,0.995180,22.779358,0,2020-09-29 12:03:29
192,51.517565,5.853516,56.991616,243.410980,0.000000,8.700712,0.000000,1.000000,0.000000,0.996144,22.684506,0,2020-09-29 12:03:30
193,51.517517,5.853365,58.006755,243.105499,0.000000,8.851609,0.000000,1.000000,0.000000,0.996915,22.846359,0,2020-09-29 12:03:32
194,51.517464,5.853218,59.060707,242.062866,0.000000,8.995836,0.000000,1.000000,0.000000,0.997531,22.913460,0,2020-09-29 12:03:33
195,51.517406,5.853069,60.145739,240.929031,0.000000,9.184939,0.000000,1.000000,0.000000,0.998025,22.811994,0,2020-09-29 12:03:34
197,51.517308,5.852762,61.972746,241.874573,0.000000,9.106211,0.000000,1.000000,0.000000,0.982980,22.681412,0,2020-09-29 12:03:42
198,51.517308,5.852762,61.972746,241.874573,0.000000,9.106211,0.000000,1.000000,0.000000,0.982980,22.681412,0,2020-09-29 12:03:44
199,51.517308,5.852762,61.972746,241.874573,0.000000,9.106211,0.000000,1.000000,0.000000,0.982980,22.681412,0,2020-09-29 12:03:45
200,51.517308,5.852762,61.972746,241.874573,0.000000,9.106211,0.000000,1.000000,0.000000,0.982980,22.681412,0,2020-09-29 12:03:46
396,51.520744,5.861670,25.470796,347.774841,0.000000,13.259650,0.000000,1.000000,0.000000,0.885356,17.448471,0,2020-09-29 12:07:55
397,51.520873,5.861399,23.610129,325.925995,0.000000,15.195399,0.000000,1.000000,0.000000,0.905333,17.308748,0,2020-09-29 12:07:56
398,51.520873,5.861123,22.016655,305.455017,0.000000,13.993989,0.000000,1.000000,0.000000,0.922692,17.909895,0,2020-09-29 12:07:57
399,51.520767,5.860878,20.931706,276.476227,0.000000,11.158031,0.000000,1.000000,0.000000,0.935934,18.739936,0,2020-09-29 12:07:58
400,51.520653,5.860648,20.082871,253.448868,0.000000,11.235296,0.000000,1.000000,0.000000,0.947585,18.829268,0,2020-09-29 12:08:00
401,51.520475,5.860428,19.686433,231.468979,0.000000,12.968653,0.000000,1.000000,0.000000,0.956517,18.604489,0,2020-09-29 12:08:01
402,51.520475,5.860428,19.686433,231.468979,0.000000,12.968653,0.000000,1.000000,0.000000,0.956517,18.604489,0,2020-09-29 12:08:02
403,51.520149,5.860064,20.126499,215.799912,0.000000,15.176147,0.000000,1.000000,0.000000,0.947272,18.386235,0,2020-09-29 12:08:04
404,51.520042,5.859857,20.253519,228.475525,0.000000,14.168817,0.000000,1.000000,0.000000,0.956612,18.178995,0,2020-09-29 12:08:05
405,51.519934,5.859629,20.602587,233.043427,0.000000,14.494170,0.000000,1.000000,0.000000,0.965271,17.988887,0,2020-09-29 12:08:06
406,51.519829,5.859444,21.240028,229.377899,0.000000,13.842597,0.000000,1.000000,0.000000,0.972207,17.849371,0,2020-09-29 12:08:08
407,51.519732,5.859362,22.077004,213.757370,0.000000,11.163597,0.000000,1.000000,0.000000,0.975826,17.680277,0,2020-09-29 12:08:09
408,51.519624,5.859609,23.653565,158.335983,0.000000,11.156724,0.000000,1.000000,0.000000,0.976378,17.504312,0,2020-09-29 12:08:10
409,51.519489,5.859699,25.365196,157.896683,0.000000,12.552023,0.000000,1.000000,0.000000,0.980814,17.373081,0,2020-09-29 12:08:11
410,51.519327,5.859786,27.205740,159.537888,0.000000,13.840426,0.000000,1.000000,0.000000,0.984542,17.250925,0,2020-09-29 12:08:13
411,51.519220,5.859881,28.359127,156.483459,0.000000,11.610816,0.000000,1.000000,0.000000,0.987512,17.194437,0,2020-09-29 12:08:14
421,51.520727,5.861024,21.862693,346.059540,0.000000,13.849912,0.000000,1.000000,0.000000,0.987677,18.021979,0,2020-09-29 12:08:27
422,51.520788,5.860772,20.132676,324.235474,0.000000,13.741698,0.000000,1.000000,0.000000,0.986702,17.971533,0,2020-09-29 12:08:28
423,51.520825,5.860553,18.657472,311.444550,0.000000,12.504922,0.000000,1.000000,0.000000,0.988274,17.889204,0,2020-09-29 12:08:30
424,51.523019,5.865851,57.455382,252.295410,0.000000,22.875404,1.000000,0.000000,0.000000,0.995471,46.454894,0,2020-09-29 12:08:30
425,51.520826,5.860333,17.335574,297.226501,0.000000,11.194218,0.000000,1.000000,0.000000,0.989825,17.862031,0,2020-09-29 12:08:31
426,51.522860,5.865478,54.280627,247.657883,0.000000,23.066895,1.000000,0.000000,0.000000,0.996235,46.390001,0,2020-09-29 12:08:31
427,51.520838,5.860119,15.995214,288.366852,0.000000,10.942194,0.000000,1.000000,0.000000,0.991715,17.795796,0,2020-09-29 12:08:32
428,51.522957,5.864941,51.188458,260.125336,0.000000,24.071077,1.000000,0.000000,0.000000,0.996499,46.264163,0,2020-09-29 12:08:32
429,51.520830,5.859892,14.670972,278.933441,0.000000,11.053472,0.000000,1.000000,0.000000,0.993213,18.218043,0,2020-09-29 12:08:34
430,51.522801,5.864566,48.096049,252.176315,0.000000,23.350626,1.000000,0.000000,0.000000,0.996197,46.162157,0,2020-09-29 12:08:34
431,51.520763,5.859664,13.784661,261.224640,0.000000,10.932165,0.000000,1.000000,0.000000,0.993749,18.125018,0,2020-09-29 12:08:35
432,51.522587,5.864222,45.040400,243.078323,0.000000,23.757648,1.000000,0.000000,0.000000,0.996431,46.385797,0,2020-09-29 12:08:35
433,51.520678,5.859478,13.429752,242.875534,0.000000,10.659290,0.000000,1.000000,0.000000,0.994111,18.027751,0,2020-09-29 12:08:36
434,51.522328,5.863888,42.083662,235.529205,0.000000,24.632677,1.000000,0.000000,0.000000,0.996845,46.307185,0,2020-09-29 12:08:36
435,51.520678,5.859478,13.429752,242.875534,0.000000,10.659290,0.000000,1.000000,0.000000,0.994111,18.027751,0,2020-09-29 12:08:38
436,51.522717,5.863132,39.150615,266.083527,0.000000,26.458508,1.000000,0.000000,0.000000,0.991401,46.195410,0,2020-09-29 12:08:38
437,51.520515,5.859179,13.743263,228.446121,0.000000,10.344599,0.000000,1.000000,0.000000,0.977951,17.964857,0,2020-09-29 12:08:39
438,51.522717,5.863132,39.150615,266.083527,0.000000,26.458508,1.000000,0.000000,0.000000,0.991401,46.195410,0,2020-09-29 12:08:39
439,51.520432,5.859100,14.377094,216.746124,0.000000,9.136791,0.000000,1.000000,0.000000,0.981899,17.871818,0,2020-09-29 12:08:40
440,51.522717,5.863132,39.150615,266.083527,0.000000,26.458508,1.000000,0.000000,0.000000,0.991401,46.195410,0,2020-09-29 12:08:40
442,51.520432,5.859100,14.377094,216.746124,0.000000,9.136791,0.000000,1.000000,0.000000,0.981899,17.871818,0,2020-09-29 12:08:42
443,51.522717,5.863132,39.150615,266.083527,0.000000,26.458508,1.000000,0.000000,0.000000,0.991401,46.195410,0,2020-09-29 12:08:42
444,51.520432,5.859100,14.377094,216.746124,0.000000,9.136791,0.000000,1.000000,0.000000,0.981899,17.871818,0,2020-09-29 12:08:43
445,51.522717,5.863132,39.150615,266.083527,0.000000,26.458508,1.000000,0.000000,0.000000,0.991401,46.195410,0,2020-09-29 12:08:43
446,51.520296,5.858829,15.365921,231.806702,0.000000,8.842321,0.000000,1.000000,0.000000,0.968113,17.780678,0,2020-09-29 12:08:44
447,51.522717,5.863132,39.150615,266.083527,0.000000,26.458508,1.000000,0.000000,0.000000,0.991401,46.195410,0,2020-09-29 12:08:44
448,51.520296,5.858829,15.365921,231.806702,0.000000,8.842321,0.000000,1.000000,0.000000,0.968113,17.780678,0,2020-09-29 12:08:45
449,51.522717,5.863132,39.150615,266.083527,0.000000,26.458508,1.000000,0.000000,0.000000,0.991401,46.195410,0,2020-09-29 12:08:45
