,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,DRONE,NO_DRONE,SUSPECTED_DRONE,AlviraTracksTrack_Score,AlviraTracksTrack_Reflection,LABEL,datetime(utc)
69,51.517415,5.853316,59.053394,228.806061,0.000000,12.412520,0.000000,1.000000,0.000000,0.981975,25.217032,1,2020-09-29 13:56:33
70,51.517415,5.853316,59.053394,228.806061,0.000000,12.412520,0.000000,1.000000,0.000000,0.981975,25.217032,1,2020-09-29 13:56:34
392,51.519336,5.862150,36.265297,218.475143,0.000000,0.326021,0.000000,1.000000,0.000000,0.972100,20.565495,1,2020-09-29 14:03:05
394,51.519336,5.862150,36.265297,218.475143,0.000000,0.326021,0.000000,1.000000,0.000000,0.972100,20.565495,1,2020-09-29 14:03:06
396,51.519325,5.862134,36.262661,223.465332,0.000000,0.502494,0.000000,1.000000,0.000000,0.962481,20.478958,1,2020-09-29 14:03:07
398,51.519323,5.862132,36.268575,215.476379,0.000000,0.416473,0.000000,1.000000,0.000000,0.969984,20.394700,1,2020-09-29 14:03:09
399,51.523378,5.870313,85.620177,119.010841,0.000000,7.406117,0.000000,1.000000,0.000000,0.996480,41.123203,1,2020-09-29 14:03:09
401,51.523131,5.870447,85.981052,141.664764,0.000000,9.162606,0.000000,1.000000,0.000000,0.996233,41.000269,1,2020-09-29 14:03:10
403,51.522997,5.870570,86.440512,144.068970,0.000000,9.912030,0.000000,1.000000,0.000000,0.996934,40.888862,1,2020-09-29 14:03:11
405,51.522814,5.870719,86.974161,146.429092,0.000000,11.403976,0.000000,1.000000,0.000000,0.997460,40.781124,1,2020-09-29 14:03:13
407,51.522646,5.870859,87.547829,147.872498,0.000000,12.311065,0.000000,1.000000,0.000000,0.997914,40.759992,1,2020-09-29 14:03:14
408,51.519337,5.862154,36.276430,207.365723,0.000000,0.572807,0.000000,1.000000,0.000000,0.990114,19.994377,1,2020-09-29 14:03:15
409,51.522438,5.871014,88.169801,149.649643,0.000000,13.677197,0.000000,1.000000,0.000000,0.998209,40.735835,1,2020-09-29 14:03:15
410,51.519343,5.862164,36.281879,166.431610,0.000000,0.060061,0.000000,1.000000,0.000000,0.992090,19.920889,1,2020-09-29 14:03:17
411,51.522228,5.871201,88.992378,148.859161,0.000000,15.067094,0.000000,1.000000,0.000000,0.998511,40.678425,1,2020-09-29 14:03:17
413,51.522075,5.871385,89.940054,146.507385,0.000000,15.460499,0.000000,1.000000,0.000000,0.998798,40.586660,1,2020-09-29 14:03:18
415,51.521819,5.871615,91.189347,145.706879,0.000000,17.498980,0.000000,1.000000,0.000000,0.998759,40.499335,1,2020-09-29 14:03:19
416,51.519332,5.862155,36.311933,208.303970,0.000000,0.407327,0.000000,1.000000,0.000000,0.979672,19.778001,1,2020-09-29 14:03:21
417,51.521659,5.871921,92.886248,138.562561,0.000000,19.039099,0.000000,1.000000,0.000000,0.998538,40.404205,1,2020-09-29 14:03:21
418,51.519331,5.862154,36.312865,220.138870,0.000000,0.295832,0.000000,1.000000,0.000000,0.983738,19.707975,1,2020-09-29 14:03:22
419,51.521691,5.872234,94.830777,127.132889,0.000000,18.489594,0.000000,1.000000,0.000000,0.997459,40.317458,1,2020-09-29 14:03:22
420,51.519331,5.862154,36.312865,220.138870,0.000000,0.295832,0.000000,1.000000,0.000000,0.983738,19.707975,1,2020-09-29 14:03:23
421,51.521580,5.872550,96.926754,124.602997,0.000000,19.031492,0.000000,1.000000,0.000000,0.997881,40.260875,1,2020-09-29 14:03:23
422,51.519310,5.862131,36.343688,209.074188,0.000000,0.759433,0.000000,1.000000,0.000000,0.971736,19.640924,1,2020-09-29 14:03:24
423,51.521490,5.872915,99.124339,120.642815,0.000000,19.970016,0.000000,1.000000,0.000000,0.998206,40.181366,1,2020-09-29 14:03:24
424,51.519320,5.862167,36.457513,118.743866,0.000000,1.007957,0.000000,1.000000,0.000000,0.977350,19.585427,1,2020-09-29 14:03:26
425,51.521442,5.873257,101.332034,117.141930,0.000000,19.885660,0.000000,1.000000,0.000000,0.998486,40.186192,1,2020-09-29 14:03:26
427,51.521382,5.873595,103.512789,115.049858,0.000000,19.701248,0.000000,1.000000,0.000000,0.998772,40.131415,1,2020-09-29 14:03:27
429,51.521323,5.873924,105.649766,113.627251,0.000000,19.340853,0.000000,1.000000,0.000000,0.999011,40.086044,1,2020-09-29 14:03:28
431,51.521298,5.874249,107.768696,111.025909,0.000000,18.868340,0.000000,1.000000,0.000000,0.999167,40.013438,1,2020-09-29 14:03:30
433,51.521268,5.874546,109.765930,109.626839,0.000000,17.964975,0.000000,1.000000,0.000000,0.999308,39.933346,1,2020-09-29 14:03:31
435,51.521121,5.874796,111.588697,114.925140,0.000000,16.973173,0.000000,1.000000,0.000000,0.999349,39.850376,1,2020-09-29 14:03:32
438,51.521017,5.874995,113.020582,121.469139,0.000000,14.069119,0.000000,1.000000,0.000000,0.998224,39.772329,1,2020-09-29 14:03:44
605,51.520493,5.864111,42.655351,250.546066,0.000000,10.268851,1.000000,0.000000,0.000000,0.990770,28.287227,1,2020-09-29 14:07:37
606,51.520464,5.863934,41.514955,252.221420,0.000000,10.053957,1.000000,0.000000,0.000000,0.992616,28.177116,1,2020-09-29 14:07:39
607,51.520442,5.863757,40.382810,254.496506,0.000000,9.916518,1.000000,0.000000,0.000000,0.994092,28.033965,1,2020-09-29 14:07:40
609,51.520419,5.863582,39.319781,255.487793,0.000000,9.739763,1.000000,0.000000,0.000000,0.995274,27.917824,1,2020-09-29 14:07:41
610,51.520394,5.863409,38.275224,255.887741,0.000000,9.594856,1.000000,0.000000,0.000000,0.996219,27.830972,1,2020-09-29 14:07:42
611,51.520372,5.863234,37.216092,257.160400,0.000000,9.609963,1.000000,0.000000,0.000000,0.996975,27.813156,1,2020-09-29 14:07:44
612,51.520343,5.863055,36.168094,256.525513,0.000000,9.703301,1.000000,0.000000,0.000000,0.997580,27.714808,1,2020-09-29 14:07:45
613,51.520304,5.862873,35.159918,254.185669,0.000000,9.873818,1.000000,0.000000,0.000000,0.998064,27.626786,1,2020-09-29 14:07:46
614,51.520260,5.862685,34.168910,252.401382,0.000000,10.146335,1.000000,0.000000,0.000000,0.998451,27.510901,1,2020-09-29 14:07:48
615,51.520207,5.862494,33.198902,249.834686,0.000000,10.451482,1.000000,0.000000,0.000000,0.998760,27.411003,1,2020-09-29 14:07:49
616,51.520159,5.862302,32.241402,249.298248,0.000000,10.660543,1.000000,0.000000,0.000000,0.999008,27.349578,1,2020-09-29 14:07:50
617,51.520116,5.862113,31.326132,249.558624,0.000000,10.692942,1.000000,0.000000,0.000000,0.999206,27.511213,1,2020-09-29 14:07:52
618,51.520079,5.861928,30.422030,250.847382,0.000000,10.560448,1.000000,0.000000,0.000000,0.999365,27.479338,1,2020-09-29 14:07:53
619,51.520054,5.861752,29.548714,253.100967,0.000000,10.171812,1.000000,0.000000,0.000000,0.999491,27.620346,1,2020-09-29 14:07:54
620,51.520038,5.861584,28.702881,255.989288,0.000000,9.720848,1.000000,0.000000,0.000000,0.999592,27.551037,1,2020-09-29 14:07:56
621,51.520020,5.861422,27.919509,257.118286,0.000000,9.251199,1.000000,0.000000,0.000000,0.999673,27.451447,1,2020-09-29 14:07:57
622,51.519987,5.861245,27.187883,255.006119,0.000000,9.413934,1.000000,0.000000,0.000000,0.999738,27.347414,1,2020-09-29 14:07:58
623,51.519965,5.861078,26.460650,257.134125,0.000000,9.293841,1.000000,0.000000,0.000000,0.999790,27.250171,1,2020-09-29 14:07:59
624,51.519919,5.860878,25.805915,252.985153,0.000000,10.166220,1.000000,0.000000,0.000000,0.999828,27.150928,1,2020-09-29 14:08:01
625,51.519864,5.860667,25.242493,249.544083,0.000000,11.030767,1.000000,0.000000,0.000000,0.999859,27.052462,1,2020-09-29 14:08:02
626,51.519828,5.860482,24.724708,251.734772,0.000000,10.625402,1.000000,0.000000,0.000000,0.999886,26.958798,1,2020-09-29 14:08:03
627,51.519806,5.860321,24.264486,254.539383,0.000000,9.653712,1.000000,0.000000,0.000000,0.999905,26.865744,1,2020-09-29 14:08:05
628,51.519770,5.860126,23.859754,254.347580,0.000000,10.229055,1.000000,0.000000,0.000000,0.999923,26.772742,1,2020-09-29 14:08:06
629,51.519736,5.859942,23.549764,253.726700,0.000000,10.150005,1.000000,0.000000,0.000000,0.999939,26.681796,1,2020-09-29 14:08:07
630,51.519704,5.859764,23.327429,253.458893,0.000000,9.941984,1.000000,0.000000,0.000000,0.999951,26.592330,1,2020-09-29 14:08:09
631,51.519704,5.859764,23.327429,253.458893,0.000000,9.941984,1.000000,0.000000,0.000000,0.999951,26.592330,1,2020-09-29 14:08:10
632,51.519704,5.859764,23.327429,253.458893,0.000000,9.941984,1.000000,0.000000,0.000000,0.999951,26.592330,1,2020-09-29 14:08:11
633,51.519704,5.859764,23.327429,253.458893,0.000000,9.941984,1.000000,0.000000,0.000000,0.999951,26.592330,1,2020-09-29 14:08:12
634,51.519704,5.859764,23.327429,253.458893,0.000000,9.941984,1.000000,0.000000,0.000000,0.999951,26.592330,1,2020-09-29 14:08:14
635,51.519704,5.859764,23.327429,253.458893,0.000000,9.941984,1.000000,0.000000,0.000000,0.999951,26.592330,1,2020-09-29 14:08:15
636,51.519704,5.859764,23.327429,253.458893,0.000000,9.941984,1.000000,0.000000,0.000000,0.999951,26.592330,1,2020-09-29 14:08:16
637,51.519704,5.859764,23.327429,253.458893,0.000000,9.941984,1.000000,0.000000,0.000000,0.999951,26.592330,1,2020-09-29 14:08:18
638,51.519704,5.859764,23.327429,253.458893,0.000000,9.941984,1.000000,0.000000,0.000000,0.999951,26.592330,1,2020-09-29 14:08:19
645,51.519388,5.857909,25.606255,264.021606,0.000000,3.978710,1.000000,0.000000,0.000000,0.725508,-1.770875,1,2020-09-29 14:08:28
646,51.519388,5.857847,25.731894,272.017395,0.000000,3.522448,1.000000,0.000000,0.000000,0.780404,-1.647845,1,2020-09-29 14:08:29
647,51.519388,5.857847,25.731894,272.017395,0.000000,3.522448,1.000000,0.000000,0.000000,0.780404,-1.647845,1,2020-09-29 14:08:31
648,51.519388,5.857847,25.731894,272.017395,0.000000,3.522448,1.000000,0.000000,0.000000,0.780404,-1.647845,1,2020-09-29 14:08:32
649,51.519385,5.857791,25.875377,271.218079,0.000000,1.394272,0.000000,1.000000,0.000000,0.776537,-1.551264,1,2020-09-29 14:08:33
650,51.519383,5.857793,25.896510,274.801971,0.000000,0.894139,0.000000,1.000000,0.000000,0.821225,-1.521976,1,2020-09-29 14:08:35
651,51.519381,5.857799,25.908878,267.463196,0.000000,0.349617,0.000000,1.000000,0.000000,0.856971,-1.540874,1,2020-09-29 14:08:36
652,51.519381,5.857799,25.908878,267.463196,0.000000,0.349617,0.000000,1.000000,0.000000,0.856971,-1.540874,1,2020-09-29 14:08:37
653,51.519382,5.857790,25.914469,283.197968,0.000000,0.279870,0.000000,1.000000,0.000000,0.870412,-1.461493,1,2020-09-29 14:08:38
654,51.519382,5.857790,25.914469,283.197968,0.000000,0.279870,0.000000,1.000000,0.000000,0.870412,-1.461493,1,2020-09-29 14:08:40
656,51.519384,5.857792,25.891404,333.556854,0.000000,0.156980,0.000000,1.000000,0.000000,0.881211,-1.300708,1,2020-09-29 14:08:41
657,51.519384,5.857792,25.891404,333.556854,0.000000,0.156980,0.000000,1.000000,0.000000,0.881211,-1.300708,1,2020-09-29 14:08:42
658,51.519374,5.857793,25.972822,190.583038,0.000000,0.441854,0.000000,1.000000,0.000000,0.889879,-1.217842,1,2020-09-29 14:08:44
659,51.519354,5.857788,26.205021,192.341293,0.000000,2.028522,0.000000,1.000000,0.000000,0.911874,-0.777390,1,2020-09-29 14:08:45
660,51.519354,5.857788,26.205021,192.341293,0.000000,2.028522,0.000000,1.000000,0.000000,0.911874,-0.777390,1,2020-09-29 14:08:46
661,51.519354,5.857770,26.252561,300.406311,0.000000,0.334011,0.000000,1.000000,0.000000,0.914348,-0.488587,1,2020-09-29 14:08:48
667,51.519360,5.857804,26.118025,314.959351,0.000000,0.797701,1.000000,0.000000,0.000000,0.977538,0.740366,1,2020-09-29 14:08:55
668,51.519359,5.857801,26.132935,247.417541,0.000000,0.379330,1.000000,0.000000,0.000000,0.982029,0.917776,1,2020-09-29 14:08:57
669,51.519360,5.857794,26.128686,299.266327,0.000000,0.385710,1.000000,0.000000,0.000000,0.985623,0.974778,1,2020-09-29 14:08:58
670,51.519360,5.857794,26.128686,299.266327,0.000000,0.385710,1.000000,0.000000,0.000000,0.985623,0.974778,1,2020-09-29 14:08:59
671,51.519360,5.857794,26.128686,299.266327,0.000000,0.385710,1.000000,0.000000,0.000000,0.985623,0.974778,1,2020-09-29 14:09:01
672,51.519360,5.857794,26.128686,299.266327,0.000000,0.385710,1.000000,0.000000,0.000000,0.985623,0.974778,1,2020-09-29 14:09:02
673,51.519360,5.857794,26.128686,299.266327,0.000000,0.385710,1.000000,0.000000,0.000000,0.985623,0.974778,1,2020-09-29 14:09:03
674,51.519360,5.857794,26.128686,299.266327,0.000000,0.385710,1.000000,0.000000,0.000000,0.985623,0.974778,1,2020-09-29 14:09:04
675,51.519360,5.857794,26.128686,299.266327,0.000000,0.385710,1.000000,0.000000,0.000000,0.985623,0.974778,1,2020-09-29 14:09:06
676,51.519360,5.857794,26.128686,299.266327,0.000000,0.385710,1.000000,0.000000,0.000000,0.985623,0.974778,1,2020-09-29 14:09:07
