total in seconds,datetime(utc),AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,AlviraTracksTrack_Reflection,AlviraTracksTrack_Score,AlviraTracksTrack_Alarm,AlviraSystemStatusSensorPosition_Latitude,AlviraSystemStatusSensorPosition_Longitude,AlviraSystemStatusSensorPosition_Altitude,AlviraSystemStatusSensorStatusBlankSector_Angle,AlviraSystemStatusSensorStatusBlankSector_Span,DRONE,NO_DRONE,SUSPECTED_DRONE,3,4
1601455136,2020-09-30 08:38:56,51.520194,5.859945,20.088499,49.749119,0.000000,13.881794,9.907628,0.958788,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455138,2020-09-30 08:38:58,51.520298,5.860133,20.113774,48.086163,0.000000,13.553056,9.720773,0.967030,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455139,2020-09-30 08:38:59,51.520399,5.860319,20.329657,48.744629,0.000000,13.333270,9.766597,0.973624,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455140,2020-09-30 08:39:00,51.520504,5.860513,20.741285,49.082813,0.000000,13.581360,10.903101,0.978899,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455142,2020-09-30 08:39:02,51.520607,5.860700,21.285333,48.666302,0.000000,13.410380,11.304675,0.983119,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455143,2020-09-30 08:39:03,51.520713,5.860889,21.974502,48.153233,0.000000,13.493488,11.913813,0.986495,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455144,2020-09-30 08:39:04,51.520811,5.861073,22.791257,48.751732,0.000000,13.166420,13.534669,0.989196,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455146,2020-09-30 08:39:06,51.520905,5.861256,23.718344,49.551003,0.000000,12.918187,13.803118,0.991357,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455147,2020-09-30 08:39:07,51.521008,5.861443,24.744354,49.185707,0.000000,13.118934,15.145591,0.993085,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455148,2020-09-30 08:39:08,51.521099,5.861630,25.855799,50.515285,0.000000,12.871949,15.969867,0.994468,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455150,2020-09-30 08:39:10,51.521209,5.861817,27.014685,48.727936,0.000000,13.183785,15.919883,0.995574,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455151,2020-09-30 08:39:11,51.521324,5.861996,28.179287,45.873722,0.000000,13.277961,16.584007,0.996457,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455152,2020-09-30 08:39:12,51.521443,5.862171,29.386018,44.099731,0.000000,13.417646,17.321478,0.997165,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455154,2020-09-30 08:39:14,51.521564,5.862342,30.649365,42.822197,0.000000,13.509291,18.121378,0.997732,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455155,2020-09-30 08:39:15,51.521675,5.862514,31.938021,43.200733,0.000000,13.283698,18.791450,0.998185,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455156,2020-09-30 08:39:16,51.521792,5.862685,33.277887,42.794315,0.000000,13.391407,18.951909,0.998548,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455158,2020-09-30 08:39:18,51.521888,5.862857,34.612204,44.675060,0.000000,12.870160,19.282935,0.998837,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455159,2020-09-30 08:39:19,51.521976,5.863039,36.000802,47.503292,0.000000,12.649907,19.733497,0.999069,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455160,2020-09-30 08:39:20,51.522056,5.863223,37.398572,50.345039,0.000000,12.346393,19.804566,0.999254,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455161,2020-09-30 08:39:21,51.522133,5.863413,38.830459,53.145920,0.000000,12.277140,19.967976,0.999402,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455163,2020-09-30 08:39:23,51.522206,5.863606,40.278508,55.487923,0.000000,12.174943,20.504050,0.999521,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455164,2020-09-30 08:39:24,51.522302,5.863787,41.717426,53.246590,0.000000,12.317403,20.782924,0.999616,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455165,2020-09-30 08:39:25,51.522437,5.863948,43.135937,47.585213,0.000000,12.787606,21.113479,0.999675,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455167,2020-09-30 08:39:27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,51.521286,5.858506,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601455167,2020-09-30 08:39:27,51.522583,5.864100,44.555646,42.812080,0.000000,13.243340,21.423759,0.999725,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455168,2020-09-30 08:39:28,51.522701,5.864271,46.077102,42.682159,0.000000,13.342506,21.529256,0.999780,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455169,2020-09-30 08:39:29,51.522862,5.864413,47.589861,38.643574,0.000000,13.869356,21.502010,0.999811,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455171,2020-09-30 08:39:31,51.522993,5.864576,49.106155,38.483406,0.000000,13.939247,21.517881,0.999849,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455171,2020-09-30 08:39:31,51.520385,5.861636,27.923307,67.791733,0.000000,12.139473,14.949238,0.672319,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455172,2020-09-30 08:39:32,51.523118,5.864744,50.626587,38.811905,0.000000,13.943829,21.629229,0.999879,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455172,2020-09-30 08:39:32,51.520430,5.861839,28.967605,69.015648,0.000000,11.775965,15.058233,0.737854,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455173,2020-09-30 08:39:33,51.523286,5.864872,52.136464,35.408390,0.000000,14.250897,21.624247,0.999892,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455173,2020-09-30 08:39:33,51.520476,5.862044,30.058094,69.527008,0.000000,11.702089,15.560668,0.790283,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455175,2020-09-30 08:39:35,51.523402,5.865044,53.675661,37.011845,0.000000,14.016067,21.760064,0.999909,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455175,2020-09-30 08:39:35,51.520536,5.862259,31.200316,67.751724,0.000000,12.103394,18.780065,0.832225,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455176,2020-09-30 08:39:36,51.523506,5.865224,55.219928,39.170692,0.000000,13.706614,21.940114,0.999916,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455176,2020-09-30 08:39:36,51.520598,5.862468,32.334331,66.106377,0.000000,12.097686,19.050506,0.865780,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455177,2020-09-30 08:39:37,51.523583,5.865424,56.773972,43.220615,0.000000,13.262549,22.019044,0.999904,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455177,2020-09-30 08:39:37,51.520662,5.862684,33.557321,65.782486,0.000000,12.390207,19.550662,0.892624,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455179,2020-09-30 08:39:39,51.523674,5.865615,58.344389,45.256817,0.000000,13.118159,22.235181,0.999917,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455179,2020-09-30 08:39:39,51.520723,5.862897,34.759065,65.637260,0.000000,12.402576,20.505420,0.914099,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455180,2020-09-30 08:39:40,51.523753,5.865818,59.946893,48.334255,0.000000,13.004358,22.532286,0.999925,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455180,2020-09-30 08:39:40,51.520776,5.863108,35.991984,66.382553,0.000000,12.299994,21.245420,0.931279,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455181,2020-09-30 08:39:41,51.523816,5.866036,61.633770,52.862392,0.000000,12.854195,22.669979,0.999925,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455181,2020-09-30 08:39:41,51.520825,5.863317,37.297761,67.458984,0.000000,12.107812,21.623306,0.945023,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455183,2020-09-30 08:39:43,51.523870,5.866258,63.312227,57.251266,0.000000,12.658482,22.817208,0.999932,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455183,2020-09-30 08:39:43,51.520865,5.863522,38.622099,69.375900,0.000000,11.821248,21.820879,0.956018,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455184,2020-09-30 08:39:44,51.523957,5.866455,64.932079,56.537502,0.000000,12.713364,22.922202,0.999946,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455184,2020-09-30 08:39:44,51.520918,5.863732,39.940177,68.742104,0.000000,11.885206,21.847993,0.964814,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455185,2020-09-30 08:39:45,51.524044,5.866652,66.495214,56.069012,0.000000,12.727266,23.037328,0.999957,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455185,2020-09-30 08:39:45,51.520957,5.863941,41.252022,70.342560,0.000000,11.818746,21.679795,0.971851,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455186,2020-09-30 08:39:46,51.524139,5.866843,68.085313,54.781269,0.000000,12.823647,23.084158,0.999965,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455186,2020-09-30 08:39:46,51.521006,5.864152,42.549985,70.141670,0.000000,11.855077,21.956403,0.977481,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455188,2020-09-30 08:39:48,51.524306,5.866971,69.668055,46.629646,0.000000,13.184313,23.070522,0.999934,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455188,2020-09-30 08:39:48,51.521059,5.864364,43.875161,69.475548,0.000000,11.956229,22.508821,0.981984,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455189,2020-09-30 08:39:49,51.524465,5.867102,71.227359,41.434502,0.000000,13.504031,23.042523,0.999921,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455189,2020-09-30 08:39:49,51.521119,5.864574,45.270538,67.874016,0.000000,12.021376,23.029895,0.985587,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455190,2020-09-30 08:39:50,51.524601,5.867249,72.758025,39.486965,0.000000,13.518698,22.985710,0.999935,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455190,2020-09-30 08:39:50,51.521174,5.864783,46.694672,67.611435,0.000000,12.035814,23.093244,0.988470,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455192,2020-09-30 08:39:52,51.524658,5.867481,74.315704,46.582180,0.000000,13.203066,22.939096,0.999838,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455192,2020-09-30 08:39:52,51.521246,5.864993,48.100763,65.223473,0.000000,12.251906,23.382490,0.990775,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455193,2020-09-30 08:39:53,51.524663,5.867752,75.846316,57.698097,0.000000,12.640255,22.894164,0.999573,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455193,2020-09-30 08:39:53,51.521323,5.865199,49.472755,62.661438,0.000000,12.330021,23.391878,0.992619,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455194,2020-09-30 08:39:54,51.524663,5.867752,75.846316,57.698097,0.000000,12.640255,22.894164,0.999573,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455194,2020-09-30 08:39:54,51.521391,5.865411,50.877583,62.831963,0.000000,12.522566,23.317099,0.994095,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455196,2020-09-30 08:39:56,51.524663,5.867752,75.846316,57.698097,0.000000,12.640255,22.894164,0.999573,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455196,2020-09-30 08:39:56,51.521450,5.865623,52.268031,63.939392,0.000000,12.467086,23.398884,0.995276,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455197,2020-09-30 08:39:57,51.525008,5.868270,79.467883,48.735443,0.000000,13.072487,22.846484,0.951348,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455197,2020-09-30 08:39:57,51.521517,5.865827,53.615214,63.142082,0.000000,12.278213,23.340083,0.996221,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455198,2020-09-30 08:39:58,51.525008,5.868270,79.467883,48.735443,0.000000,13.072487,22.846484,0.951348,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455198,2020-09-30 08:39:58,51.521575,5.866036,55.020957,64.105621,0.000000,12.232929,23.329906,0.996976,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455200,2020-09-30 08:40:00,51.525118,5.868725,82.267795,55.395969,0.000000,12.751586,22.794520,0.945205,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455200,2020-09-30 08:40:00,51.521613,5.866247,56.436190,66.991608,0.000000,12.034073,23.397343,0.997577,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1601455201,2020-09-30 08:40:01,51.525364,5.868757,84.123700,40.128399,0.000000,13.151292,22.759500,0.951805,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455201,2020-09-30 08:40:01,51.521654,5.866456,57.822645,68.407227,0.000000,11.899445,23.491738,0.998061,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455202,2020-09-30 08:40:02,51.525364,5.868757,84.123700,40.128399,0.000000,13.151292,22.759500,0.951805,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455202,2020-09-30 08:40:02,51.521707,5.866668,59.230070,68.466553,0.000000,12.013737,23.816300,0.998449,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455204,2020-09-30 08:40:04,51.525364,5.868757,84.123700,40.128399,0.000000,13.151292,22.759500,0.951805,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455204,2020-09-30 08:40:04,51.521759,5.866878,60.701601,68.442886,0.000000,11.994955,24.145130,0.998759,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455205,2020-09-30 08:40:05,51.525364,5.868757,84.123700,40.128399,0.000000,13.151292,22.759500,0.951805,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455205,2020-09-30 08:40:05,51.521823,5.867084,62.190911,66.698097,0.000000,12.018802,24.157036,0.999007,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455206,2020-09-30 08:40:06,51.525364,5.868757,84.123700,40.128399,0.000000,13.151292,22.759500,0.951805,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455206,2020-09-30 08:40:06,51.521870,5.867294,63.641035,67.756248,0.000000,11.947923,24.131111,0.999205,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455207,2020-09-30 08:40:07,51.525364,5.868757,84.123700,40.128399,0.000000,13.151292,22.759500,0.951805,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455207,2020-09-30 08:40:07,51.521908,5.867506,65.049060,69.416695,0.000000,11.871899,24.048492,0.999364,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455209,2020-09-30 08:40:09,51.525364,5.868757,84.123700,40.128399,0.000000,13.151292,22.759500,0.951805,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455209,2020-09-30 08:40:09,51.521888,5.867732,66.453146,76.741806,0.000000,11.720266,23.949325,0.999459,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455210,2020-09-30 08:40:10,51.525364,5.868757,84.123700,40.128399,0.000000,13.151292,22.759500,0.951805,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455210,2020-09-30 08:40:10,51.521855,5.867976,67.949438,84.464241,0.000000,12.405128,23.845328,0.999372,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455211,2020-09-30 08:40:11,51.525364,5.868757,84.123700,40.128399,0.000000,13.151292,22.759500,0.951805,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455211,2020-09-30 08:40:11,51.521922,5.868171,69.298667,77.588913,0.000000,11.314470,23.743640,0.999355,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455213,2020-09-30 08:40:13,51.521975,5.868380,70.698622,74.615334,0.000000,11.654297,23.658619,0.999469,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455214,2020-09-30 08:40:14,51.522098,5.868579,72.129127,64.613518,0.000000,12.269294,23.559354,0.999425,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455215,2020-09-30 08:40:15,51.522098,5.868579,72.129127,64.613518,0.000000,12.269294,23.559354,0.999425,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455217,2020-09-30 08:40:17,51.522098,5.868579,72.129127,64.613518,0.000000,12.269294,23.559354,0.999425,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455218,2020-09-30 08:40:18,51.522098,5.868579,72.129127,64.613518,0.000000,12.269294,23.559354,0.999425,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455219,2020-09-30 08:40:19,51.522098,5.868579,72.129127,64.613518,0.000000,12.269294,23.559354,0.999425,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455221,2020-09-30 08:40:21,51.522098,5.868579,72.129127,64.613518,0.000000,12.269294,23.559354,0.999425,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455222,2020-09-30 08:40:22,51.522098,5.868579,72.129127,64.613518,0.000000,12.269294,23.559354,0.999425,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455223,2020-09-30 08:40:23,51.522098,5.868579,72.129127,64.613518,0.000000,12.269294,23.559354,0.999425,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455225,2020-09-30 08:40:25,51.522098,5.868579,72.129127,64.613518,0.000000,12.269294,23.559354,0.999425,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1601455226,2020-09-30 08:40:26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601455227,2020-09-30 08:40:27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,51.521286,5.858506,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601455227,2020-09-30 08:40:27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601455228,2020-09-30 08:40:28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601455230,2020-09-30 08:40:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601455231,2020-09-30 08:40:31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601455232,2020-09-30 08:40:32,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601455234,2020-09-30 08:40:34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601455235,2020-09-30 08:40:35,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1601455236,2020-09-30 08:40:36,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
