,total in seconds,datetime(utc),Diana_time,DianaSensorPosition_latitude_deg,DianaSensorPosition_longitude_deg,DianaSensorPosition_altitude_m,DianaTargets_band,DianaTarget_ID,DianaTargetsTargetSignal_snr_dB,DianaTargetsTargetSignal_bearing_deg,DianaTargetsTargetSignal_range_m,DianaTargetsTargetClassification_score,channels,DianaTarget_Aircraft,DianaTarget_Controller,DianaTarget_None,DianaClasssification_Unknown,DianaClasssification_DJI-MAVIC-PRO-PLATINUM,DianaClasssification_Wifi-Bluetooth,DianaClasssification_DJI-MAVIC-2-PRO,DianaClasssification_DJI-Phantom-4F,DianaClasssification_Parrot-ANAFI,DianaClasssification_DJI-Phantom-4E,DianaClasssification_SPEKTRUM-DX5e,DianaClasssification_SYMA-X8HW,DianaClasssification_DJI-MAVIC-AIR,DianaClasssification_None,DianaClasssification_VISUO-Zen
13,1601455148,2020-09-30 08:39:08,738064.4,51.519137,5.857951,31.0,1.0,1001.0,16.221166,45.699081,275.0,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,1601455150,2020-09-30 08:39:10,738064.4,51.519137,5.857951,31.0,2.0,1000.0,15.692761,92.434341,292.0,0.766667,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
15,1601455150,2020-09-30 08:39:10,0.0,0.0,0.0,0.0,0.0,0.0,14.706517000000002,92.434341,327.0,0.166667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16,1601455150,2020-09-30 08:39:10,0.0,0.0,0.0,0.0,0.0,16000.0,13.960971,92.434341,356.0,0.466667,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
17,1601455153,2020-09-30 08:39:13,738064.4,51.519137,5.857951,31.0,3.0,1001.0,15.431321,44.015357,301.0,0.5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,1601455153,2020-09-30 08:39:13,0.0,0.0,0.0,0.0,0.0,0.0,15.685232999999998,44.015357,292.0,0.207304,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19,1601455153,2020-09-30 08:39:13,0.0,0.0,0.0,0.0,0.0,0.0,9.141133,44.015357,621.0,0.198234,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20,1601455156,2020-09-30 08:39:16,738064.4,51.519137,5.857951,31.0,1.0,1000.0,26.902343,93.633927,80.0,0.766667,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
21,1601455156,2020-09-30 08:39:16,0.0,0.0,0.0,0.0,0.0,1000.0,25.897924,93.633927,90.0,0.465138,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,1601455156,2020-09-30 08:39:16,0.0,0.0,0.0,0.0,0.0,1000.0,24.625588,93.633927,104.0,0.4647439999999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23,1601455159,2020-09-30 08:39:19,738064.4,51.519137,5.857951,31.0,2.0,0.0,20.994486,90.808356,158.0,0.263954,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24,1601455159,2020-09-30 08:39:19,0.0,0.0,0.0,0.0,0.0,0.0,20.256126,90.808356,172.0,0.3823760000000001,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25,1601455159,2020-09-30 08:39:19,0.0,0.0,0.0,0.0,0.0,0.0,13.608424,90.808356,371.0,0.16446,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26,1601455161,2020-09-30 08:39:21,738064.4,51.519137,5.857951,31.0,3.0,0.0,15.425548999999998,81.989079,301.0,0.266667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
27,1601455161,2020-09-30 08:39:21,0.0,0.0,0.0,0.0,0.0,1001.0,10.364083,81.989079,539.0,0.566667,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,1601455165,2020-09-30 08:39:25,0.0,0.0,0.0,0.0,0.0,0.0,16.095944,95.479384,279.0,0.258058,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
29,1601455165,2020-09-30 08:39:25,738064.4,51.519137,5.857951,31.0,1.0,16000.0,17.812333,95.479384,229.0,0.533333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30,1601455165,2020-09-30 08:39:25,0.0,0.0,0.0,0.0,0.0,0.0,15.984369,95.479384,282.0,0.3314,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
31,1601455168,2020-09-30 08:39:28,0.0,0.0,0.0,0.0,0.0,0.0,15.081052,93.2854,313.0,0.297821,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32,1601455168,2020-09-30 08:39:28,738064.4,51.519137,5.857951,31.0,2.0,1000.0,17.518388,93.2854,236.0,0.466667,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
33,1601455168,2020-09-30 08:39:28,0.0,0.0,0.0,0.0,0.0,0.0,14.772229,93.2854,325.0,0.245943,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
34,1601455171,2020-09-30 08:39:31,0.0,0.0,0.0,0.0,0.0,1000.0,11.384282,79.473588,480.0,0.833333,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35,1601455171,2020-09-30 08:39:31,738064.4,51.519137,5.857951,31.0,3.0,0.0,12.277133,79.473588,433.0,0.254053,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
36,1601455174,2020-09-30 08:39:34,0.0,0.0,0.0,0.0,0.0,16000.0,19.283087,96.693671,193.0,0.466667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
37,1601455174,2020-09-30 08:39:34,0.0,0.0,0.0,0.0,0.0,0.0,18.839637,96.693671,203.0,0.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38,1601455174,2020-09-30 08:39:34,738064.4,51.519137,5.857951,31.0,1.0,1000.0,20.712357,96.693671,164.0,0.466667,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
39,1601455176,2020-09-30 08:39:36,738064.4,51.519137,5.857951,31.0,2.0,0.0,16.352945000000002,90.234938,270.0,0.245348,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
40,1601455176,2020-09-30 08:39:36,0.0,0.0,0.0,0.0,0.0,0.0,11.09857,90.234938,496.0,0.4333329999999999,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
41,1601455180,2020-09-30 08:39:40,738064.4,51.519137,5.857951,31.0,3.0,0.0,8.198411,20.502621,692.0,0.3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
42,1601455180,2020-09-30 08:39:40,0.0,0.0,0.0,0.0,0.0,0.0,13.359193,20.502621,382.0,0.268124,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,1601455180,2020-09-30 08:39:40,0.0,0.0,0.0,0.0,0.0,0.0,13.060119,20.502621,395.0,0.24609,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
44,1601455183,2020-09-30 08:39:43,738064.4,51.519137,5.857951,31.0,1.0,0.0,18.089,95.594249,221.0,0.2333329999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
45,1601455183,2020-09-30 08:39:43,0.0,0.0,0.0,0.0,0.0,0.0,17.234917000000006,95.594249,244.0,0.324783,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
46,1601455183,2020-09-30 08:39:43,0.0,0.0,0.0,0.0,0.0,0.0,17.034955,95.594249,250.0,0.328763,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
47,1601455185,2020-09-30 08:39:45,738064.4,51.519137,5.857951,31.0,2.0,0.0,7.446105,89.166013,755.0,0.205888,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
48,1601455189,2020-09-30 08:39:49,738064.4,51.519137,5.857951,31.0,3.0,0.0,14.399766,28.956273,339.0,0.333333,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49,1601455189,2020-09-30 08:39:49,0.0,0.0,0.0,0.0,0.0,0.0,12.667602,28.956273,414.0,0.4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50,1601455189,2020-09-30 08:39:49,0.0,0.0,0.0,0.0,0.0,1000.0,9.487488,28.956273,597.0,0.6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
51,1601455192,2020-09-30 08:39:52,738064.4,51.519137,5.857951,31.0,1.0,0.0,14.119803,96.52163,350.0,0.245348,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,1601455192,2020-09-30 08:39:52,0.0,0.0,0.0,0.0,0.0,0.0,14.017945999999998,96.52163,354.0,0.332517,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,1601455192,2020-09-30 08:39:52,0.0,0.0,0.0,0.0,0.0,0.0,14.017422,96.52163,354.0,0.340256,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54,1601455195,2020-09-30 08:39:55,738064.4,51.519137,5.857951,31.0,2.0,0.0,13.613129999999998,81.29216,371.0,0.193071,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
55,1601455195,2020-09-30 08:39:55,0.0,0.0,0.0,0.0,0.0,0.0,9.293318,81.29216,610.0,0.1960839999999999,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
56,1601455195,2020-09-30 08:39:55,0.0,0.0,0.0,0.0,0.0,0.0,8.746986,81.29216,650.0,0.174339,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
57,1601455198,2020-09-30 08:39:58,0.0,0.0,0.0,0.0,0.0,0.0,14.871726,23.835435,321.0,0.19819,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
58,1601455198,2020-09-30 08:39:58,0.0,0.0,0.0,0.0,0.0,0.0,15.470449,23.835435,299.0,0.222984,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
59,1601455198,2020-09-30 08:39:58,738064.4,51.519137,5.857951,31.0,3.0,1000.0,11.694946,23.835435,463.0,0.533333,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
60,1601455201,2020-09-30 08:40:01,738064.4,51.519137,5.857951,31.0,1.0,1000.0,12.656409,93.898614,414.0,0.533333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
61,1601455201,2020-09-30 08:40:01,0.0,0.0,0.0,0.0,0.0,0.0,11.699286,93.898614,462.0,0.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
62,1601455201,2020-09-30 08:40:01,0.0,0.0,0.0,0.0,0.0,0.0,9.619794,93.898614,588.0,0.432517,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
63,1601455204,2020-09-30 08:40:04,738064.4,51.519137,5.857951,31.0,2.0,0.0,15.927677,80.246891,284.0,0.1922569999999999,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
64,1601455204,2020-09-30 08:40:04,0.0,0.0,0.0,0.0,0.0,0.0,12.393781,80.246891,427.0,0.266667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
65,1601455204,2020-09-30 08:40:04,0.0,0.0,0.0,0.0,0.0,0.0,14.536882,80.246891,333.0,0.366667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
66,1601455207,2020-09-30 08:40:07,0.0,0.0,0.0,0.0,0.0,16000.0,16.774635999999994,17.903039,258.0,0.5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
67,1601455207,2020-09-30 08:40:07,0.0,0.0,0.0,0.0,0.0,0.0,14.239988,17.903039,345.0,0.266667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
68,1601455207,2020-09-30 08:40:07,738064.4,51.519137,5.857951,31.0,3.0,16000.0,18.553209,17.903039,210.0,0.533333,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
69,1601455210,2020-09-30 08:40:10,738064.4,51.519137,5.857951,31.0,1.0,0.0,15.558744,94.371896,296.0,0.233116,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
70,1601455210,2020-09-30 08:40:10,0.0,0.0,0.0,0.0,0.0,0.0,15.199343,94.371896,309.0,0.264961,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
71,1601455210,2020-09-30 08:40:10,0.0,0.0,0.0,0.0,0.0,0.0,14.656813,94.371896,329.0,0.319813,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
72,1601455213,2020-09-30 08:40:13,738064.4,51.519137,5.857951,31.0,2.0,1001.0,16.991587,86.988242,251.0,0.4333329999999999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,1601455213,2020-09-30 08:40:13,0.0,0.0,0.0,0.0,0.0,0.0,16.850604,86.988242,255.0,0.296558,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
74,1601455213,2020-09-30 08:40:13,0.0,0.0,0.0,0.0,0.0,0.0,16.072441,86.988242,279.0,0.363331,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
75,1601455216,2020-09-30 08:40:16,0.0,0.0,0.0,0.0,0.0,0.0,8.090026,44.964732,701.0,0.2000549999999999,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
76,1601455216,2020-09-30 08:40:16,738064.4,51.519137,5.857951,31.0,3.0,1001.0,10.740504,44.964732,517.0,0.5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77,1601455216,2020-09-30 08:40:16,0.0,0.0,0.0,0.0,0.0,0.0,15.084155,44.964732,313.0,0.4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
78,1601455219,2020-09-30 08:40:19,0.0,0.0,0.0,0.0,0.0,0.0,15.03314,96.043539,315.0,0.33951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
79,1601455219,2020-09-30 08:40:19,738064.4,51.519137,5.857951,31.0,1.0,1000.0,18.343491,96.043539,215.0,0.466667,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
80,1601455219,2020-09-30 08:40:19,0.0,0.0,0.0,0.0,0.0,0.0,16.294501999999998,96.043539,272.0,0.4333329999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
81,1601455222,2020-09-30 08:40:22,738064.4,51.519137,5.857951,31.0,2.0,0.0,14.397479,83.683624,339.0,0.266667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
82,1601455222,2020-09-30 08:40:22,0.0,0.0,0.0,0.0,0.0,0.0,15.486425,83.683624,299.0,0.312197,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
83,1601455222,2020-09-30 08:40:22,0.0,0.0,0.0,0.0,0.0,0.0,14.215424,83.683624,346.0,0.382614,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
84,1601455225,2020-09-30 08:40:25,738064.4,51.519137,5.857951,31.0,3.0,1001.0,14.230089,42.116687,345.0,0.5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,1601455225,2020-09-30 08:40:25,0.0,0.0,0.0,0.0,0.0,0.0,15.282884,42.116687,306.0,0.206192,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
86,1601455225,2020-09-30 08:40:25,0.0,0.0,0.0,0.0,0.0,0.0,11.868447,42.116687,454.0,0.2333329999999999,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
87,1601455228,2020-09-30 08:40:28,0.0,0.0,0.0,0.0,0.0,0.0,13.512045,96.795806,375.0,0.418573,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
88,1601455228,2020-09-30 08:40:28,0.0,0.0,0.0,0.0,0.0,0.0,13.453176,96.795806,378.0,0.2427840000000001,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
89,1601455228,2020-09-30 08:40:28,738064.4,51.519137,5.857951,31.0,1.0,0.0,13.590478,96.795806,372.0,0.391902,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
90,1601455231,2020-09-30 08:40:31,738064.4,51.519137,5.857951,31.0,2.0,1001.0,12.643152,14.515819,415.0,0.466667,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,1601455231,2020-09-30 08:40:31,0.0,0.0,0.0,0.0,0.0,0.0,14.709756,14.515819,327.0,0.331628,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
92,1601455231,2020-09-30 08:40:31,0.0,0.0,0.0,0.0,0.0,0.0,9.908789,14.515819,568.0,0.296817,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
93,1601455234,2020-09-30 08:40:34,738064.4,51.519137,5.857951,31.0,3.0,1.0,14.808994,44.004655,323.0,0.366667,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,1601455234,2020-09-30 08:40:34,0.0,0.0,0.0,0.0,0.0,0.0,15.359198999999998,44.004655,303.0,0.2194559999999999,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
95,1601455234,2020-09-30 08:40:34,0.0,0.0,0.0,0.0,0.0,0.0,8.61552,44.004655,660.0,0.220347,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
96,1601455237,2020-09-30 08:40:37,0.0,0.0,0.0,0.0,0.0,0.0,13.636126999999998,16.901084,370.0,0.330898,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
97,1601455237,2020-09-30 08:40:37,738064.4,51.519137,5.857951,31.0,1.0,0.0,14.79422,16.901084,324.0,0.188594,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
98,1601455237,2020-09-30 08:40:37,0.0,0.0,0.0,0.0,0.0,0.0,14.178120000000002,16.901084,348.0,0.4333329999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
99,1601455240,2020-09-30 08:40:40,0.0,0.0,0.0,0.0,0.0,0.0,14.426502,16.598709,338.0,0.217277,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100,1601455240,2020-09-30 08:40:40,738064.4,51.519137,5.857951,31.0,2.0,1001.0,13.671732,16.598709,368.0,0.533333,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101,1601455240,2020-09-30 08:40:40,0.0,0.0,0.0,0.0,0.0,0.0,17.655054999999994,16.598709,233.0,0.252538,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
102,1601455243,2020-09-30 08:40:43,738064.4,51.519137,5.857951,31.0,3.0,1001.0,14.567022,43.330547,332.0,0.566667,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103,1601455243,2020-09-30 08:40:43,0.0,0.0,0.0,0.0,0.0,1.0,15.232585999999998,43.330547,308.0,0.366667,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,1601455246,2020-09-30 08:40:46,738064.4,51.519137,5.857951,31.0,1.0,1000.0,21.080153,95.808326,157.0,0.566667,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
105,1601455246,2020-09-30 08:40:46,0.0,0.0,0.0,0.0,0.0,1000.0,22.969475,95.808326,126.0,0.833333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
106,1601455246,2020-09-30 08:40:46,0.0,0.0,0.0,0.0,0.0,0.0,17.571033,95.808326,235.0,0.337706,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
107,1601455249,2020-09-30 08:40:49,738064.4,51.519137,5.857951,31.0,2.0,1000.0,26.216478,92.39165,87.0,0.833333,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
108,1601455249,2020-09-30 08:40:49,0.0,0.0,0.0,0.0,0.0,0.0,24.658825,92.39165,104.0,0.436638,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
109,1601455252,2020-09-30 08:40:52,738064.4,51.519137,5.857951,31.0,3.0,1001.0,21.208798,15.985157999999998,154.0,0.5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110,1601455252,2020-09-30 08:40:52,0.0,0.0,0.0,0.0,0.0,0.0,26.353024,15.985157999999998,85.0,0.29819,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
111,1601455252,2020-09-30 08:40:52,0.0,0.0,0.0,0.0,0.0,0.0,14.524009,15.985157999999998,334.0,0.20271,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
112,1601455255,2020-09-30 08:40:55,0.0,0.0,0.0,0.0,0.0,16000.0,24.389928,17.892093,107.0,0.533333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
113,1601455255,2020-09-30 08:40:55,738064.4,51.519137,5.857951,31.0,1.0,0.0,25.016178,17.892093,99.0,0.2333329999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
114,1601455255,2020-09-30 08:40:55,0.0,0.0,0.0,0.0,0.0,1001.0,16.510118,17.892093,266.0,0.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,1601455263,2020-09-30 08:41:03,0.0,0.0,0.0,0.0,0.0,1001.0,17.064002,14.473646,249.0,0.5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116,1601455263,2020-09-30 08:41:03,0.0,0.0,0.0,0.0,0.0,0.0,23.333603,14.473646,121.0,0.4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
117,1601455263,2020-09-30 08:41:03,738064.4,51.519137,5.857951,31.0,3.0,0.0,25.184045,14.473646,98.0,0.333333,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
118,1601455266,2020-09-30 08:41:06,0.0,0.0,0.0,0.0,0.0,0.0,10.978098,97.318552,503.0,0.336901,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
119,1601455266,2020-09-30 08:41:06,738064.4,51.519137,5.857951,31.0,1.0,0.0,29.11546,97.318552,62.0,0.268524,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
120,1601455266,2020-09-30 08:41:06,0.0,0.0,0.0,0.0,0.0,1001.0,11.226863,97.318552,488.0,0.466667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,1601455269,2020-09-30 08:41:09,738064.4,51.519137,5.857951,31.0,2.0,0.0,26.187182,91.396996,87.0,0.199472,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
122,1601455269,2020-09-30 08:41:09,0.0,0.0,0.0,0.0,0.0,0.0,22.448268,91.396996,134.0,0.3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123,1601455269,2020-09-30 08:41:09,0.0,0.0,0.0,0.0,0.0,1000.0,15.281811,91.396996,306.0,0.833333,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
124,1601455272,2020-09-30 08:41:12,738064.4,51.519137,5.857951,31.0,3.0,0.0,22.052879,18.374642,140.0,0.259179,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
125,1601455272,2020-09-30 08:41:12,0.0,0.0,0.0,0.0,0.0,0.0,22.387222,18.374642,135.0,0.311378,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
126,1601455272,2020-09-30 08:41:12,0.0,0.0,0.0,0.0,0.0,0.0,27.280395,18.374642,77.0,0.363954,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
127,1601455275,2020-09-30 08:41:15,0.0,0.0,0.0,0.0,0.0,0.0,25.618236,95.685397,93.0,0.317077,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
128,1601455275,2020-09-30 08:41:15,0.0,0.0,0.0,0.0,0.0,0.0,21.041467,95.685397,157.0,0.266667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
129,1601455275,2020-09-30 08:41:15,738064.4,51.519137,5.857951,31.0,1.0,0.0,21.526171,95.685397,149.0,0.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
130,1601455278,2020-09-30 08:41:18,738064.4,51.519137,5.857951,31.0,2.0,0.0,23.128504,26.907407,124.0,0.222984,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
131,1601455278,2020-09-30 08:41:18,0.0,0.0,0.0,0.0,0.0,0.0,18.853386,26.907407,203.0,0.19819,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
132,1601455278,2020-09-30 08:41:18,0.0,0.0,0.0,0.0,0.0,0.0,19.365458,26.907407,191.0,0.189071,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
133,1601455281,2020-09-30 08:41:21,738064.4,51.519137,5.857951,31.0,3.0,1001.0,17.779849,18.172,229.0,0.6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,1601455281,2020-09-30 08:41:21,0.0,0.0,0.0,0.0,0.0,0.0,25.754664,18.172,91.0,0.290623,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
