,datetime(utc),total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity
26,2020-09-29 13:44:15,1601387055.0,,39251.5,-10.550995508333335,2513.3657803533333,2.793948078333333,94.72330883166667,,51.52168197771241,5.869844713986929,92.67479717078432,115.01828172816994,-2.5719431326797384,8.918226708104575,-32.09826759888889,0.41773036509803924,,,,,,,,
27,2020-09-29 13:44:16,1601387056.0,,41243.769230769234,-3.772375840384615,2243.4683086684618,4.6705371207692306,77.85585147461538,,51.52168839442029,5.869639864275363,91.81634094043478,113.06455899347827,-2.587707311521739,9.069324825072465,-32.132411321014494,0.44358164384057974,,,,,,,,
28,2020-09-29 13:44:17,1601387057.0,,41454.0,-6.74829865,704.33770752,0.0897426,-99.63281596,,51.52169645740741,5.86965769837037,90.55306875496296,108.378295796,-2.739909285851852,9.006493213407408,-32.14493572111111,0.43978765837037037,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
29,2020-09-29 13:44:18,1601387058.0,,41489.125,0.3884339331250001,3068.77141571125,4.82419598,73.4410890925,,51.52169561984,5.86960367856,85.04805456695999,116.4017266276,-2.90240968744,9.16185561824,-32.0768240356,0.46987338656,,,,,,,,
30,2020-09-29 13:44:19,1601387059.0,,40160.444444444445,-8.31269243111111,2950.9028523755555,4.257695892222222,116.51640587555556,,51.52167473179687,5.869588137890625,88.265401645625,118.17821530265626,-3.2558412928906253,9.156966813359375,-32.16668543234375,0.462975699140625,,,,,,,,
31,2020-09-29 13:44:20,1601387060.0,,41646.0,0.3917554216666666,2871.526133221667,2.676441465,59.56851983666667,,51.521636353134326,5.869547008507463,89.35023968089551,119.83538554716418,-4.6617914911940295,9.367003221268657,-32.24231728544776,0.4526219102238806,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
32,2020-09-29 13:44:21,1601387061.0,,40539.857142857145,-5.7728304178571435,2984.6453072692857,-0.09296379357142863,94.99862471928573,,51.52157735192593,5.869527558148149,87.45913351933334,123.20089860533332,-4.75128899037037,9.594395271111111,-32.11406447822222,0.45874922385185185,,,,,,,,
33,2020-09-29 13:44:22,1601387062.0,,40675.0,-11.78762817,648.0043335,0.79966409,-98.44406869,,51.52154799219697,5.869551468636364,82.94642879507575,123.58978449583333,-5.469947374318181,9.446192460833332,-31.870971940151513,0.46541098356060606,,,,,,,,
34,2020-09-29 13:44:23,1601387063.0,,41017.07142857143,-8.287439619285715,2595.407435826429,-5.50024974,116.47330944,,51.52157595885714,5.869629611928572,82.78842300678572,122.49532475128571,-6.064885540714286,9.31429880092857,-31.790896960999998,0.44691915807142857,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
35,2020-09-29 13:44:24,1601387064.0,,42985.15,-25.16112565975,318.01439137425,-5.290074816500001,142.79830516125,,51.52158961297101,5.869762361594203,83.77352183282609,121.1961969710145,-4.558151677536232,9.183814268333332,-31.731272490362315,0.4439767231884058,,,,,,,,
36,2020-09-29 13:44:25,1601387065.0,,41621.291666666664,-7.009188970833333,2685.591293334583,-5.47490504,116.47330944,,51.52156914134751,5.869765725248227,82.9713570331915,122.05113880368795,-6.043316406950354,8.982418234184397,-31.6833984435461,0.4337597724113475,,,,,,,,
37,2020-09-29 13:44:26,1601387066.0,,43379.698113207545,-6.67289115,2044.380460919434,4.80691783264151,85.56764318924527,,51.52162591363636,5.8697559767832175,83.83563316804195,125.62971082433567,-5.278544433076923,8.92594923902098,-31.612309836713287,0.42597480622377626,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
38,2020-09-29 13:44:27,1601387067.0,,43077.5,-18.897441865,894.9718627950001,2.46455981,-3.0866624700000003,,51.52157052226027,5.869756485547945,81.97550636157534,129.15806797082192,-5.48544552890411,9.358799438219178,-30.92804812130137,0.4195081008219178,,,,,,,,
39,2020-09-29 13:44:28,1601387068.0,,,,,,,,51.521547866054426,5.869970591020408,85.5543744632653,126.91429621496599,-5.5926742561904765,9.461413428979592,-30.665310996326532,0.4055441345578231,,,,,,,,
40,2020-09-29 13:44:29,1601387069.0,,44331.0,-20.45767212,569.82055664,0.08310035,-95.48929576,,51.52149612012578,5.870072582767295,84.0167179455346,130.22234249119498,-5.846290328490566,9.500360602327044,-30.12025214157233,0.3832808562893082,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
41,2020-09-29 13:44:30,1601387070.0,,42615.0,-22.84189606,558.77124023,0.53938719,-94.55053484,,51.52147755169811,5.870040205031446,82.07143839918238,129.41939547679246,-5.221115817421383,9.69090163037736,-30.106375112704402,0.3801113928301887,,,,,,,,
42,2020-09-29 13:44:31,1601387071.0,,43274.0,-12.880699159999999,1819.8563232425,-3.9250873375,63.79748958,,51.5214275,5.869966778060606,78.12646718472728,131.5660895898182,-4.6031513961818185,9.919151504363636,-29.746844644606064,0.37241652751515153,,,,,,,,
43,2020-09-29 13:44:32,1601387072.0,,44794.142857142855,-5.202988106285714,2671.818894304857,4.083382320285715,39.91523886028571,,51.52146789392638,5.869949907546013,78.77594324349694,132.10077577693252,-3.5755256421472392,9.876051990981596,-29.848004300245396,0.38484253969325155,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
44,2020-09-29 13:44:33,1601387073.0,,,,,,,,51.52148093081761,5.869785628113208,79.3935547845283,129.72820263968552,-3.2484041596855344,10.089946984213835,-29.80249947144654,0.3871760678616352,,,,,,,,
45,2020-09-29 13:44:34,1601387074.0,,45994.5,-16.607494355,1437.353500365,-5.19928343,138.97330506,,51.5214821325974,5.869832322727272,79.81861005922079,132.24207333733767,-2.537179472662338,10.022961144870129,-29.70456145662338,0.40011945525974024,,,,,,,,
46,2020-09-29 13:44:35,1601387075.0,,46250.0,-17.12434387,504.96054077,1.35496567,-91.3910437,,51.521531404074075,5.869865259197531,79.28569691746914,132.2370338024074,-3.1005374446913576,9.776542876296297,-29.748465856111114,0.37953964049382716,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
47,2020-09-29 13:44:36,1601387076.0,,44096.0,-20.52052307,494.18896484,2.5336909,-91.10990884,,51.521564934561404,5.869791700935672,81.25745557567252,127.57638570403509,-3.5642281029239764,9.561042393157894,-30.059021464561404,0.37633491847953215,,,,,,,,
48,2020-09-29 13:44:37,1601387077.0,,44387.40540540541,-8.32028755027027,2958.069326864324,8.598182784594595,31.94875662837838,,51.521531552743895,5.869732805487804,80.32975277591463,124.55447798658537,-3.464689669329268,9.506283833963415,-30.01534327030488,0.3894946398780488,,,,,,,,
49,2020-09-29 13:44:38,1601387078.0,,46760.8,-5.70087261275,2869.5051433565,4.68117069225,86.44767066074999,,51.52159081477988,5.869644750754717,78.47826466396226,128.9629986237107,-2.241164820628931,9.400653569874214,-30.52101605471698,0.4075431564150943,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
50,2020-09-29 13:44:39,1601387079.0,,47043.0,-19.02168274,462.5352478,1.79756086,-89.10947115,,51.52157291463087,5.869384066644295,79.7160889681208,137.15893116731544,-2.0497035554362415,9.477859846711409,-30.862101561140936,0.43107482791946306,,,,,,,,
51,2020-09-29 13:44:40,1601387080.0,,45586.0,-21.51106453,1115.4220316400001,11.298102132499999,11.296961565000004,,51.52162161673469,5.869318259251701,80.67257736380952,125.69988096938776,-1.3453434279591834,9.280291647278911,-31.58628284673469,0.4416218828571429,,,,,,,,
52,2020-09-29 13:44:41,1601387081.0,,45344.166666666664,-0.46197891166666666,2731.3222198491662,4.1887616575,71.39237363666668,,51.52162455926667,5.869420049933333,83.05365484886667,125.97960586533334,0.6838455412000002,8.972081702266667,-31.78338045753333,0.4507816335333334,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
53,2020-09-29 13:44:42,1601387082.0,,45318.0,-6.7779007,431.52261353,0.80509318,-86.36232974,,51.521645118133335,5.869237560266667,86.65966758506667,124.85077474233333,0.6211296385333335,8.956471086466665,-32.32931724553334,0.44141778460000003,,,,,,,,
54,2020-09-29 13:44:43,1601387083.0,,45626.25,-8.385987281875,2432.859361648125,3.943249499375,78.537820045625,,51.52161502,5.869159434503311,87.38855606344372,129.1058830296689,-2.3387665515894036,8.816665760000001,-32.495079115827814,0.43827203437086093,,,,,,,,
55,2020-09-29 13:44:44,1601387084.0,,,,,,,,51.521602771118424,5.869327119407894,87.82148703855263,124.78307762578946,-1.8409477927631577,8.842422744736842,-32.707454957039474,0.43322021789473686,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
56,2020-09-29 13:44:45,1601387085.0,,48185.5,-5.606025695,2848.37463379,15.760680295,8.47331144,,51.52158153872483,5.869266301342282,89.1885960909396,125.8197727171141,-3.2550986484563755,8.716778802214765,-32.703059484026845,0.4389221991275168,,,,,,,,
57,2020-09-29 13:44:46,1601387086.0,,46525.0,-17.947790429787236,1174.67539556,22.150298462978725,3.494582572340425,,51.52156171266667,5.8693218428,88.36524475246667,126.549853452,-2.942614610133333,8.590922864466666,-32.573670145600005,0.44676190726666665,,,,,,,,
58,2020-09-29 13:44:47,1601387087.0,,48521.0,-16.36562347,382.10769653,4.71308751,-81.64854299,,51.52156028039216,5.8693456404575155,88.08830968300654,126.95913004411764,-2.3508049062745093,8.514300235490195,-32.65276618398693,0.4555628535947713,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
59,2020-09-29 13:44:48,1601387088.0,,47592.25,-17.4636748625,1493.6933631904167,10.95492884875,28.56679522458333,,51.52155227733766,5.869335829545454,87.16777628285715,130.97057085292207,-1.8889438759090906,8.85968681103896,-32.60852206837663,0.4702741194155844,,,,,,,,
60,2020-09-29 13:44:49,1601387089.0,,47087.833333333336,3.4679883300000003,3804.370335896667,-4.237514995000001,110.10700808166666,,51.52154638552147,5.869231339386503,88.0843725819632,126.07974743276074,-2.496767852883435,8.954674012453989,-32.64877211668711,0.4540128028220859,,,,,,,,
61,2020-09-29 13:44:50,1601387090.0,,48224.12359550562,-6.1119917107865165,2504.022541860899,12.710522258089888,51.0884162441573,,51.521552377333336,5.869244448121212,87.18399397084848,119.33647417454544,-1.677408551090909,8.955818327575757,-32.75004917490909,0.4522226495757576,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
62,2020-09-29 13:44:51,1601387091.0,,49421.535211267605,-0.7800659394366198,2529.3877292685916,24.136028930985916,-10.644763827605635,,51.52154802601227,5.869248397607362,87.53878214527607,121.6502659497546,-2.1313553568711656,9.065990763496933,-32.68442680521472,0.45622616478527606,,,,,,,,
63,2020-09-29 13:44:52,1601387092.0,,47383.0,-21.44870758,335.83865356,2.03222354,-75.19686707,,51.52151334715151,5.8693022094545455,89.45027470769696,120.74897892563637,-2.3319447763030303,8.776784143575757,-32.72239273545455,0.4340661872727273,,,,,,,,
64,2020-09-29 13:44:53,1601387093.0,,50429.0,-19.90776825,327.46929932,1.97239001,-73.72315735,,51.521510551111106,5.869353059259259,87.53911113493827,123.66466778117284,-2.556416996296296,9.116691572592593,-32.87179756160494,0.4525961401234568,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
65,2020-09-29 13:44:54,1601387094.0,,,,,,,,51.52151394840764,5.869407085796178,86.85876296197452,122.03767853464969,-2.1730977177070065,9.12953302031847,-32.754112899808916,0.4624516482165605,,,,,,,,
66,2020-09-29 13:44:55,1601387095.0,,48814.13114754098,-3.9260481536065575,2729.319638612459,9.692438379180327,64.85639179344263,,51.52156516117647,5.8695310430065355,87.44701625895425,118.15397808856208,-2.454268514248366,9.072436619346405,-32.57053048640523,0.44545084333333335,,,,,,,,
67,2020-09-29 13:44:56,1601387096.0,,49168.606837606836,-8.542289147179487,2163.7253410147864,27.55929273025641,1.7330656385470071,,51.52161430460526,5.869549564013158,87.781473115,125.15902005855263,-1.5946946536842104,8.927448907763159,-32.60916765138158,0.45251646921052635,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
68,2020-09-29 13:44:57,1601387097.0,,51270.0,-10.30825806,300.43719482,1.25231561,-68.17988985,,51.52157325033112,5.869596062450331,88.72198251476821,122.50925130682118,-1.2583425735099336,8.693241087417219,-32.71626716291391,0.45436619880794704,,,,,,,,
69,2020-09-29 13:44:58,1601387098.0,,50552.333333333336,-2.491727193333334,3028.6194152833336,-2.9426097700000002,67.03346068,,51.52157400951389,5.869732610069445,90.78030843826389,118.17793651020833,-1.6908347961805554,8.779083092847223,-32.65209590097223,0.44267544951388893,,,,,,,,
70,2020-09-29 13:44:59,1601387099.0,,51698.0,-15.10055542,298.75085449,1.37989149,-67.64677209,,51.52153936333333,5.869788139319728,91.61668517095238,124.09431062687075,-2.309684718163265,8.613943862244898,-32.53250656673469,0.42774122782312923,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
71,2020-09-29 13:45:00,1601387100.0,,49728.11111111111,-6.697649976888889,2374.8758551704445,15.738686686000001,33.968229092222224,,51.52155198602837,5.8698292460283685,91.69690266929078,129.077714559078,-3.2406253475886526,8.407234912269503,-32.58959509148936,0.4395155473758865,,,,,,,,
72,2020-09-29 13:45:01,1601387101.0,,50533.890410958906,-15.541361142739726,1461.1887959521919,16.35224226150685,24.812041942876714,,51.521557371538464,5.869848744195804,91.22371831986014,121.33576097783218,-3.116384926223776,8.693228388251748,-32.62020332510489,0.4413654653146853,,,,,,,,
73,2020-09-29 13:45:02,1601387102.0,,49385.0,-7.94792175,299.33218384,1.56625597,-67.66914659999999,,51.52157346007247,5.869853774637681,93.16918444326086,126.14279629318841,-2.2376459585507247,8.493910893405797,-32.543481135942024,0.4454696150724638,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
74,2020-09-29 13:45:03,1601387103.0,,52574.0,-29.83598328,301.62875366,-0.04016589,-65.73993389,,51.52159082489209,5.8698715027338135,91.96847028474821,125.74732980417265,-3.0446617638848923,8.727808621223021,-32.2335701542446,0.4450976910791367,,,,,,,,
75,2020-09-29 13:45:04,1601387104.0,,52433.454545454544,-13.177662242727273,1696.13902144,4.650892012727272,75.16882679181818,,51.52159265232394,5.869974275774648,90.21960610570423,128.88089971788733,-2.886986440422535,8.676275522394366,-31.990482572394367,0.43652256091549296,,,,,,,,
76,2020-09-29 13:45:05,1601387105.0,,52895.0,-16.67047882,303.65563965,1.38209283,-68.66733642,,51.52156170241135,5.869943994822695,90.88565975609929,127.3886499670213,-2.0032619408510643,8.760150481985814,-31.91810816262411,0.4491701790070922,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
77,2020-09-29 13:45:06,1601387106.0,,52626.333333333336,2.176438648333333,3725.9292551666663,33.300278805000005,92.9239256,,51.521560009999995,5.869804463582089,91.09443567119403,124.93099866985075,-3.634018786119403,8.854809604552239,-31.753521421343283,0.4532227788059701,,,,,,,,
78,2020-09-29 13:45:07,1601387107.0,,53315.0,-15.50917816,313.17248535,1.51583029,-71.49148769,,51.521543887593985,5.869799438496241,90.92249936278195,124.43858928909776,-3.8682654802255643,8.832794866917293,-31.83864080120301,0.4477830666165413,,,,,,,,
79,2020-09-29 13:45:08,1601387108.0,,50183.0,-17.43675995,319.37341309,1.36904984,-72.58850417,,51.521528735846154,5.8697457972307685,90.07257957092308,118.37471900153847,-6.070631841461538,8.807314292923078,-31.86767669115385,0.459529638,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
80,2020-09-29 13:45:09,1601387109.0,,53670.5,-32.93681844166667,285.99573262666667,14.323562138333331,-30.540092928333333,,51.52151731484615,5.869688452923077,86.26703198476923,121.92737868169232,-6.466258722692308,8.79737217776923,-32.05833259023077,0.4685969660769231,,,,,,,,
81,2020-09-29 13:45:10,1601387110.0,,50410.0,-19.30008698,333.82067871,1.47094773,-75.78484003,,51.52151963661539,5.869814861923077,86.72687897423076,124.53594523392307,-6.1285102700000005,8.378032484461539,-32.03740058361539,0.4619209607692308,,,,,,,,
82,2020-09-29 13:45:11,1601387111.0,,53935.0,-26.43270111,342.19396973,0.7320522,-72.48006324,,51.52155235635659,5.869791703488373,83.02169962914729,115.61594622209303,-5.307390466279069,8.611530153488372,-31.98286307930233,0.4642635896124031,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
83,2020-09-29 13:45:12,1601387112.0,,54349.83870967742,-1.5167078819354838,2197.3335906003226,43.23518727580645,27.464687932903225,,51.52156017719008,5.869849050082644,85.15846787272727,116.25761730570248,-5.596215993305785,8.75625094107438,-32.01555529561983,0.47130693280991737,,,,,,,,
84,2020-09-29 13:45:13,1601387113.0,,52802.5,-13.66785812,1709.89732361,2.5575991250000003,3.3781233700000044,,51.521543038728815,5.869820627033898,87.03834450127118,117.15984931364406,-5.977275063898305,8.577095746440678,-32.13078657322034,0.474503621440678,,,,,,,,
85,2020-09-29 13:45:14,1601387114.0,,50908.0,-11.34355927,369.08834839,1.32912963,-80.56805543,,51.52156833741379,5.869832128965517,85.87652013948276,119.77918325784483,-4.646285656379311,8.869298282672412,-32.11836413715517,0.48520923637931035,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
86,2020-09-29 13:45:15,1601387115.0,,55199.0,-8.20420074,378.62402344,1.00580021,-81.56769229999998,,51.52156030863636,5.869856246545455,87.64109847818182,119.26661483754546,-4.378056946818182,8.798808915090909,-32.11785663309091,0.4851237774545455,,,,,,,,
87,2020-09-29 13:45:16,1601387116.0,,51275.25,-11.545530320000001,1880.6966171274998,19.186346087500002,-24.5466561325,,51.521566191454546,5.869817751818181,87.00673444372728,122.64591273581817,-4.496831652272728,8.660319352363636,-32.21131265881818,0.47995858954545456,,,,,,,,
88,2020-09-29 13:45:17,1601387117.0,,55449.0,-13.34713745,398.10491943,2.41100769,-84.15109676,,51.52156991109091,5.869779550727273,83.565287317,131.63051916645455,-1.640361693090909,8.212006784090908,-32.39393934818182,0.4724387879090909,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
89,2020-09-29 13:45:18,1601387118.0,,53540.0,-29.74151993,209.31463575499998,0.22512186,31.30569363,,51.521577683148145,5.869983668518518,84.09581849694445,127.73025004944445,-2.8054889987037037,8.33960843398148,-32.559698140277774,0.4712212938888889,,,,,,,,
90,2020-09-29 13:45:19,1601387119.0,,55679.0,-14.63115692,418.26159668,4.26056955,-86.07608318,,51.521610984299066,5.869993894859813,82.05344940794393,122.37564882392523,-1.9704558527102802,8.268845435700934,-32.48378871345794,0.46421904785046725,,,,,,,,
91,2020-09-29 13:45:20,1601387120.0,,51844.583333333336,-9.204281489166666,2109.2565409333333,22.0700962825,3.97330631,,51.52162663035715,5.869980953928571,78.64557141410715,126.29314588660715,-1.6255248425000002,8.216539715178572,-32.48902886276786,0.43554379455357145,51.52147,5.87056833,31.0,-155.77670288,0.0,1.65806283,0.0,100.0
92,2020-09-29 13:45:21,1601387121.0,,54790.08928571428,-7.075370379642857,2568.1760510039285,10.72314541482143,-17.431624457857144,,51.521653471339285,5.869726490089286,79.87003695491072,125.88809109589286,-3.631276833125,8.49635925482143,-32.437225375982145,0.41899937098214285,,,,,,,,
